OpenedYear,Status,PracticeCode,PracticeName,NAICS,NAICS Name,BusinessStreetLine1,BusinessCity,BusinessState,PracticeId,id
2018,New,999,Other/Miscellaneous,920000-Public Administration,,PO Box 45131,Olympia,WA,60,60000525758
2020,Closed,25,Refund Policies,"711300-Promoters of performing arts, sports & similar eve",,1000 Corporate Landing,Charleston,WV,18,18000574881
2018,Closed,61,Phishing,993000-Phishing,,This is the ALL major,,  ,111,111000525750
2018,Closed,301,Failure To Deliver/Perform,522320-Financial Transaction Processing,,1455 Market St Ste 600,San Francisco,CA,33,33000529200
2015,Closed,404,Collection Practices,561440-Collection Agencies,Collection Agencies,PO Box 141248,Spokane Valley,WA,46,46000462086
2020,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,1745 114th Ave SE,Bellevue,WA,27,27000564239
2020,Closed,22,Failure To Adjust/Refund,"711300-Promoters of performing arts, sports & similar eve",,4925 Boonsboro Rd,Lynchburg,VA,16,16000576201
2020,New,999,Other/Miscellaneous,531390-Timeshare exchange services,,220 120th Ave NE,Bellevue,WA,60,60000585178
2020,Closed,104,Non-Fulfillment,485000-Transit & ground passenger transportation,,,Seattle,WA,23,23000586222
2015,Closed,61,Phishing,993000-Phishing,Phishing,,,  ,111,111000472229
2015,Closed,316,Billing Issues,513310-Wired Telecommunications Carriers,Wired Telecommunications Carriers,6704 N Nevada St Ste #6,Spokane,WA,107,107000461835
2016,Closed,621,Eviction Issues,531190-MHU Use Only - MH landlord,MHU Use Only - MH landlord,PO Box 658,Methow,WA,137,137000495204
2017,Closed,22,Failure To Adjust/Refund,541511-Website Design,,50109 9th Ave NW,Seattle,WA,16,16000519719
2014,Closed,642,Landlord/Tenant - Residential,531311-Residential property managers (includes landlords),Residential property managers (includes landlords),1651 Bellevue Ave,Seattle,WA,159,159000449833
2018,Closed,316,Billing Issues,513320-Telecommunications/Wireless,,308 S Akard St Rm 1110,Dallas,TX,107,107000524313
2017,Closed,301,Failure To Deliver/Perform,531390-Timeshare exchange services,,,,  ,33,33000501912
2015,Closed,320,Unsatisfactory Repair/Service,522291-Consumer Lending (includes Payday Lenders),Consumer Lending (includes Payday Lenders),13650 Heritage Parkway,Fort Worth,TX,42,42000463355
2020,Closed,25,Refund Policies,452100-Department Stores,,PO Box 52184,Phoenix,AZ,18,18000581085
2021,New,999,Other/Miscellaneous,522320-Financial Transaction Processing,,,Redwood City,CA,60,60000594823
2018,New,999,Other/Miscellaneous,561440-Collection Agencies,,140 Corporate Blvd,Norfolk,VA,60,60000524333
2020,Closed,996,COVID-19,522320-Financial Transaction Processing,,,Scottsdale,AZ,216,216000569286
2013,Closed,316,Billing Issues,522110-Commercial Banking,Commercial Banking,1515 S Technology Blvd Ste B,Spokane,WA,107,107000435073
2015,Closed,100,Misrepresentation of Terms,441100-Automotive Dealers,Automotive Dealers,7230 S Tacoma Way,Tacoma,WA,22,22000476306
2014,Closed,320,Unsatisfactory Repair/Service,441100-Automotive Dealers,Automotive Dealers,PO Box 21-8004,Auburn Hills,MI,42,42000447564
2020,Closed,996,COVID-19,445110-Supermarkets,,1014 Vine St,Cincinnati,OH,216,216000567288
2017,Open,999,Other/Miscellaneous,513320-Telecommunications/Wireless,,PO Box 37380,Albuquerque,NM,60,60000505082
2019,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,60,60000553634
2020,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,33,33000579425
2016,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 81226,Seattle,WA,27,27000495725
2014,Closed,316,Billing Issues,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 81226,Seattle,WA,107,107000448327
2014,Closed,320,Unsatisfactory Repair/Service,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,1400 Landmark Towers,St Paul,MN,42,42000444642
2021,New,999,Other/Miscellaneous,485310-Taxi Service,,c/o CT Corporation System,Olympia,WA,60,60000588512
2017,Closed,405,Credit Reporting Error,561450-Credit Bureaus,,PO Box 1240,Allen,TX,108,108000501099
2020,New,999,Other/Miscellaneous,452910-Warehouse Clubs & Superstores,,999 Lake Dr,Issaquah,WA,60,60000562522
2018,Closed,316,Billing Issues,221000-Utilities,,Board of Trustees,Snohomish,WA,107,107000527842
2019,New,999,Other/Miscellaneous,454300-Direct Selling Establishments (including home fuel,,One Liberty Plaza,Liberty,MO,60,60000546154
2018,Closed,61,Phishing,990000-Unclassified Establishments,,,,  ,111,111000534439
2013,Closed,316,Billing Issues,990000-Unclassified Establishments,,,Everett,WA,107,107000439492
2017,Closed,203,Internet & Mobile device based transaction,511210-Software Publishers,,550 106th Ave NE Ste 207,Bellevue,WA,27,27000522245
2016,Closed,641,Failed communication attempts,811200-Electronic & Precision Equip. Repair & Maintenance,Electronic & Precision Equip. Repair & Maintenance,6 S 2nd St #809,Yakima,WA,158,158000490259
2021,Closed,62,Price Gouging,"444000-Building materials (incl. plumbing stores), garden",,2455 Paces Ferry Rd B3,Atlanta,GA,116,116000591665
2015,Closed,627,Privacy Issues,561450-Credit Bureaus,Credit Bureaus,PO Box 1240,Allen,TX,141,141000474257
2020,Closed,22,Failure To Adjust/Refund,481000-Air Transportation,,17801 International Blvd,Seattle,WA,16,16000575653
2013,Closed,316,Billing Issues,531311-Residential property managers (includes landlords),,,Downingtown,PA,107,107000427844
2018,Closed,404,Collection Practices,522110-Commercial Banking,,200 S 6th St,Minneapolis,MN,46,46000537002
2019,Closed,300,Excessive Price or Charge,513320-Telecommunications/Wireless,,6955 S Morelos Pl,Chandler,AZ,32,32000553361
2020,Closed,996,COVID-19,721100-Travel Accomodations,,1431 112th St SE,Everett,WA,216,216000576136
2021,Closed,303,Questionable Quality Product/Service,722000-Restaurants and Bars,,,Tacoma,WA,35,35000588307
2020,Closed,13,Misrepresentation of product or service,531200-Real Estate Agents & Agencies,,,Tacoma,WA,10,10000579394
2021,Closed,22,Failure To Adjust/Refund,522320-Financial Transaction Processing,,,,TX,16,16000589288
2015,Closed,316,Billing Issues,621300-Offices of Other Health Professionals,Offices of Other Health Professionals,11521 NE 128th St #200,Kirkland,WA,107,107000466101
2017,Closed,422,Credit/Financing,441100-Automotive Dealers,,101 SW Grady Wy,Renton,WA,49,49000515243
2016,New,999,Other/Miscellaneous,813110-Religious Organizations,,PO Box 15309,Seattle,WA,60,60000486703
2013,Closed,301,Failure To Deliver/Perform,"453000-Misc. Stores (incl. florists, office supplies, gif",,2127 Westwood Blvd Ste 200,Los Angeles,CA,33,33000432514
2020,New,999,Other/Miscellaneous,513310-Wired Telecommunications Carriers,,6704 N Nevada St Ste #6,Spokane,WA,60,60000573539
2013,Closed,888,Spanish Language Complaints,513320-Telecommunications/Wireless,Telecommunications/Wireless,6955 S Morelos Pl,Chandler,AZ,172,172000435551
2013,Closed,301,Failure To Deliver/Perform,811200-Electronic & Precision Equip. Repair & Maintenance,,,Aberdeen,WA,33,33000431909
2016,Closed,301,Failure To Deliver/Perform,492110-Couriers & Express Delivery Services,,,Olympia,WA,33,33000484308
2013,Closed,301,Failure To Deliver/Perform,441100-Automotive Dealers,Automotive Dealers,PO Box 486,Monroe,WA,33,33000426170
2020,New,999,Other/Miscellaneous,513320-Telecommunications/Wireless,,6955 S Morelos Pl,Chandler,AZ,60,60000584574
2020,Closed,26,Advertising,511140-Database & Directory Publishers,,1301 2nd Ave 31st Fl,Seattle,WA,19,19000584499
2018,Closed,22,Failure To Adjust/Refund,"335000-Electronic Equip., Appliance & Component Mfg'ring ",,201 James Record Rd Bldg 3,Huntsville,AL,16,16000541695
2020,Closed,316,Billing Issues,"235000-Special trade Contractors (includes plumbers, elec",,,Kent,WA,107,107000572796
2016,New,999,Other/Miscellaneous,993000,Phishing,This is the ALL Major,,  ,60,60000491071
2018,Closed,13,Misrepresentation of product or service,524000-Insurance Carriers & Related Activities,,,Olympia,WA,10,10000540356
2020,Closed,62,Price Gouging,454100-Electronic Shopping & Mail Order Houses,,1745 114th Ave SE,Bellevue,WA,116,116000562745
2015,Closed,320,Unsatisfactory Repair/Service,811200-Electronic & Precision Equip. Repair & Maintenance,,,Marysville,WA,42,42000464802
2015,Closed,61,Phishing,990000-Unclassified Establishments,Unclassified Establishments,,,  ,111,111000462505
2020,Closed,22,Failure To Adjust/Refund,721100-Travel Accomodations,,850 NW 13th Ave,Portland,OR,16,16000567483
2017,Closed,4,Prizes & Promotion Issue,531390-Timeshare exchange services,,1417 116th Ave NE,Bellevue,WA,3,3000501046
2017,New,999,Other/Miscellaneous,"335000-Electronic Equip., Appliance & Component Mfg'ring ",,85 Challenger Rd,Ridgefield Park,NJ,60,60000511202
2019,Closed,300,Excessive Price or Charge,"560000-Admin. & support services (office admin., faciliti",,4773 Mangels Blvd,Fairfield,CA,32,32000544502
2015,Closed,58,Telemarketing,994000-ADAD,ADAD,THIS IS THE ALL MAJOR,,  ,20,20000466339
2017,Closed,422,Credit/Financing,522291-Consumer Lending (includes Payday Lenders),,6801 Colwell Blvd,Irving,TX,49,49000512747
2015,Closed,320,Unsatisfactory Repair/Service,531130-Lessors of Miniwarehouse & Self-Storage Units,,,Puyallup,WA,42,42000474712
2020,New,999,Other/Miscellaneous,441100-Automotive Dealers,,819 River Rd,Puyallup,WA,60,60000560424
2019,New,999,Other/Miscellaneous,541800-Advertising & Related Services (includes coupon bo,,,,  ,60,60000557407
2019,Closed,17,Imposter scam,"560000-Admin. & support services (office admin., faciliti",,,,  ,194,194000542927
2013,Closed,999,Other/Miscellaneous,921190-Government (General),Government (General),910 Tacoma Ave S,Tacoma,WA,60,60000438261
2019,Closed,303,Questionable Quality Product/Service,441100-Automotive Dealers,,,,,35,35000548902
2017,New,999,Other/Miscellaneous,"235000-Special trade Contractors (includes plumbers, elec",,8611 S 192nd St,Kent,WA,60,60000505169
2017,Closed,448,Student Loan Issue,522291-Consumer Lending (includes Payday Lenders),,220 Lasley Ave,Wilkes-Barre,PA,187,187000499123
2013,Closed,640,Fees,522130-Credit Unions,,2821 Hewitt Ave,Everett,WA,157,157000433651
2018,Closed,404,Collection Practices,522110-Commercial Banking,,PO Box 2127,Spokane,WA,46,46000531799
2021,Closed,22,Failure To Adjust/Refund,481000-Air Transportation,,PO Box 68900,Seattle,WA,16,16000590099
2019,Closed,60,Unauthorized Debit,452100-Department Stores,,PO Box 182025,Columbus,OH,109,109000545256
2019,Closed,22,Failure To Adjust/Refund,452910-Warehouse Clubs & Superstores,,702 SW 8th St,Bentonville,AR,16,16000543544
2020,New,999,Other/Miscellaneous,"560000-Admin. & support services (office admin., faciliti",,,Pittsburgh,PA,60,60000573619
2018,Closed,22,Failure To Adjust/Refund,524128-Extended Service contract companies,,107 Flynn Dr #500,Milbank,SD,16,16000530912
2017,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,,2601 Elliott Ave Ste 200,Seattle,WA,16,16000499632
2016,Closed,317,Charge Above Estimate,484210-Moving Companies,Moving Companies,18409 Cascade Ave S Ste E,Tukwila,WA,39,39000489498
2020,Closed,320,Unsatisfactory Repair/Service,511210-Software Publishers,,One Microsoft Wy,Redmond,WA,42,42000571668
2019,New,999,Other/Miscellaneous,532000-Rental & leasing services,,1507 Wall St,Everett,WA,60,60000556013
2018,Closed,303,Questionable Quality Product/Service,611000-Educational Services,,288 Grove St Ste 199,Braintree,MA,35,35000529392
2015,Closed,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 81226,Seattle,WA,60,60000463471
2020,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,,116 New Montgomery St Fl 4,San Francisco,CA,16,16000567507
2018,Closed,61,Phishing,993000-Phishing,,,,  ,111,111000538064
2018,Closed,301,Failure To Deliver/Perform,513320-Telecommunications/Wireless,,308 S Akard St Rm 1110,Dallas,TX,33,33000526522
2016,Closed,61,Phishing,993000-Phishing,Phishing,,,  ,111,111000491054
2019,New,999,Other/Miscellaneous,921190-Government (General),,,Tacoma,WA,60,60000558780
2016,New,999,Other/Miscellaneous,513200,Cable Networks & Program Distribution,PO Box 9040,Littleton,CO,60,60000491256
2016,Closed,222,Advance Fee Fraud,990000-Unclassified Establishments,Unclassified Establishments,,,  ,114,114000488924
2013,Closed,320,Unsatisfactory Repair/Service,518112-Internet Search Engines,,,Seattle,WA,42,42000441583
2019,Closed,303,Questionable Quality Product/Service,441100-Automotive Dealers,,PO Box 1827,Aberdeen,WA,35,35000544031
2017,New,999,Other/Miscellaneous,513320,Telecommunications/Wireless,PO Box 37380,Albuquerque,NM,60,60000497903
2018,Closed,320,Unsatisfactory Repair/Service,"233000-General Contracting, building, & developing",,,Spokane,WA,42,42000533043
2013,Closed,301,Failure To Deliver/Perform,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,33,33000435009
2019,Closed,22,Failure To Adjust/Refund,513320-Telecommunications/Wireless,,,Mahwah,NJ,16,16000557028
2013,Closed,301,Failure To Deliver/Perform,531311-Residential property managers (includes landlords),Residential property managers (includes landlords),2743 California Ave SW #301,Seattle,WA,33,33000426374
2013,Closed,999,Other/Miscellaneous,531311-Residential property managers (includes landlords),Residential property managers (includes landlords),325 118th Ave SE Ste 204 ,Bellevue,WA,60,60000437727
2013,Closed,58,Telemarketing,561422-Telemarketing,Telemarketing,,,  ,20,20000433192
2016,Closed,301,Failure To Deliver/Perform,990000-Unclassified Establishments,Unclassified Establishments,14023 Denver W Pkwy,Golden,CO,33,33000483366
2013,Closed,203,Internet & Mobile device based transaction,511210-Software Publishers,Software Publishers,One Microsoft Wy,Redmond,WA,27,27000440730
2020,Closed,22,Failure To Adjust/Refund,721100-Travel Accomodations,,c/o Davidson Backman Medeiros PLLC,Spokane,WA,16,16000584580
2014,Closed,300,Excessive Price or Charge,"235000-Special trade Contractors (includes plumbers, elec",,,Seattle,WA,32,32000445710
2020,New,203,Internet & Mobile device based transaction,511210-Software Publishers,,1567 Highlands Dr NE Ste 1,Issaquah,WA,27,27000567418
2016,Closed,550,International/Cross Border,446110-Pharmacies & Drug Stores,,,"Langley, BC, Canada",  ,59,59000493469
2019,Closed,100,Misrepresentation of Terms,621100-Office of Physicians,,PO Box 35191,Seattle,WA,22,22000556780
2013,Closed,22,Failure To Adjust/Refund,524128-Extended Service contract companies,Extended Service contract companies,648 Grassmere Park Ste 300,Nashville,TN,16,16000440003
2017,New,999,Other/Miscellaneous,513320-Telecommunications/Wireless,,PO Box 37380,Albuquerque,NM,60,60000512732
2018,Closed,18,Service Representation,812199-Dating Clubs and Social Networking,,,Palo Alto,CA,12,12000531633
2019,Closed,203,Internet & Mobile device based transaction,541800-Advertising & Related Services (includes coupon bo,,9045 SW Barbur Blvd Ste 101,Portland,OR,27,27000545171
2018,Closed,997,Employment Issue,990000-Unclassified Establishments,,,,WA,183,183000539406
2015,Closed,61,Phishing,993000-Phishing,Phishing,This is the ALL Major,,  ,111,111000469184
2018,Closed,104,Non-Fulfillment,441100-Automotive Dealers,,11215 Pacific Hwy SW,Lakewood,WA,23,23000530153
2020,Closed,320,Unsatisfactory Repair/Service,561450-Credit Bureaus,,2 Baldwin Pl,Chester,PA,42,42000569683
2019,Closed,610,"Health, safety or sanitation",452000-General Merchandise Stores,,PO Box 42121,Portland,OR,126,126000545919
2020,Closed,22,Failure To Adjust/Refund,481000-Air Transportation,,PO Box 66100-0100,Chicago,IL,16,16000566342
2016,Closed,999,Other/Miscellaneous,523930-Financial Planning,,201 5th Ave SW,Olympia,WA,60,60000494990
2018,New,999,Other/Miscellaneous,920000-Public Administration,,,Olympia,WA,60,60000530897
2013,Closed,304,Questionable Quality/Used,441100-Automotive Dealers,,,Tacoma,WA,36,36000431648
2020,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000580234
2020,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,50 Beale St Ste 600,San Francisco,CA,60,60000566047
2019,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,60,60000546961
2020,Closed,301,Failure To Deliver/Perform,524000-Insurance Carriers & Related Activities,,6000 American Pkwy,Madison,WI,33,33000561626
2013,Closed,300,Excessive Price or Charge,513110-Radio & Television Broadcasting,,,Fishers,IN,32,32000425692
2018,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,107,107000527225
2020,New,999,Other/Miscellaneous,"453000-Misc. Stores (incl. florists, office supplies, gif",,,Everett,WA,60,60000562193
2019,Closed,999,Other/Miscellaneous,561440-Collection Agencies,,320 E Big Beaver Rd Ste 300,Troy,MI,60,60000558720
2017,Closed,404,Collection Practices,561440-Collection Agencies,,4120 International Pkwy #1100,Carrollton,TX,46,46000505118
2021,New,999,Other/Miscellaneous,518112-Internet Search Engines,,1600 Amphitheatre Pkwy,Mountain View,CA,60,60000592096
2017,Closed,104,Non-Fulfillment,441100-Automotive Dealers,,6411 20th St E,Fife,WA,23,23000515246
2020,New,999,Other/Miscellaneous,541620-Legal Services- All other legal services,,101 N Brand Blvd 11th Fl,Glendale,CA,60,60000560459
2017,Closed,300,Excessive Price or Charge,221200-Natural Gas Distribution,,6001 Bollinger Canyon Rd,San Ramon,CA,32,32000520023
2018,New,999,Other/Miscellaneous,441210-RV Dealers,,,Coburg,OR,60,60000537509
2017,Closed,998,Governement agency complaint,921190-Government (General),,,East Wenatchee,WA,179,179000499665
2016,Closed,641,Failed communication attempts,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,158,158000479661
2017,New,999,Other/Miscellaneous,513310,Wired Telecommunications Carriers,999 Main St 9th Fl,Boise,ID,60,60000497972
2019,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,107,107000550889
2020,Closed,62,Price Gouging,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,116,116000565740
2016,Closed,19,Inadequate Disclosure,"233000-General Contracting, building, & developing",,12315 NE 80th St,Kirkland,WA,13,13000495739
2019,Closed,301,Failure To Deliver/Perform,441100-Automotive Dealers,,1533 120th Ave NE,Bellevue,WA,33,33000547477
2020,Closed,998,Governement agency complaint,920000-Public Administration,,PO Box 9046,Olympia,WA,179,179000567684
2018,Closed,301,Failure To Deliver/Perform,"235000-Special trade Contractors (includes plumbers, elec",,,Woodinville,WA,33,33000539791
2019,Closed,203,Internet & Mobile device based transaction,518210-Web Hosting,,,Richland,WA,27,27000543837
2017,Closed,303,Questionable Quality Product/Service,452000-General Merchandise Stores,,PO Box 42121,Portland,OR,35,35000498532
2016,Closed,15,Privacy Abuse,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,67,67000496508
2018,Closed,301,Failure To Deliver/Perform,522210-Credit Card Issuing,,PO Box 14720 ,Austin,TX,33,33000526549
2016,Closed,206,Right To Cancel,561510-Travel Agents,,,London E12 5PT United Kingdom,  ,30,30000489057
2016,Closed,888,Spanish Language Complaints,531190-MHU Use Only - MH landlord,MHU Use Only - MH landlord,20440 International Blvd,SeaTac,WA,172,172000496490
2016,Closed,999,Other/Miscellaneous,518112-Internet Search Engines,Internet Search Engines,1600 Amphitheatre Pkwy,Mountain View,CA,60,60000482699
2018,Closed,404,Collection Practices,561440-Collection Agencies,,800 Pencader Dr,Newark,DE,46,46000536433
2014,Closed,640,Fees,522130-Credit Unions,Credit Unions,Box 1432,Alexandria,VA,157,157000448157
2015,Closed,303,Questionable Quality Product/Service,441100-Automotive Dealers,Automotive Dealers,14600 1st Ave S,Burien,WA,35,35000462238
2019,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,WA,60,60000556552
2017,Closed,61,Phishing,993000-Phishing,,,,  ,111,111000519315
2019,Closed,301,Failure To Deliver/Perform,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,33,33000558153
2016,New,999,Other/Miscellaneous,513310-Wired Telecommunications Carriers,,,Everett,WA,60,60000486277
2018,Closed,13,Misrepresentation of product or service,813990-Home and Condo owner associations,,PO Box 366,Coupeville,WA,10,10000531612
2014,Closed,623,Rental agreements,531190-MHU Use Only - MH landlord,MHU Use Only - MH landlord,PMB 192,Vancouver,WA,138,138000454918
2018,Closed,316,Billing Issues,524000-Insurance Carriers & Related Activities,,500 NE Multnomah St Ste 100,Portland,OR,107,107000532372
2018,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,107,107000526774
2018,Closed,316,Billing Issues,621100-Office of Physicians,,PO Box 2926,Portland,OR,107,107000528957
2013,Closed,320,Unsatisfactory Repair/Service,513310-Wired Telecommunications Carriers,Wired Telecommunications Carriers,1201 NE Lloyd Blvd Ste 500,Portland,OR,42,42000437208
2020,Closed,203,Internet & Mobile device based transaction,"711300-Promoters of performing arts, sports & similar eve",,220 Nickerson St,Seattle,WA,27,27000568786
2021,Closed,998,Governement agency complaint,622000-Hospitals,,Department of Legal Affairs,Seattle,WA,179,179000589825
2017,Closed,13,Misrepresentation of product or service,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,10,10000514127
2019,Closed,303,Questionable Quality Product/Service,"235000-Special trade Contractors (includes plumbers, elec",,20 37th St NE Ste A,Auburn,WA,35,35000553166
2016,Closed,22,Failure To Adjust/Refund,522291-Consumer Lending (includes Payday Lenders),,26642 Towne Centre Dr,Foothill Ranch,CA,16,16000487343
2020,Closed,998,Governement agency complaint,"922000-Justice, Public Order & Safety",,700 5th Ave #2777,Seattle,WA,179,179000570823
2013,Closed,222,Advance Fee Fraud,992000-Advance Fee Fraud,Advance Fee Fraud,All Major,,  ,114,114000428290
2016,Closed,58,Telemarketing,811212-Computer & office machine system repair & maintena,Computer & office machine system repair & maintena,12 Desbrosses St 3rd Fl,New York,NY,20,20000496425
2017,New,999,Other/Miscellaneous,812191-Diet Services,,600 Office Center Drive,Fort Washington,PA,60,60000507789
2019,Closed,100,Misrepresentation of Terms,811100-Automotive Repair & Maintenance,,105 Decker Ct Ste 900,Irving,TX,22,22000557611
2018,New,999,Other/Miscellaneous,561450-Credit Bureaus,,,San Diego,CA,60,60000526476
2016,Closed,301,Failure To Deliver/Perform,522291-Consumer Lending (includes Payday Lenders),Consumer Lending (includes Payday Lenders),444 NE Ravenna Blvd,Seattle,WA,33,33000485301
2019,Closed,61,Phishing,993000-Phishing,,,,  ,111,111000547806
2021,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,107,107000586350
2021,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000593826
2021,Closed,22,Failure To Adjust/Refund,442110-Furniture stores,,10201 Main St,Houston,TX,16,16000587670
2019,Closed,513,Bushing,441100-Automotive Dealers,,3080 148th Ave SE,Bellevue,WA,52,52000549175
2017,Closed,22,Failure To Adjust/Refund,532000-Rental & leasing services,,831 Commodore Pl,Fort Collins,CO,16,16000520146
2019,Closed,512,Forged or Altered Documents,522390-Real Estate Loan Servicing,,Attn: Loan Servicing/QA,Seattle,WA,51,51000548443
2014,Closed,203,Internet & Mobile device based transaction,511210-Software Publishers,Software Publishers,One Microsoft Wy,Redmond,WA,27,27000458504
2017,New,999,Other/Miscellaneous,513320-Telecommunications/Wireless,,Office of the President,Dallas,TX,60,60000517997
2015,Closed,403,Collection Activity (Fraudulent or mistaken ID),561440-Collection Agencies,Collection Agencies,,Miami,FL,177,177000477301
2020,New,303,Questionable Quality Product/Service,"451000-Sporting Goods, Hobby, Book & Music Stores",,345 Court St,Coraopolis,PA,35,35000574595
2017,Closed,316,Billing Issues,522320-Financial Transaction Processing,,2420 Sweet Home Rd Ste 150,Amherst,NY,107,107000500288
2017,Closed,61,Phishing,993000-Phishing,,,,  ,111,111000510491
2019,New,999,Other/Miscellaneous,522291-Consumer Lending (includes Payday Lenders),,,Costa Mesa,CA,60,60000546182
2019,Closed,100,Misrepresentation of Terms,441100-Automotive Dealers,,PO Box 818,Kirkland,WA,22,22000553419
2017,Closed,22,Failure To Adjust/Refund,441100-Automotive Dealers,,11910 NE 8th St,Bellevue,WA,16,16000510579
2018,Closed,104,Non-Fulfillment,454000-Nonstore Retailers,,114 Alaskan Wy S Ste 200,Seattle,WA,23,23000542262
2017,Closed,203,Internet & Mobile device based transaction,993000-Phishing,,This is the ALL Major,,  ,27,27000515075
2020,Closed,303,Questionable Quality Product/Service,524000-Insurance Carriers & Related Activities,,13900 E Harvard Ave,Aurora,CO,35,35000583053
2019,New,999,Other/Miscellaneous,561620-Security Systems (including locksmiths),,Attn: Legal 160,Provo,UT,60,60000551055
2018,Closed,318,Charge:Service Not Performed/Product not delivered,"233000-General Contracting, building, & developing",,PO Box 51 ,McKenna,WA,40,40000540951
2018,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,,Tampa,FL,27,27000524321
2021,Closed,22,Failure To Adjust/Refund,"560000-Admin. & support services (office admin., faciliti",,6727 185th Ave NE,Redmond,WA,16,16000590537
2019,Closed,22,Failure To Adjust/Refund,522390-Real Estate Loan Servicing,,Wells Fargo Bank ,Charlotte,NC,16,16000552228
2021,Closed,320,Unsatisfactory Repair/Service,441310-Automotive Parts & Access. Stores - Retail,,,Spokane Valley,WA,42,42000591605
2018,New,999,Other/Miscellaneous,531311-Residential property managers (includes landlords),,,Kennewick,WA,60,60000536506
2015,Closed,602,Infestation,532299-Rental (Consumer Goods),Rental (Consumer Goods),2727 N Central Ave,Phoenix,AZ,118,118000469474
2017,Closed,59,Automatic Dialing,993000-Phishing,,,,  ,21,21000511355
2013,Closed,307,Product Safety,441100-Automotive Dealers,Automotive Dealers,6616 166th Ave E,Sumner,WA,37,37000424365
2016,New,999,Other/Miscellaneous,993000-Phishing,,This is the ALL Major,,  ,60,60000487917
2017,Closed,316,Billing Issues,"235000-Special trade Contractors (includes plumbers, elec",,,East Wenatchee,WA,107,107000518065
2021,New,999,Other/Miscellaneous,484210-Moving Companies,,,Seattle ,WA,60,60000593396
2020,Closed,302,Not As Ordered,454100-Electronic Shopping & Mail Order Houses,,100 International Dr 18th Fl,Baltimore,MD,34,34000579111
2017,Closed,999,Other/Miscellaneous,484100-General Freight Trucking,,,Seattle,WA,60,60000503989
2016,Closed,104,Non-Fulfillment,513310-Wired Telecommunications Carriers,Wired Telecommunications Carriers,6704 N Nevada St Ste #6,Spokane,WA,23,23000481419
2021,Open,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,3022 S Proctor St,Tacoma,WA,60,60000586597
2019,Closed,318,Charge:Service Not Performed/Product not delivered,"451000-Sporting Goods, Hobby, Book & Music Stores",,8085 Century Blvd,Chaska,MN,40,40000550396
2021,Open,7,Warranty,336111-Automobile Manufacturing,,Honda Automobile Customer Service,Torrance,CA,6,6000591039
2013,Closed,320,Unsatisfactory Repair/Service,524000-Insurance Carriers & Related Activities,Insurance Carriers & Related Activities,5260 Western Ave,Chevy Chase,MD,42,42000433530
2020,Closed,999,Other/Miscellaneous,513320-Telecommunications/Wireless,,PO Box 37380,Albuquerque,NM,60,60000561199
2020,New,999,Other/Miscellaneous,522110-Commercial Banking,,PO Box 19020,Houston,TX,60,60000573138
2013,Closed,7,Warranty,"532100-Automotive Rental & Leasing (includes cars, trucks",,,Vancouver,WA,6,6000435694
2021,Closed,996,COVID-19,454100-Electronic Shopping & Mail Order Houses,,,Renton,WA,216,216000594243
2021,Closed,206,Right To Cancel,713940-Fitness & Recreational Industries,,14925 Chain Lk Rd,Monroe,WA,30,30000587308
