OpenedYear,Status,PracticeCode,PracticeName,NAICS,NAICS Name,BusinessStreetLine1,BusinessCity,BusinessState,PracticeId,id
2018,Closed,104,Non-Fulfillment,513200-Cable Networks & Program Distribution,,Office of the President,Dallas,TX,23,23000526299
2014,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 81226,Seattle,WA,27,27000448710
2017,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000499866
2013,Closed,301,Failure To Deliver/Perform,452000-General Merchandise Stores,,,Centralia,WA,33,33000430786
2018,Closed,206,Right To Cancel,513200-Cable Networks & Program Distribution,,Office of the President,Dallas,TX,30,30000535581
2020,Closed,627,Privacy Issues,511140-Database & Directory Publishers,,1301 2nd Ave 31st Fl,Seattle,WA,141,141000580751
2015,Closed,9,High Pressure Sales,531200-Real Estate Agents & Agencies,,,,WA,7,7000462567
2016,Closed,999,Other/Miscellaneous,513320-Telecommunications/Wireless,Telecommunications/Wireless,PO Box 37380,Albuquerque,NM,60,60000491881
2020,Closed,19,Inadequate Disclosure,"560000-Admin. & support services (office admin., faciliti",,Avda del Litoral 12 - 5A,"Barcelona, Spain",  ,13,13000580715
2019,Closed,303,Questionable Quality Product/Service,445110-Supermarkets,,1121 124th Ave NE,Bellevue,WA,35,35000557571
2021,Closed,320,Unsatisfactory Repair/Service,"235000-Special trade Contractors (includes plumbers, elec",,,,  ,42,42000589057
2018,Closed,303,Questionable Quality Product/Service,524000-Insurance Carriers & Related Activities,,PO Box 10909,West Palm Beach,FL,35,35000537457
2016,Closed,516,Failure To Provide Title/Registration,441100-Automotive Dealers,Automotive Dealers,11813 E Sprague Ave,Spokane Valley,WA,54,54000487017
2016,Closed,303,Questionable Quality Product/Service,484210-Moving Companies,,,Hollywood,FL,35,35000491593
2020,Closed,62,Price Gouging,"453000-Misc. Stores (incl. florists, office supplies, gif",,500 Staples Dr,Framingham,MA,116,116000563091
2017,Closed,222,Advance Fee Fraud,992000-Advance Fee Fraud,,,,  ,114,114000501377
2014,Closed,444,Foreclosure Issue,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,3217 S Decer Lake Dr,Salt Lake City,UT,155,155000449001
2016,Closed,61,Phishing,993000-Phishing,,,Sedro Woolley,WA,111,111000491993
2013,Closed,641,Failed communication attempts,513320-Telecommunications/Wireless,,,Renton,WA,158,158000429247
2014,Closed,320,Unsatisfactory Repair/Service,"235000-Special trade Contractors (includes plumbers, elec",,,Mead,WA,42,42000447056
2020,Closed,600,Application screening,531190-MHU Use Only - MH landlord,,PO Box 2176,Blaine,WA,178,178000580882
2018,Closed,316,Billing Issues,621300-Offices of Other Health Professionals,,PO Box 2837,Bellingham,WA,107,107000538580
2019,Closed,303,Questionable Quality Product/Service,"560000-Admin. & support services (office admin., faciliti",,12864 Biscayne Blvd Ste 243,Miami,FL,35,35000556429
2021,Closed,550,International/Cross Border,454100-Electronic Shopping & Mail Order Houses,,,,WA,59,59000590826
2020,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000578110
2016,Closed,999,Other/Miscellaneous,513322-Cellular & Other Wireless Telecommunications,,702 SW 8th St,Bentonville,AR,60,60000492953
2014,Closed,203,Internet & Mobile device based transaction,513320-Telecommunications/Wireless,Telecommunications/Wireless,PO Box 37380,Albuquerque,NM,27,27000456439
2020,Closed,999,Other/Miscellaneous,"922000-Justice, Public Order & Safety",,PO Box 121011,San Diego,CA,60,60000559472
2016,Closed,16,Identity Theft,561440-Collection Agencies,Collection Agencies,PO Box 7637,Springfield,OR,102,102000477981
2020,New,999,Other/Miscellaneous,"813900-Business, professional, labor, political & other organizations including PACs",,c/o Trump Tower,New York,NY,60,60000572509
2015,Closed,303,Questionable Quality Product/Service,561620-Security Systems (including locksmiths),Security Systems (including locksmiths),PO Box 814530,Dallas,TX,35,35000477192
2017,Closed,303,Questionable Quality Product/Service,441100-Automotive Dealers,,8110 Aurora Ave N,Seattle,WA,35,35000510312
2018,Closed,9,High Pressure Sales,524000-Insurance Carriers & Related Activities,,,,WA,7,7000530987
2013,Closed,22,Failure To Adjust/Refund,441100-Automotive Dealers,Automotive Dealers,2010 Iowa St,Bellingham,WA,16,16000427413
2021,Closed,444,Foreclosure Issue,522390-Real Estate Loan Servicing,,PO Box 422039,Houston,TX,155,155000588004
2016,Closed,444,Foreclosure Issue,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,c/o Robert William McDonald,Seattle,WA,155,155000477548
2017,Closed,609,Guests,531190-MHU Use Only - MH landlord,,18150 SW Boones Ferry Rd,Portland,OR,125,125000511341
2020,Closed,415,Unemployment Fraud,920000-Public Administration,,PO Box 9046,Olympia,WA,218,218000570043
2016,Closed,301,Failure To Deliver/Perform,"560000-Admin. & support services (office admin., faciliti",,,Seattle,WA,33,33000484987
2019,Closed,404,Collection Practices,561440-Collection Agencies,,2245 152nd Ave NE,Redmond,WA,46,46000542599
2020,Closed,22,Failure To Adjust/Refund,441100-Automotive Dealers,,6411 20th St E,Fife,WA,16,16000577592
2018,Closed,22,Failure To Adjust/Refund,513310-Wired Telecommunications Carriers,,6704 N Nevada St Ste #6,Spokane,WA,16,16000534160
2021,New,999,Other/Miscellaneous,522110-Commercial Banking,,1000 Samoset Dr,Newark,DE,60,60000592690
2017,Closed,303,Questionable Quality Product/Service,513310-Wired Telecommunications Carriers,,6704 N Nevada St Ste #6,Spokane,WA,35,35000498236
2017,Closed,61,Phishing,993000-Phishing,,This is the ALL Major,,  ,111,111000508246
2016,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,107,107000489267
2014,Closed,203,Internet & Mobile device based transaction,531200-Real Estate Agents & Agencies,Real Estate Agents & Agencies,6303 Owensmouth Ave 10th Fl,Woodland Hills,CA,27,27000452842
2019,Closed,300,Excessive Price or Charge,484210-Moving Companies,,,Fayetteville,GA,32,32000549459
2018,Closed,412,Alleged criminal activity,920000-Public Administration,,,Oak Harbor,WA,196,196000525074
2017,Closed,303,Questionable Quality Product/Service,441100-Automotive Dealers,,,Kent,WA,35,35000498098
2020,Closed,19,Inadequate Disclosure,993000-Phishing,,1911 SW Campus Dr Ste 471,Federal Way,WA,13,13000571716
2018,New,999,Other/Miscellaneous,"235000-Special trade Contractors (includes plumbers, elec",,,Bremerton,WA,60,60000527838
2018,New,999,Other/Miscellaneous,"560000-Admin. & support services (office admin., faciliti",,628 SW 151st St Ste #2,Burien,WA,60,60000527751
2020,Closed,303,Questionable Quality Product/Service,561620-Security Systems (including locksmiths),,2200 Faraday Ave Ste 150,Carlsbad,CA,35,35000570850
2020,New,303,Questionable Quality Product/Service,452100-Department Stores,,,Spokane,WA,35,35000574373
2020,Closed,998,Governement agency complaint,920000-Public Administration,,,,  ,179,179000569590
2014,Closed,61,Phishing,561510-Travel Agents,Travel Agents,,,  ,111,111000448088
2013,Closed,301,Failure To Deliver/Perform,541800-Advertising & Related Services (includes coupon bo,,,Sarasota,FL,33,33000430308
2016,Closed,301,Failure To Deliver/Perform,"560000-Admin. & support services (office admin., faciliti","Admin. & support services (office admin., faciliti",19110 NE 155th St,Woodinville,WA,33,33000493558
2020,Closed,998,Governement agency complaint,920000-Public Administration,,PO Box 9046,Olympia,WA,179,179000573820
2019,Closed,301,Failure To Deliver/Perform,561450-Credit Bureaus,,PO Box 9701,Allen,TX,33,33000551015
2018,Closed,22,Failure To Adjust/Refund,"235000-Special trade Contractors (includes plumbers, elec",,,Tacoma,WA,16,16000529074
2019,New,999,Other/Miscellaneous,441100-Automotive Dealers,,15431 Hwy 99,Lynnwood,WA,60,60000545321
2018,Closed,448,Student Loan Issue,561440-Collection Agencies,,1 Imation Place,Oakdale,MN,187,187000539223
2018,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,16,16000538899
2019,New,999,Other/Miscellaneous,513310-Wired Telecommunications Carriers,,6704 N Nevada St Ste #6,Spokane,WA,60,60000553072
2017,Closed,316,Billing Issues,621300-Offices of Other Health Professionals,,,University Place,WA,107,107000516789
2021,Closed,203,Internet & Mobile device based transaction,443000-Electronics/appliance stores,,378 5th Ave,New York,NY,27,27000587694
2017,Closed,203,Internet & Mobile device based transaction,511210-Software Publishers,,550 106th Ave NE Ste 207,Bellevue,WA,27,27000522072
2019,Closed,7,Warranty,"444000-Building materials (incl. plumbing stores), garden",,1605 Curtis Bridge Rd,Wilkesboro,NC,6,6000543177
2016,Closed,649,Lot Description,531190-MHU Use Only - MH landlord,MHU Use Only - MH landlord,18006 Sky Park Circle Ste 200,Irvine,CA,170,170000482663
2020,Closed,415,Unemployment Fraud,920000-Public Administration,,PO Box 9046,Olympia,WA,218,218000573359
2020,New,999,Other/Miscellaneous,513320-Telecommunications/Wireless,,PO Box 37380,Albuquerque,NM,60,60000579271
2019,New,999,Other/Miscellaneous,531190-MHU Use Only - MH landlord,,4911 N Florida St #53,Spokane,WA,60,60000547412
2018,Closed,100,Misrepresentation of Terms,513320-Telecommunications/Wireless,,6955 S Morelos Pl,Chandler,AZ,22,22000527235
2017,New,999,Other/Miscellaneous,621100-Office of Physicians,,,Vancouver,WA,60,60000521743
2020,Open,999,Other/Miscellaneous,524000-Insurance Carriers & Related Activities,,,Seattle,WA,60,60000562142
2014,Closed,642,Landlord/Tenant - Residential,531311-Residential property managers (includes landlords),,,Spokane,WA,159,159000444563
2020,Closed,316,Billing Issues,812930-Parking Lots & Garages,,PO Box 21050,Spokane,WA,107,107000566682
2021,Open,203,Internet & Mobile device based transaction,513320-Telecommunications/Wireless,,6955 S Morelos Pl,Chandler,AZ,27,27000594269
2016,New,999,Other/Miscellaneous,921190-Government (General),,3825 S Warner,Tacoma,WA,60,60000486769
2013,Closed,19,Inadequate Disclosure,513320-Telecommunications/Wireless,Telecommunications/Wireless,,,  ,13,13000428838
2016,New,999,Other/Miscellaneous,513200-Cable Networks & Program Distribution,,PO Box 9040,Littleton,CO,60,60000488433
2019,Closed,627,Privacy Issues,518112-Internet Search Engines,,1600 Amphitheatre Pkwy,Mountain View,CA,141,141000555852
2015,Closed,998,Governement agency complaint,921190-Government (General),,,Pittsburgh,PA,179,179000462317
2016,Closed,642,Landlord/Tenant - Residential,531311-Residential property managers (includes landlords),,,Seattle,WA,159,159000487570
2015,Closed,316,Billing Issues,621100-Office of Physicians,Office of Physicians,,Chehalis,WA,107,107000471860
2020,New,999,Other/Miscellaneous,522320-Financial Transaction Processing,,12312 Port Grace Blvd,Lavista,NE,60,60000580841
2020,Closed,301,Failure To Deliver/Perform,481000-Air Transportation,,,Jamaica,NY,33,33000585763
2020,Closed,996,COVID-19,713940-Fitness & Recreational Industries,,14927 E Sprague,Spokane Valley,WA,216,216000581475
2014,Closed,303,Questionable Quality Product/Service,441100-Automotive Dealers,Automotive Dealers,212 Tule Lake Rd S,Tacoma,WA,35,35000443222
2016,New,999,Other/Miscellaneous,513320,Telecommunications/Wireless,6955 S Morelos Pl,Chandler,AZ,60,60000495362
2017,New,999,Other/Miscellaneous,523930-Financial Planning,,,Lutherville,MD,60,60000515218
2020,New,999,Other/Miscellaneous,"922000-Justice, Public Order & Safety",,19321 44th Ave W,Lynnwood,WA,60,60000579851
2016,Closed,999,Other/Miscellaneous,531190-MHU Use Only - MH landlord,MHU Use Only - MH landlord,PO Box 5337,Novato,CA,60,60000493981
2021,Closed,318,Charge:Service Not Performed/Product not delivered,"235000-Special trade Contractors (includes plumbers, elec",,c/o Resource Transition Consultants LLC,Lynnwood,WA,40,40000588263
2017,Closed,13,Misrepresentation of product or service,621300-Offices of Other Health Professionals,,12040 NE 128th St,Kirkland,WA,10,10000515536
2017,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000503284
2014,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,18710 Meridian E Ste 115-83,Puyallup,WA,33,33000442154
2020,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,,Point Roberts,WA,60,60000582090
2021,Closed,998,Governement agency complaint,920000-Public Administration,,190 Queen Anne Ave N,Seattle,WA,179,179000588330
2013,Closed,59,Automatic Dialing,994000-ADAD,ADAD,THIS IS THE ALL MAJOR,,  ,21,21000424760
2015,Closed,316,Billing Issues,511140-Database & Directory Publishers,,,Olympia,WA,107,107000464670
2020,Closed,208,Partial Performance,561730-Landscaping Services,,,,WA,31,31000567218
2018,Closed,22,Failure To Adjust/Refund,513200-Cable Networks & Program Distribution,,2500 Broadway Fl 2,Santa Monica,CA,16,16000527649
2016,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 2148,Auburn,WA,33,33000485584
2021,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,,,Lakewood,NJ,16,16000591218
2014,Closed,300,Excessive Price or Charge,62132-Optometrists,Optometrists,,Tacoma,WA,32,32000443132
2020,New,999,Other/Miscellaneous,"813219-Charities, Grantmaking, Civic & Giving Services",,,Arlington,VA,60,60000567225
2015,Closed,620,Retaliation,531190-MHU Use Only - MH landlord,MHU Use Only - MH landlord,PO Box 98757,Seattle,WA,136,136000473880
2017,Closed,58,Telemarketing,561422-Telemarketing,,,,  ,20,20000511077
2020,Closed,404,Collection Practices,561440-Collection Agencies,,800 SW 39th St,Renton,WA,46,46000585946
2016,Closed,22,Failure To Adjust/Refund,531390-Timeshare exchange services,Timeshare exchange services,120 State Ave NE #1417 ,Olympia,WA,16,16000481639
2016,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 2148,Auburn,WA,27,27000483969
2018,New,999,Other/Miscellaneous,561440-Collection Agencies,,2525 220th St SE Ste 200,Bothell,WA,60,60000535071
2019,Closed,320,Unsatisfactory Repair/Service,811100-Automotive Repair & Maintenance,,,Newport,WA,42,42000555663
2018,New,999,Other/Miscellaneous,452910-Warehouse Clubs & Superstores,,702 SW 8th St,Bentonville,AR,60,60000537315
2015,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,107,107000472015
2020,New,999,Other/Miscellaneous,"711300-Promoters of performing arts, sports & similar eve",,220 Nickerson St,Seattle,WA,60,60000581893
2019,Closed,13,Misrepresentation of product or service,522320-Financial Transaction Processing,,12312 Port Grace Blvd,Lavista,NE,10,10000545830
2018,Closed,61,Phishing,993000-Phishing,,This is the ALL major,,  ,111,111000529817
2021,Closed,317,Charge Above Estimate,561730-Landscaping Services,,,Spokane,WA,39,39000587250
2017,Closed,60,Unauthorized Debit,"532100-Automotive Rental & Leasing (includes cars, trucks",,225 Brae Blvd,Park Ridge,NJ,109,109000510644
2018,Closed,203,Internet & Mobile device based transaction,511140-Database & Directory Publishers,,1301 2nd Ave 31st Fl,Seattle,WA,27,27000529282
2015,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 81226,Seattle,WA,27,27000473862
2017,Closed,30,Data Breach,561450-Credit Bureaus,,PO Box 105139,Atlanta,GA,115,115000514395
2019,Closed,203,Internet & Mobile device based transaction,531311-Residential property managers (includes landlords),,800 5th Ave Ste 4000,Seattle,WA,27,27000551059
2013,Closed,404,Collection Practices,990000-Unclassified Establishments,Unclassified Establishments,,,  ,46,46000427934
2018,New,999,Other/Miscellaneous,993000-Phishing,,This is the ALL major,,  ,60,60000533969
2017,Closed,303,Questionable Quality Product/Service,"335000-Electronic Equip., Appliance & Component Mfg'ring ",,201 James Record Rd Bldg 3,Huntsville,AL,35,35000512902
2020,Closed,411,Notario Issue,531200-Real Estate Agents & Agencies,,33215 170th Pl SE,Auburn,WA,190,190000562634
2015,Closed,206,Right To Cancel,561620-Security Systems (including locksmiths),Security Systems (including locksmiths),One Belmont Ave Fl 12,Bala Cynwyd,PA,30,30000464970
2014,Closed,317,Charge Above Estimate,454100-Electronic Shopping & Mail Order Houses,,,Seattle,WA,39,39000453475
2018,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,,,,  ,16,16000539397
2013,Closed,7,Warranty,336111-Automobile Manufacturing,Automobile Manufacturing,PO Box 1270,Melbourne,FL,6,6000427438
2014,Closed,615,Restriction/choice of goods or services,531190-MHU Use Only - MH landlord,MHU Use Only - MH landlord,8625 Evergreen Way Ste #200,Everett,WA,131,131000445375
2015,Closed,22,Failure To Adjust/Refund,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,PO Box 619097,Dallas,TX,16,16000461774
2018,Closed,999,Other/Miscellaneous,713930-Marinas,,,Edmonds,WA,60,60000539683
2013,Closed,300,Excessive Price or Charge,"336991-Motorcycle, bicycle, & parts Manufacturing","Motorcycle, bicycle, & parts Manufacturing",3700 W Juneau Ave,Milwaukee,WI,32,32000426803
2017,Closed,203,Internet & Mobile device based transaction,513320-Telecommunications/Wireless,,6955 S Morelos Pl,Chandler,AZ,27,27000503405
2018,Closed,11,Service Protection Plan Issue,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,198,198000540546
2018,New,999,Other/Miscellaneous,531311-Residential property managers (includes landlords),,,Redmond,WA,60,60000530668
2016,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 81226,Seattle,WA,33,33000493304
2019,Closed,410,Discrimination,721100-Travel Accomodations,,G6 Hospitalitiy LLC - Legal Department,Carrollton,TX,47,47000551847
2017,New,999,Other/Miscellaneous,514191-Internet service providers/info. services (doesn't,,11717 Exploration Ln,Germantown,MD,60,60000503173
2020,Closed,16,Identity Theft,920000-Public Administration,,PO Box 9046,Olympia,WA,102,102000569931
2019,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,,PO Box 60178,Palo Alto,CA,16,16000548538
2021,Closed,206,Right To Cancel,443000-Electronics/appliance stores,,PO Box 9312,Minneapolis,MN,30,30000588513
2021,Closed,7,Warranty,"335000-Electronic Equip., Appliance & Component Mfg'ring ",,553 Benson Rd 2000 N M-63,Benton Harbor,MI,6,6000589193
2017,Closed,404,Collection Practices,561440-Collection Agencies,,5425 Robin Hood Rd Ste 100,Norfolk,VA,46,46000507686
2020,New,999,Other/Miscellaneous,811100-Automotive Repair & Maintenance,,,Seattle,WA,60,60000563384
2020,New,999,Other/Miscellaneous,441100-Automotive Dealers,,13733 Aurora Ave N,Seattle,WA,60,60000567651
2021,Closed,25,Refund Policies,531390-Timeshare exchange services,,6277 Sea Harbor Dr,Orlando,FL,18,18000589963
2017,New,999,Other/Miscellaneous,522320-Financial Transaction Processing,,,Bellevue,WA,60,60000520260
2020,New,999,Other/Miscellaneous,522320-Financial Transaction Processing,,12312 Port Grace Blvd,Lavista,NE,60,60000578406
2019,Closed,307,Product Safety,441100-Automotive Dealers,,7230 S Tacoma Way,Tacoma,WA,37,37000547465
2018,New,999,Other/Miscellaneous,"423450-Medical, Dental, Hospital Equipment Wholesalers ",,19387 US Hwy 19 N,Clearwater,FL,60,60000525310
2021,Closed,19,Inadequate Disclosure,722000-Restaurants and Bars,,,Port Townsend,WA,13,13000590753
2016,Closed,300,Excessive Price or Charge,488400-Motor Vehicle Towing,,820 SR 161,Eatonville,WA,32,32000489786
2014,Closed,301,Failure To Deliver/Perform,811212-Computer & office machine system repair & maintena,Computer & office machine system repair & maintena,15210 E Riverside Ln,Spokane Valley,WA,33,33000452117
2013,Closed,301,Failure To Deliver/Perform,513320-Telecommunications/Wireless,Telecommunications/Wireless,6955 S Morelos Pl,Chandler,AZ,33,33000430283
2017,Open,999,Other/Miscellaneous,522291-Consumer Lending (includes Payday Lenders),,6801 Colwell Blvd,Irving,TX,60,60000505634
2013,Closed,212,Spyware / Malware,997000-Spyware and Malware,Spyware and Malware,,,  ,113,113000440337
2021,Closed,640,Fees,514191-Internet service providers/info. services (doesn't,,1800 41st St Fl 5,Everett,WA,157,157000591490
2019,New,999,Other/Miscellaneous,"453000-Misc. Stores (incl. florists, office supplies, gif",,2337 S 37th St,Tacoma,WA,60,60000545582
2018,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,12301 Jefferson Boulevard,Culver City,CA,60,60000540711
2020,Closed,303,Questionable Quality Product/Service,"444000-Building materials (incl. plumbing stores), garden",,2455 Paces Ferry Rd B3,Atlanta,GA,35,35000565553
2013,Closed,999,Other/Miscellaneous,990000-Unclassified Establishments,Unclassified Establishments,,,  ,60,60000432450
2020,Closed,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000577731
2015,Closed,301,Failure To Deliver/Perform,452910-Warehouse Clubs & Superstores,Warehouse Clubs & Superstores,702 SW 8th St,Bentonville,AR,33,33000469019
2015,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,,,West Falls,NY,33,33000473768
2016,New,999,Other/Miscellaneous,513320,Telecommunications/Wireless,6955 S Morelos Pl,Chandler,AZ,60,60000495950
2017,New,999,Other/Miscellaneous,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,60,60000506013
2018,Closed,58,Telemarketing,531390-Timeshare exchange services,,,,WA,20,20000527827
2020,Closed,18,Service Representation,"532100-Automotive Rental & Leasing (includes cars, trucks",,PO Box 33167,Tulsa,OK,12,12000575163
2017,Closed,316,Billing Issues,513320-Telecommunications/Wireless,,6955 S Morelos Pl,Chandler,AZ,107,107000513017
2019,Closed,521,Business Failure or Bankruptcy,722000-Restaurants and Bars,,,Tukwila,WA,56,56000542757
2015,Closed,61,Phishing,993000-Phishing,Phishing,This is the ALL Major,,  ,111,111000476389
2017,Closed,17,Imposter scam,993000-Phishing,,This is the ALL major,,  ,194,194000523070
2019,Closed,319,Unauthorized Repair/Service,541800-Advertising & Related Services (includes coupon bo,,PO Box 6343,Portland,OR,41,41000554228
2020,New,999,Other/Miscellaneous,"335000-Electronic Equip., Appliance & Component Mfg'ring ",,,Ontario,CA,60,60000580534
2016,Closed,998,Governement agency complaint,483000-Water Transportation,Water Transportation,310 Maple Park Ave SE,Olympia,WA,179,179000489100
2021,Closed,403,Collection Activity (Fraudulent or mistaken ID),541620-Legal Services- All other legal services,,,,WA,177,177000586573
2015,Closed,22,Failure To Adjust/Refund,442110-Furniture stores,Furniture stores,8996 Miramar Rd Ste 300,San Diego,CA,16,16000461760
2018,Closed,301,Failure To Deliver/Perform,522130-Credit Unions,,Attn: Carrie Davis,Seattle,WA,33,33000528268
2018,New,999,Other/Miscellaneous,518210-Web Hosting,,339 Meadow Ave N,Renton,WA,60,60000524698
2017,Closed,316,Billing Issues,513320-Telecommunications/Wireless,,308 S Akard St Rm 1110,Dallas,TX,107,107000510528
2018,Closed,303,Questionable Quality Product/Service,454100-Electronic Shopping & Mail Order Houses,,,,  ,35,35000529679
2017,Closed,203,Internet & Mobile device based transaction,511210-Software Publishers,,550 106th Ave NE Ste 207,Bellevue,WA,27,27000522100
2014,Closed,25,Refund Policies,611000-Educational Services,Educational Services,100 N 18th St Ste 820,Philadelphia,PA,18,18000457385
2013,Closed,316,Billing Issues,621910-Ambulance Services,Ambulance Services,PO Box 24366,Seattle,WA,107,107000432269
2020,Closed,15,Privacy Abuse,511140-Database & Directory Publishers,,907 Westwood Blvd #359,Los Angeles,CA,67,67000566209
2020,Closed,516,Failure To Provide Title/Registration,441100-Automotive Dealers,,7607 Custer Rd W,Lakewood,WA,54,54000580216
2021,Closed,996,COVID-19,621300-Offices of Other Health Professionals,,11000 Optum Cir,Eden Prairie,MN,216,216000587124
2020,Closed,25,Refund Policies,713940-Fitness & Recreational Industries,,234 Congress St Fl 5,Boston,MA,18,18000578529
2019,Closed,100,Misrepresentation of Terms,511000-Publishing Industries,,,Longview,WA,22,22000557604
2020,New,999,Other/Miscellaneous,531311-Residential property managers (includes landlords),,2212 Queen Anne Ave N #724,Seattle,WA,60,60000573882
2016,Closed,203,Internet & Mobile device based transaction,"453000-Misc. Stores (incl. florists, office supplies, gif","Misc. Stores (incl. florists, office supplies, gif",,Oklahoma City,OK,27,27000479758
2020,New,999,Other/Miscellaneous,920000-Public Administration,,600 Andover Pk W,Tukwila,WA,60,60000572519
2020,Closed,404,Collection Practices,561440-Collection Agencies,,PO Box 272,Renton,WA,46,46000581591
2016,Closed,300,Excessive Price or Charge,522291-Consumer Lending (includes Payday Lenders),Consumer Lending (includes Payday Lenders),PO Box 1183,Lac Du Flambeau,WI,32,32000487534
2018,Closed,104,Non-Fulfillment,611000-Educational Services,,,San Diego,CA,23,23000528339
2016,New,999,Other/Miscellaneous,561440-Collection Agencies,,,Everett,WA,60,60000485501
2014,Closed,320,Unsatisfactory Repair/Service,513310-Wired Telecommunications Carriers,Wired Telecommunications Carriers,100 CenturyTel Dr,Monroe,LA,42,42000456299
2015,Closed,422,Credit/Financing,441000-Motor Vehicle & Parts Dealers,Motor Vehicle & Parts Dealers,22130 Hwy 99,Edmonds,WA,49,49000472318
2018,Closed,307,Product Safety,"335000-Electronic Equip., Appliance & Component Mfg'ring ",,,Pasco,WA,37,37000525529
2020,Closed,203,Internet & Mobile device based transaction,511210-Software Publishers,,1567 Highlands Dr NE Ste 1,Issaquah,WA,27,27000567212
2014,Closed,404,Collection Practices,514191-Internet service providers/info. services (doesn't,Internet service providers/info. services (doesn't,PO Box 169014,Irving,TX,46,46000448208
2014,Closed,404,Collection Practices,561440-Collection Agencies,Collection Agencies,PO Box 15209,Tumwater,WA,46,46000457238
2014,Closed,58,Telemarketing,561422-Telemarketing,Telemarketing,29777 Telegraph Rd Ste 3000,Southfield,MI,20,20000449703
2018,Closed,623,Rental agreements,531190-MHU Use Only - MH landlord,,,Bellingham,WA,138,138000541676
2013,Closed,100,Misrepresentation of Terms,561620-Security Systems (including locksmiths),,,Norcross,GA,22,22000436154
2020,New,999,Other/Miscellaneous,561730-Landscaping Services,,,Spokane,WA,60,60000584117
2017,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,60,60000499014
2017,Closed,61,Phishing,993000-Phishing,Phishing,,,  ,111,111000497924
2017,Closed,203,Internet & Mobile device based transaction,611000-Educational Services,,288 Grove St Ste 199,Braintree,MA,27,27000522054
2014,Closed,301,Failure To Deliver/Perform,513320-Telecommunications/Wireless,Telecommunications/Wireless,7204 SW Durham Rd Ste 300,Portland,OR,33,33000452920
2020,Closed,997,Employment Issue,531200-Real Estate Agents & Agencies,,,Tacoma,WA,183,183000566280
2021,Open,999,Other/Miscellaneous,"233000-General Contracting, building, & developing",,,Newport,WA,60,60000586532
2014,Closed,203,Internet & Mobile device based transaction,812199-Dating Clubs and Social Networking,Dating Clubs and Social Networking,1501 4th Ave Ste 400,Seattle,WA,27,27000445662
2013,Closed,316,Billing Issues,990000-Unclassified Establishments,Unclassified Establishments,8144 Walnut Hill Ln Ste 600,Dallas,TX,107,107000428498
2014,Closed,301,Failure To Deliver/Perform,811100-Automotive Repair & Maintenance,,,Spokane,WA,33,33000446991
2019,New,999,Other/Miscellaneous,522320-Financial Transaction Processing,,1455 Market St Ste 600,San Francisco,CA,60,60000545520
2015,Closed,323,Invoice - misleading or fraudulent,511140-Database & Directory Publishers,Database & Directory Publishers,Bumplizstrasse 150 ,"Bern, Switzerland",  ,182,182000460524
2017,Closed,300,Excessive Price or Charge,"235000-Special trade Contractors (includes plumbers, elec",,,Veradale,WA,32,32000512012
2017,Closed,521,Business Failure or Bankruptcy,621200-Offices of Dentists,,8299 161st Ave NE Ste 201,Redmond,WA,56,56000505424
