PlaceRef,PropDesc,RateableVal,AccountName,LiabStart,PropAddress1,PropAddress2,PropAddress3,PropAddress4,PropAddress5,PropPostCode,Address1,Address2,Address3,Address4,Address5,PostCode,MandRlfCd,DiscRlfCd,AddRlfCd,MandRlf,DiscRlf,AdditionalRlf,SBRRlf,TRDisc/SSBCd,TRDisc/SSBAmt
8358002469,CAR PARKING SPACE,500,HART FORD SOLICITORS LTD,02/01/2019,CAR SPACE 21,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,SUITE C 6TH FLOOR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AF,,,,0.0,0.0,0.0,0.0,,0.0
8358002479,CAR PARKING SPACE,500,HART FORD SOLICITORS LTD,02/01/2019,CAR SPACE 22,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,SUITE C 6TH FLOOR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AF,,,,0.0,0.0,0.0,0.0,,0.0
8358002879,OFFICE AND PREMISES,4850,HART FORD SOLICITORS LTD,02/01/2019,SUITE C PT 6TH FLOOR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,SUITE C 6TH FLOOR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AF,,,,0.0,0.0,0.0,2420.15,,0.0
8358002149,CAR PARKING SPACE,500,PLATO TRAINING UK LTD,01/03/2013,CAR SPACE 34,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,SUITE E 6TH FLOOR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AF,,,,0.0,0.0,0.0,0.0,,0.0
8358002849,CAR PARKING SPACE,500,PLATO TRAINING UK LTD,01/12/2014,CAR SPACE 40,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,SUITE E 6TH FLOOR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AF,,,,0.0,0.0,0.0,0.0,,0.0
8358002929,OFFICE AND PREMISES,1700,CHARLOTTE BAILEY THERAPIES LTD,02/01/2020,SUITE H PT 6TH FLOOR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,SUITE H PT 6TH FLOOR,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,,,,0.0,0.0,0.0,848.3,,0.0
7262109159,OFFICES AND PREMISES,7800,THAT LEAF COMPANY LTD,13/10/2014,SUITE 2,CARRWOOD HOUSE,109 SHAW HEATH,STOCKPORT,,SK2 6QR,SUITE 2,CARRWOD HOSUE,109 SHAW HEATH,STOCKPORT,,SK2 6QR,,,,0.0,0.0,0.0,3892.2,,0.0
7262109259,CAR PARKING SPACE,350,THAT LEAF COMPANY LTD,01/04/2015,CAR SPACE (1),109 SHAW HEATH,STOCKPORT,,,SK2 6QR,SUITE 2,CARRWOD HOSUE,109 SHAW HEATH,STOCKPORT,,SK2 6QR,,,,0.0,0.0,0.0,0.0,,0.0
7262109199,OFFICES AND PREMISES,6100,INNER SPACE CONCESSION MANAGEMENT LTD,12/05/2017,SUITE 6,CARRWOOD HOUSE,109 SHAW HEATH,STOCKPORT,,SK2 6QR,SUITE 6,CARRWOOD HOUSE,109 SHAW HEATH,STOCKPORT,,SK2 6QR,,,,0.0,0.0,0.0,3043.9,,0.0
7262109289,CAR PARKING SPACES,1400,INNER SPACE CONCESSION MANAGEMENT LTD,12/05/2017,CAR SPACES (4) INNER SPACE,109 SHAW HEATH,STOCKPORT,,,SK2 6QR,SUITE 6,CARRWOOD HOUSE,109 SHAW HEATH,STOCKPORT,,SK2 6QR,,,,0.0,0.0,0.0,0.0,,0.0
8359399759,OFFICE,1800,APJ DIGITAL LIMITED,19/02/2020,SUITE 5 PT 3RD FLR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,SUITE 5 PT 3RD FLR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,,,,0.0,0.0,0.0,898.2,,0.0
8359998189,CAR PARKING SPACE,350,APJ DIGITAL LIMITED,19/02/2020,CAR SPACE 14 NEW MANSION HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,,SK1 3UA,SUITE 5 PT 3RD FLR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,,,,0.0,0.0,0.0,0.0,,0.0
8359399809,OFFICES AND PREMISES,8300,WARR & CO IFA LTD,13/01/2020,SUITE 9 PT 3RD FLOOR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,SUITE 9 PT 3RD FLOOR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,,,,0.0,0.0,0.0,4141.7,,0.0
8359999819,CAR PARKING SPACE,350,WARR & CO IFA LTD,13/01/2020,CAR SPACE 6 NEW MANSION HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,,SK1 3UA,SUITE 9 PT 3RD FLOOR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,,,,0.0,0.0,0.0,0.0,,0.0
8359999829,CAR PARKING SPACE,500,WARR & CO IFA LTD,13/01/2020,CAR SPACE 7 NEW MANSION HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,,SK1 3UA,SUITE 9 PT 3RD FLOOR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,,,,0.0,0.0,0.0,0.0,,0.0
8359999959,CAR PARKING SPACE,350,TLD WEALTH MANAGEMENT LTD,21/08/2017,CAR SPACE 33,NEW MANSION HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,SUITE A 1ST FLOOR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,,,,0.0,0.0,0.0,0.0,,0.0
8359998179,CAR PARKING SPACE,350,TLD WEALTH MANAGEMENT LTD,31/07/2015,CAR SPACE 34 NEW MANSION HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,,SK1 3UA,SUITE A 1ST FLOOR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,,,,0.0,0.0,0.0,0.0,,0.0
8359998229,CAR PARKING SPACE,350,TLD WEALTH MANAGEMENT LTD,01/02/2016,CAR SPACE 35 NEW MANSION HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,,SK1 3UA,SUITE A 1ST FLOOR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,,,,0.0,0.0,0.0,0.0,,0.0
8359998239,CAR PARKING SPACE,350,TLD WEALTH MANAGEMENT LTD,01/02/2016,CAR SPACE 36 NEW MANSION HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,,SK1 3UA,SUITE A 1ST FLOOR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,,,,0.0,0.0,0.0,0.0,,0.0
8359399629,OFFICES AND PREMISES,4000,CRITERION SYSTEMS LIMITED,15/02/2017,SUITE G2 2ND FLOOR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,SUITE G2 2ND FLOOR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,,,,0.0,0.0,0.0,1996.0,,0.0
8359999759,CAR PARKING SPACE,350,CRITERION SYSTEMS LIMITED,15/02/2017,NEW MANSION HOUSE,CAR SPACE 28,WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,SUITE G2 2ND FLOOR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,,,,0.0,0.0,0.0,0.0,,0.0
8359399579,CAR PARKING SPACE,350,CRITERION SYSTEMS LIMITED,15/02/2017,CAR SPACE 26,NEW MANSION HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,SUITE G2 2ND FLOOR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,,,,0.0,0.0,0.0,0.0,,0.0
8359999769,CAR PARKING SPACE,350,CRITERION SYSTEMS LIMITED,15/02/2017,CAR SPACE 29,NEW MANSION HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,SUITE G2 2ND FLOOR,NEW MANSION HOUSE,173-191 WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UA,,,,0.0,0.0,0.0,0.0,,0.0
3990179029,WORKSHOP AND PREMISES,18000,HENDERSON TEXTILES CO LIMITED,27/02/2015,UNIT 1,PRIEST STREET WORKS,PRIEST STREET,HIGHER HILLGATE,STOCKPORT,SK1 3JF,LEFT OFFICE 2ND FLR,SCOTPLAS HOUSE,179 HIGHER HILLGATE,STOCKPORT,,SK1 3JG,,,,0.0,0.0,0.0,0.0,,0.0
3990179189,OFFICES AND PREMISES,3000,G & R HENDERSON & CO (TEXTILES) LTD,21/06/2016,LEFT OFFICE 2ND FLR,SCOTPLAS HOUSE,179 HIGHER HILLGATE,STOCKPORT,,SK1 3JG,LEFT OFFICE 2ND FLR,SCOTPLAS HOUSE,179 HIGHER HILLGATE,STOCKPORT,,SK1 3JG,,,,0.0,0.0,0.0,0.0,,0.0
3990179129,OFFICE,1725,HENDERSON TEXTILES CO LIMITED,21/06/2016,PT GND FLOOR,SIRONA HOUSE,179 HIGHER HILLGATE,STOCKPORT,,SK1 3JG,LEFT OFFICE 2ND FLR,SCOTPLAS HOUSE,179 HIGHER HILLGATE,STOCKPORT,,SK1 3JG,,,,0.0,0.0,0.0,0.0,,0.0
1663001069,WORKSHOP AND PREMISES,21500,HENDERSON TEXTILES CO LIMITED,01/05/2017,UNIT 1,24 CHARLES STREET,HIGHER HILLGATE,STOCKPORT,,SK1 3JR,LEFT OFFICE 2ND FLR,SCOTPLAS HOUSE,179 HIGHER HILLGATE,STOCKPORT,,SK1 3JG,,,,0.0,0.0,0.0,0.0,,0.0
8359291439,OFFICES AND PREMISES,3950,DIAGNOSTIC HEALTHCARE LTD,01/04/2019,OFFICES 8 & 8A,BROOKFIELD HOUSE BUSINESS CENTRE,193-195 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,OFFICES 8-9A,BROOKFIELD HOUSE BUS CENTRE,193-195 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,,,,0.0,0.0,0.0,0.0,,0.0
8359291199,OFFICE AND PREMISES,1125,COLLING SHARATA &CO LTD,07/12/2015,OFFICE 27,BROOKFIELD HOUSE BUSINESS CENTRE,193-195 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,OFFICE 27,BROOKFIELD HOUSE BUSINESS CENTRE,193-195 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,,,,0.0,0.0,0.0,561.38,,0.0
8359291049,OFFICE AND PREMISES,1400,CHRIS CROWSON BUSINESS ADVISORS LTD,29/06/2012,OFFICE 9,BROOKFIELD HOUSE BUSINESS CENTRE,193-195 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,OFFICE 9,BROOKFIELD HOUSE BUSINESS CENTRE,193-195 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,,,,0.0,0.0,0.0,698.6,,0.0
6802100109,OFFICES AND PREMISES,181000,SCOTO LIMITED,01/10/2017,3RD FLR ONE,STOCKPORT EXCHANGE,RAILWAY ROAD,STOCKPORT,,SK1 3SW,C/O STAGECOACH SERVICES LIMITED,ONE STOCKPORT EXCHANGE,20 RAILWAY ROAD,STOCKPORT,,SK1 3SW,,,,0.0,0.0,0.0,0.0,,0.0
6802100119,OFFICES AND PREMISES,181000,SCOTO LIMITED,01/10/2017,4TH FLR ONE,STOCKPORT EXCHANGE,RAILWAY ROAD,STOCKPORT,,SK1 3SW,C/O STAGECOACH SERVICES LIMITED,ONE STOCKPORT EXCHANGE,20 RAILWAY ROAD,STOCKPORT,,SK1 3SW,,,,0.0,0.0,0.0,0.0,,0.0
6802100099,OFFICES AND PREMISES,181000,SCOTO LIMITED,01/10/2017,2ND FLR ONE STOCKPORT EXCHANGE,RAILWAY ROAD,STOCKPORT,,,SK1 3SW,C/O STAGECOACH SERVICES LIMITED,ONE STOCKPORT EXCHANGE,20 RAILWAY ROAD,STOCKPORT,,SK1 3SW,,,,0.0,0.0,0.0,0.0,,0.0
5494021089,OFFICES AND PREMISES,2700,LITTLE WONDER TELEVISION LTD,30/05/2015,OFFICE 7,1ST FLOOR,21 MARKET PLACE,STOCKPORT,,SK1 1EU,OFFICE 7,1ST FLOOR,21 MARKET PLACE,STOCKPORT,,SK1 1EU,,,,0.0,0.0,0.0,1347.3,,0.0
7928005039,CAR PARK,3000,HURST ACCOUNTANTS LIMITED,01/09/2008,CAR PARK,ADJ TO 11,TIVIOT DALE,LANCASHIRE HILL,STOCKPORT,SK1 1TA,FINANCE DEPARTMENT,LANCASHIRE GATE,21 TIVIOT DALE,STOCKPORT,,SK1 1TD,,,,0.0,0.0,0.0,0.0,,0.0
7928005029,OFFICES AND PREMISES,74500,HURST ACCOUNTANTS LIMITED,20/05/1996,LANCASHIRE GATE,21 TIVIOT DALE,LANCASHIRE HILL,STOCKPORT,,SK1 1TD,FINANCE DEPARTMENT,LANCASHIRE GATE,21 TIVIOT DALE,STOCKPORT,,SK1 1TD,,,,0.0,0.0,0.0,0.0,,0.0
3918021009,OFFICES AND PREMISES,4250,HEWER WHITE TRUST LTD,30/11/2008,TRUST OFFICE,MOORPARK,21-23 HEATH ROAD,CALE GREEN,STOCKPORT,SK2 6JJ,TRUST OFFICE,MOOR PARK,21-23 HEATH ROAD,STOCKPORT,,SK2 6JJ,MAN,,,1740.8,0.0,0.0,0.0,,0.0
8334002789,WAREHOUSE AND PREMISES,2125,HEWER WHITE TRUST LTD,06/06/2016,UNIT 27B,MEADOW INDUSTRIAL ESTATE,WATER STREET,LANCASHIRE HILL,STOCKPORT,SK1 2BY,TRUST OFFICE,MOOR PARK,21-23 HEATH ROAD,STOCKPORT,,SK2 6JJ,MAN,,,870.4,0.0,0.0,0.0,,0.0
8334002459,STORE,2275,HEWER WHITE TRUST LTD,01/04/2007,UNIT 17 (3),MEADOW MILL INDUSTRIAL ESTATE,WATER STREET,LANCASHIRE HILL,STOCKPORT,SK1 2BY,TRUST OFFICE,MOOR PARK,21-23 HEATH ROAD,STOCKPORT,,SK2 6JJ,MAN,,,931.84,0.0,0.0,0.0,,0.0
6256166009,WAREHOUSE AND PREMISES,6900,F T REFRIGERATION LIMITED - IN LIQUIDATION,05/08/1999,166 OLD ROAD,HEATON NORRIS,STOCKPORT,,,SK4 1TD,C/O SIMMONDS & COMPANY,CROWN HOUSE,217 HIGHER HILLGATE,STOCKPORT,CHESHIRE,SK1 3RB,,,,0.0,0.0,0.0,3443.1,,0.0
8359311149,CAR PARKING SPACES,1350,INSPIRED RECRUITMENT LTD,01/01/2013,CAR SPACES 137-139,VITALITY HOUSE AT,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,SUITE 4A,ST CHRISTOPHER HOUSE,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,,,,0.0,0.0,0.0,0.0,,0.0
8359310849,CAR PARKING SPACES,1350,INSPIRED RECRUITMENT LTD,01/01/2013,CAR SPACES 75-76A,VITALITY HOUSE AT,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,SUITE 4A,ST CHRISTOPHER HOUSE,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,,,,0.0,0.0,0.0,0.0,,0.0
8359309769,OFFICES AND PREMISES,13750,INSPIRED RECRUITMENT LTD,01/01/2013,4TH FLOOR,ST CHRISTOPHER HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,SUITE 4A,ST CHRISTOPHER HOUSE,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,,,,0.0,0.0,0.0,2858.19,,0.0
8359311929,CAR PARKING SPACE,450,PRACTICAL PUBLISHING INTERNATIONAL LTD,20/09/2016,CAR SPACE 101,VITALITY HOUSE AT,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,CAR SPACE 101,VITALITY HOUSE AT,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,,,,0.0,0.0,0.0,0.0,,0.0
8359310629,CAR PARKING SPACE,450,PRACTICAL PUBLISHING INTERNATIONAL LTD,09/03/2017,CAR SPACE 4,VITALITY HOUSE AT,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,CAR SPACE 4,VITALITY HOUSE AT,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,,,,0.0,0.0,0.0,0.0,,0.0
8359310929,CAR PARKING SPACES,4050,PRACTICAL PUBLISHING INTERNATIONAL LTD,08/03/2012,CAR SPACES 102-110,VITALITY HOUSE AT,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,CAR SPACES 102-110,VITALITY HOUSE AT,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,,,,0.0,0.0,0.0,0.0,,0.0
8359311219,CAR PARKING SPACES,2250,PRACTICAL PUBLISHING INTERNATIONAL LTD,17/07/2011,CAR SPACES 148-152,VITALITY HOUSE AT,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,CAR SPACES 148-152,VITALITY HOUSE AT,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,,,,0.0,0.0,0.0,0.0,,0.0
8359311199,CAR PARKING SPACES,2250,PRACTICAL PUBLISHING INTERNATIONAL LTD,08/03/2012,CAR SPACES 176-180,VITALITY HOUSE AT,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,CAR SPACES 176-180,VITALITY HOUSE AT,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,,,,0.0,0.0,0.0,0.0,,0.0
8359309019,OFFICES AND PREMISES,41250,PRACTICAL PUBLISHING INTERNATIONAL LTD,08/03/2012,G2,VITALITY HOUSE AT,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,G2,VITALITY HOUSE AT,217 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,,,,0.0,0.0,0.0,0.0,,0.0
1888014019,WORKSHOP AND PREMISES,35250,INTECH FURNITURE UK LTD,13/10/2008,UNIT 4,CROMWELL ROAD,BREDBURY,STOCKPORT,,SK6 2RF,C/O BOOTH & ASSOCIATES,MANSION HOUSE CHAMBERS,22 HIGH STREET,STOCKPORT,,SK1 1EG,,,,0.0,0.0,0.0,0.0,,0.0
3983022009,OFFICE,1700,PROSTATE CANCER SUPPORT T/A PCS,09/01/2003,UNIT 1,MANSION HOUSE CHAMBERS,22 HIGH STREET,STOCKPORT,,SK1 1EG,UNIT 1,MANSION HOUSE CHAMBERS,22 HIGH STREET,STOCKPORT,,SK1 1EG,MAN,,,696.32,0.0,0.0,0.0,,0.0
3990023049,OFFICES AND PREMISES,2800,RICHER FABRICS LTD,01/10/2018,ROOM 1 GROUND FLOOR,RAYNOR HOUSE,23 HIGHER HILLGATE,STOCKPORT,,SK1 3ER,ROOM 1 GROUND FLOOR,RAYNOR HOUSE,23 HIGHER HILLGATE,STOCKPORT,,SK1 3ER,,,,0.0,0.0,0.0,1397.2,,0.0
3990023329,OFFICE,1850,JE SOLUTIONS CONSULTANCY LTD,01/11/2019,ROOM 8 2ND FLOOR,RAYNOR HOUSE,23 HIGHER HILLGATE,STOCKPORT,,SK1 3ER,ROOM 8 2ND FLOOR,RAYNOR HOUSE,23 HIGHER HILLGATE,STOCKPORT,,SK1 3ER,,,,0.0,0.0,0.0,923.15,,0.0
3990023389,OFFICES AND PREMISES,4250,THE PUBLICITY GROUP DIGITAL LTD,01/02/2020,ROOMS 6 & 7 FIRST FLOOR,RAYNOR HOUSE,23 HIGHER HILLGATE,STOCKPORT,,SK1 3ER,ROOMS 6 & 7 FIRST FLOOR,RAYNOR HOUSE,23 HIGHER HILLGATE,STOCKPORT,,SK1 3ER,,,,0.0,0.0,0.0,2120.75,,0.0
3990023119,OFFICES AND PREMISES,2500,INTAZONE LTD,01/06/2007,ROOM 3 GROUND FLOOR,RAYNOR HOUSE,23 HIGHER HILLGATE,STOCKPORT,,SK1 3ER,ROOM 3,RAYNER HOUSE,23/25 HIGHER HILLGATE,STOCKPORT,,SK1 3ER,,,,0.0,0.0,0.0,1247.5,,0.0
5494025029,OFFICES AND PREMISES,2000,FORESIGHT MOBILE LTD,04/02/2019,OFFICE 202,MERCHANTS HOUSE,25 MARKET PLACE,STOCKPORT,,SK1 1EU,OFFICE 202,MERCHANTS HOUSE,25 MARKET PLACE,STOCKPORT,,SK1 1EU,,,,0.0,0.0,0.0,998.0,,0.0
5494025039,OFFICE AND PREMISES,1875,AKUDA LTD,20/09/2019,OFFICE 203,MERCHANTS HOUSE,25 MARKET PLACE,STOCKPORT,,SK1 1EU,OFFICE 203,MERCHANTS HOUSE,25 MARKET PLACE,STOCKPORT,,SK1 1EU,,,,0.0,0.0,0.0,935.63,,0.0
5494025179,OFFICES AND PREMISES,1725,DEALING DIRECT SOLOUTIONS LTD,01/10/2019,OFFICE 209,MERCHANTS HOUSE,25 MARKET PLACE,STOCKPORT,,SK1 1EU,OFFICE 209,MERCHANTS HOUSE,25 MARKET PLACE,STOCKPORT,,SK1 1EU,,,,0.0,0.0,0.0,860.78,,0.0
8359251109,OFFICES AND PREMISES,4400,COMMS-BYTE LTD,01/05/2013,BST & SUITES 4 & 5,DAVENPORT HOUSE,251 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,BST & SUITES 4 & 5,DAVENPORT HOUSE,251 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,,,,0.0,0.0,0.0,2195.6,,0.0
8359251129,OFFICES AND PREMISES,1850,C & D SECURITY SYSTEMS LIMITED,24/02/2020,SUITE 2,DAVENPORT HOUSE,251 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,SUITE 2,DAVENPORT HOUSE,251 WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6NG,,,,0.0,0.0,0.0,923.15,,0.0
5105299009,HOSTEL AND PREMISES,18000,MANCHESTER CATHEDRAL,01/04/1992,COUNTRY HOME,299 LONGHURST LANE,MARPLE BRIDGE,STOCKPORT,,SK6 5PP,THE TREASURER,COUNTRY HOME,299 LONGHURST LANE,STOCKPORT,,SK6 5PP,MAN,,RETDSC,7372.8,0.0,1843.2,0.0,,0.0
1568033009,STORE AND PREMISES,3100,RENTON SCRAP METAL PROCESSORS LTD,01/04/2020,UNIT 2,GRENVILLE WORKS,33 CANAL STREET,STOCKPORT,,SK1 3BZ,UNIT 2,GRENVILLE WORKS,33 CANAL STREET,STOCKPORT,,SK1 3BZ,,,,0.0,0.0,0.0,0.0,,0.0
8358334139,STORE,580,BRIDGEHOUSE FINANCIAL SERVICES LTD,01/07/2019,2ND FLR STORE,ASHBOURNE HOUSE,334 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 5DA,2ND FLR STORE,ASHBOURNE HOUSE,334 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 5DA,,,,0.0,0.0,0.0,279.21,,0.0
8358334039,OFFICE,4200,CHESHIRE PROPERTY ADVISORS LTD,01/08/2017,SUITE 105,ASHBOURNE HOUSE,334 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 5DA,SUITE 105,ASHBOURNE HOUSE,334 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 5DA,,,,0.0,0.0,0.0,2095.8,,0.0
8358334079,OFFICES AND PREMISES,3350,GIAN HEALTHCARE LTD,01/06/2016,SUITE 202,ASHBOURNE HOUSE,334 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 5DA,SUITE 202,ASHBOURNE HOUSE,334 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 5DA,,,,0.0,0.0,0.0,1671.65,,0.0
8358334089,OFFICE,4050,LOW CARBON HEAT LIMITED,01/11/2019,SUITE 203,ASHBOURNE HOUSE,334 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 5DA,SUITE 203,ASHBOURNE HOUSE,334 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 5DA,,,,0.0,0.0,0.0,2020.95,,0.0
8358334119,OFFICE,1900,RECRUITMENT RESOLUTIONS (CP) LTD,01/07/2019,SUITE 303,ASHBOURNE HOUSE,334 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 5DA,SUITE 303,ASHBOURNE HOUSE,334 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 5DA,,,,0.0,0.0,0.0,905.57,,0.0
8358334109,OFFICE,2475,PROTECTION UK LTD,01/06/2019,SUITE 302,ASHBOURNE HOUSE,334 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 5DA,SUITE 304,ASHBOURNE HOUSE,334 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 5DA,,,,0.0,0.0,0.0,1169.69,,0.0
8358334129,OFFICE,1600,CHESHIRE BOUND STONE RESIN LTD,01/06/2019,SUITE 304,ASHBOURNE HOUSE,334 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 5DA,SUITE 304,ASHBOURNE HOUSE,334 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 5DA,,,,0.0,0.0,0.0,754.63,,0.0
3942529039,WAREHOUSE AND PREMISES,3350,A AND KL SERVICES LTD,15/10/2019,UNIT 8,HEMPSHAW BUSINESS PARK,351 HEMPSHAW LANE,STOCKPORT,,SK1 4NB,UNIT 8,HEMPSHAW BUSINESS PARK,351 HEMPSHAW LANE,STOCKPORT,,SK1 4NB,,,,0.0,0.0,0.0,1671.65,,0.0
3942529179,GARAGE AND PREMISES,11000,RICHARDS AUTOMOTIVE LIMITED,28/01/2019,WHITEHOUSE GARAGE,HEMPSHAW BUSINESS PARK,351 HEMPSHAW LANE,STOCKPORT,,SK1 4NB,WHITEHOUSE GARAGE,HEMPSHAW BUSINESS PARK,351 HEMPSHAW LANE,STOCKPORT,,SK1 4NB,,,,0.0,0.0,0.0,5489.0,,0.0
7479830049,WAREHOUSE AND PREMISES,13500,SHEPHERDS OF CHESHIRE LTD,01/04/2018,UNITS 13/14,CROSLAND IND EST,STOCKPORT ROAD,BREDBURY,STOCKPORT,SK6 2BR,BOOTH AINSWORTH LLP,ALPHA HOUSE,4 GREEK STREET,STOCKPORT,,SK3 8AB,,,,0.0,0.0,0.0,0.0,,0.0
7192061439,BEAUTY SALON AND PREMISES,6300,AMANDA PIERCE AESTHETICS LTD,26/02/2018,SUITES 21-24,3RD FLR PRUDENTIAL BUILDINGS,61 ST PETERSGATE,STOCKPORT,,SK1 1DH,SUITES 21-24,3RD FLR PRUDENTIAL BUILDINGS,61 ST PETERSGATE,STOCKPORT,,SK1 1DH,,,,0.0,0.0,0.0,3143.7,,0.0
7192061459,OFFICES AND PREMISES,3100,EASY SWITCH UTILITIES LTD,01/07/2019,SUITE 18-19,PRUDENTIAL BUILDINGS,61 ST PETERSGATE,STOCKPORT,,SK1 1DH,SUITE 18-19,PRUDENTIAL BUILDINGS,61 ST PETERSGATE,STOCKPORT,,SK1 1DH,,,,0.0,0.0,0.0,1546.9,,0.0
