Production Year,Operator,County,Town,Producing Formation,Active Gas Wells,Inactive Gas Wells,Purchaser Codes
1976,"Brown, Maude S.",Allegany,WIRT,RICHBURG,0,0,OB
1983,"F. L. Stead & Associates,  Inc.",Erie,EVANS,MEDINA,1,0,
1984,National Fuel Gas Supply Corp.,Cattaraugus,PERRYSBURG,MEDINA,1,0,
1996,"Geo Ventures, Inc.",Erie,BOSTON,MEDINA,1,0,GK
1975,"Ebenezer Oil Co., Inc.",Allegany,BOLIVAR,RICHBURG,0,0,OB
1995,"Eclipse Management Assoc., Inc",Chautauqua,CHAUTAUQUA,MEDINA,1,0,GK
1989,Texas Meridian Operating Co.,Chautauqua,KIANTONE,MEDINA,9,0,"GK,GX"
1984,"Lampman, Mary & Jean",Allegany,BOLIVAR,,0,0,OB
1988,"Wilkinson, Robert",Allegany,BOLIVAR,RICHBURG,0,0,OB
1981,Columbia Gas Transmission Corp.,Schuyler,READING,ORISKANY,1,0,
1993,"Osborne, Merton B.",Chautauqua,HARMONY,MEDINA,1,0,
1992,21 Pavement of WNY LLC,Erie,LANCASTER,MEDINA,1,0,GK
1998,"Janusz, Joseph",Cayuga,THROOP,QUEENSTON,1,0,
1984,Walter C. Guthrie & Sons,Wyoming,COVINGTON,MEDINA,0,2,
1981,"Tony's, Inc.",Chautauqua,PORTLAND,MEDINA,1,0,
1992,"Sturdevant, Walter B.",Allegany,BOLIVAR,RICHBURG,0,0,OC
1992,"Envirogas, Inc.",Erie,BRANT,MEDINA,1,2,GK
1985,National Fuel Gas Supply Corp.,Erie,HAMBURG,MEDINA,2,0,GK
1995,Altimus & Associates,Chautauqua,ARKWRIGHT,MEDINA,2,0,GX
1968,Bradley Producing Corp.,Steuben,,RICHBURG,0,0,OB
1980,"McGinnis, Tom",Allegany,WILLING,RICHBURG,0,0,OB
1996,"Dunkirk, City School District",Chautauqua,DUNKIRK,MEDINA,1,0,
1996,Fault Line Oil Corporation,Erie,SARDINIA,MEDINA,1,1,GX
1997,"Clearwater Systems, Inc.",Chautauqua,PORTLAND,MEDINA,0,1,
1983,"Kayak Gas & Oil Co.,  Inc.",Erie,,MEDINA,9,1,
1970,Iroquois Gas Corp.,Allegany,INDEPENDENCE,ORISKANY,2,4,GX
1994,"Sinclairville Petroleum, Inc.",Cattaraugus,DAYTON,MEDINA,5,0,GK
1990,"Chautauqua Energy, Inc.",Chautauqua,SHERMAN,MEDINA,20,0,GH
1989,"Alden Aurora Gas Co.,  Inc.",Erie,CLARENCE,MEDINA,1,0,GK
1990,Union Springs School District,Cayuga,SPRINGPORT,QUEENSTON,2,0,
1997,Village of Depew,Erie,LANCASTER,MEDINA,3,0,
1967,Great Lakes Gas Corp.,Wyoming,SHELDON,MEDINA,1,0,GX
1994,KCS Lenape Resources Corp.,Chautauqua,KIANTONE,MEDINA,1,0,GK
1998,Pennzoil Products Co.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,
1993,"Allnatt, Philip H.",Chautauqua,CHERRY CREEK,MEDINA,1,0,
1989,Berea Oil & Gas Corp.,Chautauqua,GERRY,ONONDAGA-BASS ISLAND,5,7,"GH,OB"
1973,Iroquois Gas Corp.,Erie,COLLINS,AKRON,0,2,
1987,National Fuel Gas Supply Corp.,Erie,HAMBURG,MEDINA,1,0,GK
1991,Regal Energy Limited,Erie,BOSTON,MEDINA,8,0,"GK,GX"
1987,"Templeton Energy,  Inc.",Chautauqua,ELLERY,BASS ISLAND,0,0,"GX,OB"
1999,"Evinczik, Mitchell B",Chautauqua,BUSTI,GLADE,0,0,OD
1970,"Putt, Floyd J.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1975,National Fuel Gas Supply Corp.,Ontario,WEST BLOOMFIELD,MEDINA,1,0,
1986,"Templeton Energy,  Inc.",Chautauqua,CHAUTAUQUA,MEDINA,2,0,GH
1995,"Jennings, Edward M.",Allegany,ALMA,RICHBURG,0,0,OC
1988,"Universal Resources Holdings, Incorporated",Chautauqua,HANOVER,MEDINA,2,0,GK
1991,Collins Oil Co.,Allegany,SCIO,RICHBURG,0,0,
1998,Villafrank & Wells,Chautauqua,CHAUTAUQUA,MEDINA,1,0,GK
1973,Iroquois Gas Corp.,Cattaraugus,PERRYSBURG,MEDINA,1,0,
1985,"Cooper, Brian C",Allegany,BOLIVAR,RICHBURG,0,0,OB
1997,"Ardent Resources, Inc.",Yates,BENTON,QUEENSTON,5,0,GX
1994,"Youngberg, Larry",Chautauqua,HANOVER,MEDINA,1,0,
1995,"Cummings, Donald R.",Wyoming,BENNINGTON,MEDINA,1,0,
1981,"Universal Resources Holdings, Incorporated",Chautauqua,GERRY,MEDINA,4,0,GH
1986,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,AKRON,1,3,GK
1992,"O'Shanter Resources,  Inc.",Chautauqua,CHAUTAUQUA,MEDINA,16,2,"GK,GX"
1990,"American Penn Energy,  Inc.",Chautauqua,NORTH HARMONY,MEDINA,11,7,GH
1969,Iroquois Gas Corp.,Chautauqua,POMFRET,MEDINA,8,0,GX
1994,"Clarence Research Park, Inc.",Erie,CLARENCE,MEDINA,1,0,
1986,Gypsum Energy Management Co.,Genesee,ALEXANDER,MEDINA,1,0,"GR,GX"
1981,Maynard Oil Co.,Erie,BRANT,MEDINA,0,1,GK
1983,Benson Oil Co.,Allegany,GENESEE,RICHBURG,0,3,
1992,"Oil, Gas & Land Services, Inc.",Chautauqua,WESTFIELD,MEDINA,1,0,GX
1998,Altimus & Associates,Chautauqua,HANOVER,MEDINA,4,0,GK
1997,"Young, Douglas V.",Allegany,SCIO,RICHBURG,0,0,
1995,Fea Gas Co.,Chautauqua,SHERIDAN,MEDINA,1,0,GK
1973,"Devlin,  W Festate",Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1977,National Fuel Gas Supply Corp.,Cattaraugus,PERSIA,MEDINA,16,0,
1974,"Southwell, Russell  W",Chautauqua,BUSTI,GLADE,0,0,OB
1985,Empire Energies,Erie,HAMBURG,MEDINA,0,1,
1998,Lomak Operating Company,Chautauqua,STOCKTON,MEDINA,1,0,GK
1989,Dominion Energy Corp.,Erie,HAMBURG,MEDINA,1,0,GK
1991,"Brown, Edward J. and Anne D.",Seneca,FAYETTE,QUEENSTON,1,0,
1973,"Ekas, David & Archer",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OC
1983,"Java Oil & Gas Co.,  Inc.",Erie,LANCASTER,MEDINA,1,0,
1989,"Beaver, Albert H",Cattaraugus,OLEAN,BRADFORD,8,0,GK
1995,"Matrix Energy Development, Inc.",Chautauqua,STOCKTON,MEDINA,1,0,GK
1978,A & F Oil Co.,Allegany,GENESEE,RICHBURG,0,0,OB
1992,Shawnee Operating Co.,Erie,NORTH COLLINS,MEDINA,2,0,GK
1999,Farm Energy Trust,Wyoming,GENESEE FALLS,WHIRLPOOL,0,1,
1998,"Kingsley, Edgar",Wyoming,COVINGTON,MEDINA,1,0,
1985,White & Jackson,Allegany,WILLING,FULMER VALLEY,0,0,
1970,Mountain Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,
1985,We Got Da Gas Ltd. Partnership,Chautauqua,PORTLAND,MEDINA,1,0,GK
1982,"Youngberg, Larry",Chautauqua,HANOVER,MEDINA,1,0,
1990,"Tony's, Inc.",Chautauqua,PORTLAND,MEDINA,1,0,
1994,"Blessing, Michael R.",Cattaraugus,OLEAN,BRADFORD,0,0,OA
1997,"Amos Zittel & Sons, Inc.",Erie,EDEN,MEDINA,7,0,
1981,Frank H. Stephan Oil Group,Cattaraugus,ALLEGANY,BRADFORD,0,0,GT
1986,Cabot Oil & Gas Corp.,Yates,MILO,QUEENSTON,0,1,
1975,National Exploration Co.,Chautauqua,,,0,0,
1991,Fault Line Oil Corporation,Cattaraugus,ASHFORD,MEDINA,11,1,GK
1985,"KBK Land Ventures, Inc.",Chautauqua,SHERIDAN,MEDINA,1,0,GK
1995,"Briggs, Diane M. & Stone, Betsy B.",Chautauqua,SHERIDAN,MEDINA,1,0,
1983,Ginell Oil & Gas Association.,Erie,EVANS,MEDINA,4,5,
1984,National Fuel Gas Supply Corp.,Ontario,WEST BLOOMFIELD,MEDINA,1,0,
1993,National Fuel Gas Supply Corp.,Erie,BRANT,MEDINA,4,0,GK
1990,"Desert Gas Exploration, Inc.",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,"OA,OC"
1998,"GFS Energy, Inc.",Chautauqua,DUNKIRK,MEDINA,6,0,GK
1978,"Flint Oil & Gas, Inc.",Erie,,MEDINA,3,0,GK
1991,"Green, Laura",Chautauqua,PORTLAND,MEDINA,2,0,OC
1983,"Bunnell, Herbert F.",Allegany,ANDOVER,RICHBURG,0,0,
1999,"Borkoski, Francis R.",Cayuga,SPRINGPORT,QUEENSTON,1,0,
1983,Interco Energy Development Corp,Cattaraugus,FREEDOM,,0,1,
1996,"GFS Energy, Inc.",Chautauqua,NORTH HARMONY,ONONDAGA,0,0,OA
1995,"Young, Douglas V.",Allegany,SCIO,RICHBURG,0,0,
1986,U S Energy Development Corp.,Erie,SARDINIA,MEDINA,1,0,"GK,GX"
1999,Shawnee Operating Co.,Erie,NORTH COLLINS,MEDINA,1,0,GK
1995,"Johnson, Mark & Troy",Chautauqua,BUSTI,GLADE,0,0,OC
1987,"Gomez, John",Allegany,GENESEE,RICHBURG,0,0,OB
1998,Estate of  Richard G Smith,Allegany,BOLIVAR,RICHBURG,0,0,
1994,Dannic Energy Corp.,Chautauqua,CARROLL,MEDINA,27,1,GH
1999,Belden & Blake Corporation,Chautauqua,HANOVER,MEDINA,31,1,GK
1995,Farm Energy Trust,Wyoming,GENESEE FALLS,WHIRLPOOL,0,1,
1989,"Empire Exploration, Inc.",Cattaraugus,LEON,MEDINA,0,1,
1981,"Traxler, Joyce",Genesee,LE ROY,MEDINA,0,1,
1991,"Envirogas, Inc.",Cattaraugus,ELLICOTTVILLE,MEDINA,2,2,GK
1971,Iroquois Gas Corp.,Erie,NEWSTEAD,MEDINA,1,0,GX
1968,Iroquois Gas Corp.,Erie,ALMA,MEDINA,3,0,GX
1984,"Park-Ohio Energy,  Inc.",Steuben,TUSCARORA,ORISKANY,0,2,
1998,"Chautauqua Energy, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,10,0,GK
1981,National Fuel Gas Supply Corp.,Erie,WEST SENECA,MEDINA,4,0,
1970,Pennzoil Products Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1986,Mitchell Exploration Corp.,Allegany,ALLEN,MEDINA,0,1,
1987,"Ekas, David & Archer",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OC
1992,I Squared R Element Co.,Erie,NEWSTEAD,MEDINA,1,0,GX
1991,"Potter, Clair W",Chautauqua,BUSTI,GLADE,0,0,OA
1989,Miller Brewing Co.,Cayuga,SPRINGPORT,QUEENSTON,2,0,GX
1999,"Lenape Resources, Inc.",Wyoming,BENNINGTON,MEDINA,4,0,GR
1990,"Cordova Resources, Inc.",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OB
1988,"Cady, Merle E.",Chautauqua,SHERMAN,MEDINA,1,0,
1999,"Schiralli, Louie",Allegany,BOLIVAR,RICHBURG,0,0,OD
1998,"Lenape Resources, Inc.",Chautauqua,ELLERY,MEDINA,42,1,GK
1993,Seitz Farms Inc.,Seneca,JUNIUS,QUEENSTON,1,0,
1994,"Mt. Morris Drilling,  Inc.",Livingston,GROVELAND,MEDINA,2,0,
1980,"Envirogas, Inc.",Chautauqua,ELLICOTT,MEDINA,2,2,GK
1982,"Leon, Earl W",Allegany,ALFRED,DEVONIAN SHALE,1,0,GX
1992,Pennzoil Products Co.,Cattaraugus,CARROLLTON,BRADFORD,0,0,
1992,"Eastern States Energy, Inc.",Erie,HAMBURG,MEDINA,1,0,GW
1993,"Clearwater Systems, Inc.",Chautauqua,PORTLAND,MEDINA,0,1,
1967,Iroquois Gas Corp.,Cattaraugus,PERSIA,MEDINA,17,0,GX
1999,Ronald P. Lehman d/b/a Medina Pipe & Line Company,Chautauqua,POMFRET,MEDINA,1,0,GK
1982,"Granby & Hemenway Gas Co., Inc",Ontario,NAPLES,MARCELLUS,11,0,
1991,TGX Corp.,Erie,ORCHARD PARK,MEDINA,5,0,GK
1990,National Fuel Gas Supply Corp.,Chautauqua,PORTLAND,MEDINA,1,0,GK
1986,"Templeton Energy,  Inc.",Erie,BRANT,MEDINA,1,0,GK
1984,Gugino Greenhouses,Chautauqua,POMFRET,MEDINA,1,0,
1989,"Engx, Inc.",Chautauqua,CHARLOTTE,MEDINA,1,0,GK
1969,Iroquois Gas Corp.,Erie,EVANS,CLINTON,1,0,GX
1983,K-Arcy Corp.,Allegany,ALMA,RICHBURG,0,0,
1989,"Warriner, Wayne",Steuben,GREENWOOD,PENNY,1,0,
1994,Cunningham Natural Gas Corp.,Yates,MILO,,0,2,
1999,"Heintz Gas & Oil Co., Inc.",Chautauqua,HANOVER,MEDINA,1,0,GX
1985,Goldenrod Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,
1984,"Envirogas, Inc.",Chautauqua,SHERMAN,MEDINA,1,0,GH
1983,"Resource Exploration, Inc.",Chautauqua,NORTH HARMONY,MEDINA,45,36,
1991,"Lenape Resources Corp., The",Genesee,PAVILION,MEDINA,2,0,GX
1995,United States Gypsum Co.,Genesee,BETHANY,MEDINA,28,0,GR
1996,"Ardent Resources, Inc.",Allegany,GENESEE,ONONDAGA,0,1,
1982,"Resource Exploration, Inc.",Chautauqua,NORTH HARMONY,MEDINA,44,32,GH
1996,"White, William J",Allegany,BOLIVAR,RICHBURG,0,0,
1982,"Lenape Resources Corp., The",Wyoming,PERRY,MEDINA,0,2,
1989,"Woods, Ernest Thomas",Cattaraugus,CARROLLTON,BRADFORD,0,0,OC
1996,"Carr, Daniel Paul & Gill, Mary Eileen",Cattaraugus,ALLEGANY,BRADFORD THIRD,0,0,OC
1999,Lenco Drilling Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,
1991,Texas Meridian Operating Co.,Cattaraugus,CONEWANGO,MEDINA,2,0,GX
1991,"Dunkirk Ice Cream Co.,  Inc.",Chautauqua,DUNKIRK,MEDINA,0,1,
1995,"Newman, Edgar F",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OC
1991,"Reserve Gas Company, Inc.",Erie,NEWSTEAD,MEDINA,1,2,GN
1999,Seneca Resources Corporation,Chautauqua,CLYMER,ONONDAGA,0,0,OD
1998,Schreiner Oil and Gas Inc.,Erie,AURORA,MEDINA,1,0,GX
1986,"Templeton Energy,  Inc.",Chautauqua,SHERMAN,MEDINA,3,0,GQ
1993,"Red Oak Petroleums, Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1997,CNG Transmission Corp.,Allegany,ALMA,ORISKANY,2,0,GH
1981,"Cook, Mary Scott",Allegany,ALMA,RICHBURG,0,0,OB
1998,"Weise, Russell A. Jr. & Kay P.",Chautauqua,SHERMAN,MEDINA,3,0,
1976,Moose Oil Co.,Allegany,BOLIVAR,WAUGH & PORTER,0,0,OB
1993,"Sescil, Robert J.",Erie,NEWSTEAD,MEDINA,1,0,
1985,"Sherwood, Helen",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,
1994,"Dudar, John",Allegany,ALMA,RICHBURG,0,0,
1990,"Alden Aurora Gas Co.,  Inc.",Erie,NEWSTEAD,MEDINA,1,4,GN
1998,New York Gas & Oil Drilling Co,Erie,ALDEN,MEDINA,9,2,GK
1994,"Schmitz, Michael E.",Chautauqua,SHERMAN,MEDINA,2,0,
1997,"Key Trust Co of Ohio, N.A., Trustee",Cayuga,SPRINGPORT,QUEENSTON,2,0,
1983,"Basic Energy Producers, Inc.",Chautauqua,POMFRET,MEDINA,3,0,
1998,Fault Line Oil Corporation,Cattaraugus,MACHIAS,MEDINA,0,1,
1986,"American Penn Energy,  Inc.",Chautauqua,CHAUTAUQUA,MEDINA,0,1,
1996,"Eclipse Management Assoc., Inc",Chautauqua,NORTH HARMONY,MEDINA,1,1,GK
1994,"Envirogas, Inc.",Erie,ELMA,MEDINA,6,1,GK
1980,K & M Oil Co.,Chautauqua,CHAUTAUQUA,MEDINA,0,0,GT
1973,"Wedge, Marjorie H.",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,
1979,Eclipse Gas Drilling No 2,Chautauqua,SHERIDAN,MEDINA,3,0,GK
1991,Estate of Thomas K. Faulkner,Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1991,Oil & Gas Developers of NY & PA,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1993,New York Gas & Oil Drilling Co,Erie,ALDEN,MEDINA,8,3,GR
1988,"Midwest Exploration, Inc.",Erie,EDEN,MEDINA,1,0,"GK,GX"
1971,"Christman, Raymond L.",Allegany,,FULMER VALLEY,0,0,OB
1987,"Templeton Energy,  Inc.",Erie,MARILLA,MEDINA,5,2,GK
1993,Dannic Energy Corp.,Chautauqua,CARROLL,MEDINA,27,1,GH
1973,Oily Ann Oil And Gas Inc.,Cattaraugus,OLEAN,BRADFORD,0,0,"OB,OC"
1999,"Secor, Allen F. Jr.",Wyoming,JAVA,MEDINA,0,1,
1971,Giallombardo Salvatore F.,Wyoming,BENNINGTON,MEDINA,7,0,GX
1982,Devonian Energy Corp.,Cayuga,SCIPIO,QUEENSTON,0,1,
1996,"Pefley Oil & Gas, Inc.",Erie,EVANS,MEDINA,0,1,
1992,"Lenape Resources Corp., The",Wyoming,BENNINGTON,MEDINA,4,0,GR
1998,Interco Energy Development Corp,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OA
1971,Messer Oil Corp.,Allegany,BOLIVAR,RICHBURG,1,10,OB
1993,Miller Oil Co.,Cattaraugus,OLEAN,BRADFORD,0,0,OA
1999,Seneca Resources Corporation,Cattaraugus,PERSIA,MEDINA,5,2,GK
1971,"Studd,  Paul E.",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1986,"Templeton Energy,  Inc.",Chautauqua,RIPLEY,MEDINA,7,30,"GK,GX"
1991,Norris Oil Co.,Cattaraugus,OLEAN,BRADFORD,0,0,OA
1984,Whiting Well Partnership #2,Erie,NEWSTEAD,MEDINA,1,0,GX
1999,"Clark, Ralph",Allegany,GENESEE,RICHBURG,0,0,
1992,Greene Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,OB
1981,"Union Drilling,  Inc.",Cattaraugus,RANDOLPH,MEDINA,0,0,
1999,"Industrial Patterns, Inc.",Allegany,GENESEE,WAUGH & PORTER,1,0,
1992,"Evinczik, Paul M.",Chautauqua,BUSTI,GLADE,0,0,
1993,Dunning & Barnes Oil Co.,Allegany,GENESEE,RICHBURG,0,0,OC
1985,Bay Energy Co-4,Erie,AURORA,MEDINA,1,0,GK
1987,"Wanamaker, Raymond & Aletha",Erie,HOLLAND,MEDINA,3,0,GK
1989,Templeton & Woods,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OC
1976,"Yahn & Yahn, Inc.",Steuben,WEST UNION,FULMER VALLEY,0,0,OB
1973,Williams Brothers Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,"OA,OC"
1998,"20 Bliss Street, Inc.",Chautauqua,POMFRET,MEDINA,9,2,GK
1986,"O'Shanter Resources,  Inc.",Chautauqua,ELLERY,MEDINA,2,0,GK
1992,"Yahn & Yahn, Inc.",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,"OB,OC"
1994,New York Energy,Chautauqua,CHERRY CREEK,MEDINA,1,0,GX
1997,Seneca Resources Corporation,Genesee,PAVILION,MEDINA,1,0,GK
1983,"Jennings, Earl",Allegany,WIRT,RICHBURG,0,0,
1994,"Cordova Resources, Inc.",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1996,"Kellner, C. Fred",Cattaraugus,OLEAN,BRADFORD,0,0,OA
1985,"Subsea Oil & Gas, Inc.",Genesee,PEMBROKE,MEDINA,3,0,"GK,GX"
1977,National Fuel Gas Supply Corp.,Steuben,JASPER,MEDINA,2,0,GK
1996,Estate of Robert Gloor,Chautauqua,POMFRET,MEDINA,1,0,
1998,"Heintz Gas & Oil Co., Inc.",Chautauqua,HANOVER,MEDINA,1,0,GX
1984,"Country Side Sand & Gravel, Inc",Cattaraugus,DAYTON,MEDINA,1,0,
1975,Vulcan Oil Co,Allegany,ALMA,RICHBURG,0,0,OB
1976,"Nocek, Leo & Veronica",Chautauqua,SHERIDAN,MEDINA,1,0,GK
1981,Har-Go Farms,Chautauqua,CHAUTAUQUA,MEDINA,1,0,GK
1999,"Pefley Oil & Gas, Inc.",Chautauqua,BUSTI,MEDINA,1,0,GK
1986,"Envirogas, Inc.",Chautauqua,ARKWRIGHT,MEDINA,0,1,
1997,"Wood, Robert H. & Joyce",Cattaraugus,DAYTON,MEDINA,1,0,OA
1995,Sisters of St. Joseph,Erie,CLARENCE,MEDINA,1,0,
1996,"Rogers, Effie",Ontario,BRISTOL,MEDINA,1,0,
1992,"Arrowhead Gas Producers, Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1992,"Chautauqua Energy, Inc.",Chautauqua,NORTH HARMONY,ONONDAGA-BASS ISLAND,4,1,"GA,OA"
1972,"Thomson, Howard B.",Allegany,WIRT,RICHBURG,0,0,OB
1999,"Pan Energy Company, Inc.",Genesee,PEMBROKE,MEDINA,4,0,GX
1987,Bucher Brothers,Cattaraugus,ALLEGANY,BRADFORD,0,0,
1985,"Ford, Herald",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,OB
1994,Belden & Blake Corporation,Chautauqua,SHERMAN,MEDINA,12,0,"GH,GX"
1994,"Arrowhead Gas Producers, Inc.",Chautauqua,ELLICOTT,MEDINA,2,0,GH
1979,NYS Natural Gas Co.,Erie,HAMBURG,MEDINA,1,0,GK
1990,"GFS Energy, Inc.",Chautauqua,SHERIDAN,MEDINA,1,0,GK
1990,"Randall, John B.",Ontario,RICHMOND,MEDINA,1,0,
1995,Lomak Operating Company,Chautauqua,POMFRET,MEDINA,5,1,GK
1999,"North Harmony Ventures, Inc.",Chautauqua,NORTH HARMONY,MEDINA,2,0,GK
1998,"Saxton, Richard W.",Cayuga,SPRINGPORT,QUEENSTON,0,1,
1976,Reliagas Co.,Chautauqua,SHERIDAN,MEDINA,1,0,GK
1997,"Shelex Drilling, Inc.",Chautauqua,NORTH HARMONY,ONONDAGA,0,1,
1972,Grantwood Oil,Cattaraugus,,BRADFORD,0,0,
1984,"Reserve Gas Company, Inc.",Erie,NEWSTEAD,MEDINA,3,0,GN
1976,Columbia Gas Transmission Corp.,Chautauqua,CARROLLTON,MEDINA,0,1,
1996,"Forrestel, Richard E",Erie,NEWSTEAD,MEDINA,1,0,
1986,Gypsum Energy Management Co.,Genesee,DARIEN,MEDINA,1,0,"GR,GX"
1983,National Fuel Gas Supply Corp.,Erie,HAMBURG,MEDINA,2,1,
1996,"Desert Gas Exploration, Inc.",Chautauqua,GERRY,MEDINA,1,1,GK
1995,"Copper Ridge Oil, Inc.",Cattaraugus,OLEAN,BRADFORD,0,0,OA
1983,Energy Production Co.,Cattaraugus,OLEAN,BRADFORD,0,0,
1983,"Keystone Energy Oil & Gas, Inc",Cattaraugus,PERSIA,MEDINA,66,2,
1979,"Briggs, Courtland M.",Erie,ELMA,MEDINA,0,1,
1993,"Lenape Resources Corp., The",Livingston,YORK,MEDINA,38,6,GI
1989,Clymer Central School District,Chautauqua,CLYMER,MEDINA,1,0,
1985,Gerald M. & Jewell F. Mooney Revoc. Living Trust,Chautauqua,RIPLEY,MEDINA,1,0,
1974,"Cook, Mary Scott",Allegany,ALMA,RICHBURG,0,0,OB
1983,"Fink, Richard J., II",Genesee,BERGEN,MEDINA,0,0,
1987,"Reserve Gas Company, Inc.",Erie,ALDEN,MEDINA,20,0,GN
1990,Potter & Childs,Allegany,INDEPENDENCE,FULMER VALLEY,0,0,OB
1996,"Evinczik, Joseph A",Chautauqua,BUSTI,GLADE,2,0,
1987,"Empire Exploration, Inc.",Cattaraugus,DAYTON,ONONDAGA,4,0,"GK,GX"
1983,E & R Leasing,Chautauqua,WESTFIELD,MEDINA,1,0,
1975,Quaker State Corp.,Allegany,ALMA,ORISKANY,1,0,GK
1997,Douglas Oil & Gas Limited Partnership,Chautauqua,HARMONY,MEDINA,2,0,GX
1997,"Subsea Oil & Gas, Inc.",Erie,EVANS,MEDINA,1,0,GK
1970,Pennzoil Products Co.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OA
1995,"Stedman Energy, Inc.",Chautauqua,BUSTI,MEDINA,13,0,"GH,GK"
1989,National Fuel Gas Supply Corp.,Genesee,DARIEN,MEDINA,7,0,GK
1996,Moose Oil Co.,Allegany,BOLIVAR,WAUGH & PORTER,0,0,OC
1983,Evinczik & Johnson,Chautauqua,BUSTI,GLADE,0,0,
1970,"Degroff, Howard",Allegany,,,0,0,
1984,National Fuel Gas Supply Corp.,Erie,EVANS,MEDINA,3,0,
1994,U S Energy Development Corp.,Erie,CONCORD,ONONDAGA,4,0,GK
1987,Gastec Energy Corp.,Erie,NORTH COLLINS,MEDINA,5,0,GK
1986,"Nerreter, Eleanor G",Erie,HAMBURG,MEDINA,0,2,
1994,"Envirogas, Inc.",Erie,EVANS,MEDINA,3,0,GK
1992,Meridian Exploration Corp.,Seneca,VARICK,QUEENSTON,7,0,GX
1998,"Galliford, J. Daniel & Clara R.",Genesee,BETHANY,MEDINA,1,0,
1978,Whiting Door Manufacturing Corp.,Erie,NEWSTEAD,MEDINA,1,0,
1981,"Gist, Henry & Sara",Chautauqua,HANOVER,MEDINA,1,0,
1976,J.V.P. Resources,Steuben,HOWARD,,0,0,
1982,"Ford Gum & Machine Co.,  Inc.",Erie,NEWSTEAD,MEDINA,0,1,
1987,"Envirogas, Inc.",Chautauqua,SHERMAN,MEDINA,1,0,
1993,"Texas Keystone, Inc.",Cattaraugus,DAYTON,MEDINA,1,0,GK
1990,"Curtis & Son Oil, Inc.",Chautauqua,BUSTI,GLADE,0,0,OB
1968,Richardson & Tullar Oil Co.,Allegany,ALMA,RICHBURG,0,0,OB
1981,Conklin Oil,Allegany,BOLIVAR,RICHBURG,0,0,OB
1971,Hunt Oil Co.,Allegany,SCIO,RICHBURG,0,0,OB
1989,Cabot Oil & Gas Corp.,Yates,TORREY,QUEENSTON,1,1,GI
1998,"Blanke, Richard L",Wyoming,COVINGTON,MEDINA,2,0,
1989,Thomas A Miller Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OB
1997,"Stedman Energy, Inc.",Chautauqua,ELLERY,BASS ISLAND,1,0,GK
1997,Meridian Exploration Corp.,Cayuga,FLEMING,QUEENSTON,29,1,GX
1989,"Midwest Exploration, Inc.",Genesee,PEMBROKE,MEDINA,4,0,GK
1999,"Meter, Erin L. & William J.",Livingston,WEST SPARTA,MARCELLUS,1,0,
1999,Columbia Natural Resources  LLC,Tompkins,DRYDEN,DRY WILDCAT,0,1,
1994,"Red Wing Co., Inc.",Chautauqua,POMFRET,MEDINA,4,0,
1991,Oak Hill Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1992,"Woodward Pipeline, Inc.",Erie,NORTH COLLINS,MEDINA,3,0,GU
1987,"Envirogas, Inc.",Chautauqua,PORTLAND,MEDINA,3,0,"GK,GX"
1985,"Park-Ohio Energy,  Inc.",Steuben,,,0,0,
1998,"Coughlin, Thomas L.",Genesee,BATAVIA,MEDINA,1,0,
1982,Akron Central School District,Erie,NEWSTEAD,MEDINA,2,0,
1999,Collins Oil Co.,Allegany,WIRT,RICHBURG,0,0,OD
1986,National Fuel Gas Supply Corp.,Erie,HAMBURG,MEDINA,1,0,GK
1985,"Buffalo China, Inc.",Erie,BUFFALO,MEDINA,0,1,
