Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2007,1,Vermont,Obesity,Appropriations,Community,Affordable Housing,LEG,002APP
2011,1,New York,Obesity,Appropriations,Community,Community Food Security Program,LEG,002APP
2009,1,Delaware,Obesity,Appropriations,Community,Complete Streets Policy,LEG,002APP
2006,1,Connecticut,Nutrition,Farm Direct Foods,Community,Budget and Revenue Implementation Provisions,LEG,015FDF
2003,1,Texas,Nutrition,Appropriations,Community,An Act Making Appropriations<br>,LEG,002APP
2011,1,Tennessee,Physical Activity,Safe Routes to Schools,School/After School,Traffic Safety,LEG,041SRS
2011,1,New York,Nutrition,Appropriations,Community,State of New York Quality Trademark for Milk,LEG,002APP
2011,1,Maine,Nutrition,Farmers Markets,Restaurant/Retail,Farmers Markets and Product Origin Identification,LEG,016FAM
2011,1,Nevada,Physical Activity,Access to Recreational Opportunities,School/After School,Use of Athletic Fields for Youth Sports,LEG,004ARO
2011,1,California,Nutrition,Appropriations,School/After School,Pupil Nutrition: Federal School Breakfast Program,LEG,002APP
2010,1,Missouri,Nutrition,Appropriations,Community,Urban Farming Task Force,LEG,002APP
2010,1,New York,Obesity,Menu Labeling,Restaurant/Retail,Chain Restaurants Or Food Service Establishments,LEG,032MNL
2009,1,New Jersey,Obesity,Media Campaigns,Community,Childhood Obesity Prevention,LEG,031MDC
2011,1,Iowa,Nutrition,Initiatives and Programs,Community,An Act Related to Appropriations<br>,LEG,053INP
2009,1,Minnesota,Nutrition,Appropriations,Community,Agriculture,LEG,002APP
2009,1,Colorado,Nutrition,Medical Care,School/After School,Facility Guidelines,REG,026MEC
2009,1,Oklahoma,Nutrition,Healthier Food Retail and Food Deserts,Community,State Board of Health,LEG,021HFR
2009,1,Hawaii,Nutrition,Farm Direct Foods,School/After School,School Lunches and Local Produce,LEG,015FDF
2012,2,Illinois,Nutrition,Access to Healthy Foods,Community,An Act Making Appropriations,LEG,001AHF
2011,1,California,Obesity,Appropriations,Community,Redevelopment,LEG,002APP
2011,1,Hawaii,Nutrition,Correctional Facilities Farms Programs,Medical and/or Hospital,Medicaid,LEG,018CFP
2011,1,Hawaii,Nutrition,Farm Direct Foods,Restaurant/Retail,Home Organic Produce Cooperatives,LEG,015FDF
2011,1,Massachusetts,Physical Activity,Physical Education Requirements,School/After School,Health Education in Schools,LEG,036PER
2011,1,Massachusetts,Physical Activity,Physical Activity Requirements,School/After School,Environmental and Health Impact Reports,LEG,035PAR
2009,1,West Virginia,Physical Activity,Physical Education Requirements,School/After School,Governor's Office of Health Enhancement,LEG,036PER
2011,1,Pennsylvania,Nutrition,Trans Fats,School/After School,School Foods Reform,LEG,050FAT
2009,1,New York,Physical Activity,Physical Activity Requirements,School/After School,Full Service Community Schools Act,LEG,035PAR
2011,1,California,Nutrition,Appropriations,Community,Food and Agriculture: Omnibus Bill,LEG,002APP
2009,1,Pennsylvania,Obesity,Incentives,School/After School,Education Code,LEG,029INC
2010,1,Alabama,Physical Activity,Built Environment and Street-Scale Design,Community,Motor Vehicles,LEG,049BED
2010,1,Hawaii,Obesity,Appropriations,School/After School,Housing,LEG,002APP
2010,1,New York,Physical Activity,Access to Recreational Opportunities,Community,State Fiscal Plan Implementation,LEG,004ARO
2009,1,Washington,Nutrition,Trans Fats,School/After School,Student Transportation Funding,LEG,050FAT
2007,1,Rhode Island,Obesity,Access to Drinking Water,Work Place,Public Officers and Employees,LEG,014ADW
2011,1,Oregon,Obesity,Front of Package Labeling,School/After School,Healthy Lifestyles for Children,LEG,024FOP
2011,1,Idaho,Nutrition,Medical Care,Community,Eminent Domain,LEG,026MEC
2011,1,Tennessee,Physical Activity,"Parks, Recreation and Trails",School/After School,Industrial Development,LEG,034PRT
2011,1,Georgia,Obesity,Food Restrictions,School/After School,Vending Machines Stocked with Healthy Options,LEG,020FOR
2011,1,New York,Obesity,Appropriations,Community,Calcium Purchasing Preference Initiative,LEG,002APP
2011,1,Iowa,Nutrition,Fruits and Vegetables,School/After School,Local Foods,LEG,025FAV
2007,1,Florida,Physical Activity,Physical Education Requirements,School/After School,Physical Education,LEG,036PER
2005,1,California,Physical Activity,"Parks, Recreation and Trails",Community,Vehicles: State Wilderness Areas,LEG,034PRT
2010,1,Minnesota,Nutrition,Agriculture and Farming,Community,Agriculture,LEG,017AGF
2011,1,Texas,Physical Activity,Public Safety,Community,Creation of Harris County Improvement District No 22,LEG,039SAF
2007,1,Utah,Nutrition,Vending,School/After School,Sales and Use Tax Exemptions for Governmental Entities,LEG,051VEN
2009,1,Illinois,Physical Activity,Pedestrians/Walking,Community,Fiscal Year 2010 Appropriations,LEG,052PED
2011,1,Hawaii,Nutrition,School Nutrition,School/After School,Child Nutrition Programs,LEG,043SNU
2011,1,Nevada,Obesity,Food Restrictions,School/After School,Elimination of Trans Fats in Public Schools,LEG,020FOR
2016,2,Michigan,Nutrition,Initiatives and Programs,School/After School,EDUCATIONâAPPROPRIATIONSâSCHOOL BUDGETS,LEG,053INP
2009,1,Pennsylvania,Nutrition,Food Security,Restaurant/Retail,Restaurant Dietary Information Requirement,LEG,023FOS
2009,1,New York,Nutrition,Appropriations,Community,Appropriations for Support of Government,LEG,002APP
2009,1,Hawaii,Physical Activity,Built Environment and Street-Scale Design,Community,Complete Streets and Highways,LEG,049BED
2009,1,District of Columbia,Obesity,Appropriations,Community,Allegro Apartments Workforce Housing,LEG,002APP
2011,1,New Jersey,Nutrition,Farm Direct Foods,Community,Sale and Lease of Unneeded Public Property,LEG,015FDF
2015,1,New York,Physical Activity,Task Forces/Councils,Community,Trans fat reduction; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,047TFC
2012,1,New York,Nutrition,Fruits and Vegetables,School/After School,An Act to Combat the Incidence of Adult and Childhood Obesity<br>,LEG,025FAV
2010,1,Rhode Island,Obesity,Liability and Indemnity,Community,Taxation,LEG,030LAI
2010,1,Oklahoma,Nutrition,Disparities/Equity,Community,"My Life, My Choice",REG,013DEQ
2009,1,North Carolina,Obesity,Health Insurance Coverage,School/After School,Physical Education Equipment Sharing,LEG,028HIC
2009,1,Wyoming,Obesity,Task Forces/Councils,Community,Healthy Food Initiative Act,LEG,047TFC
2011,1,South Carolina,Obesity,Portion Size,School/After School,Student Snack Food Consumption,LEG,038POS
2011,1,Mississippi,Obesity,Disparities/Equity,Community,Task Force on Combating Childhood Obesity,LEG,013DEQ
2011,1,Rhode Island,Nutrition,Appropriations,Community,State Affairs and Government,LEG,002APP
2011,1,Tennessee,Nutrition,Media Campaigns,School/After School,Tort Liability and Reform,LEG,031MDC
2009,1,New York,Physical Activity,Appropriations,Restaurant/Retail,Senior Benefits Card Program,LEG,002APP
2011,1,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Charles River Parkways and Parklands Commission,LEG,052PED
2009,1,Washington,Obesity,Front of Package Labeling,School/After School,Capital Budget,LEG,024FOP
2014,1,California,Nutrition,Farmers Markets,School/After School,Market Match Nutrition Incentive Program,LEG,016FAM
2010,1,California,Obesity,Appropriations,School/After School,Education: Childhood Obesity,LEG,002APP
2011,1,New York,Physical Activity,Public Safety,Community,Community Gardens in the State of New York As Parkland,LEG,039SAF
2003,1,Illinois,Physical Activity,Appropriations,Community,An Act Making Appropriations<br>,LEG,002APP
2011,1,Colorado,Nutrition,Appropriations,Restaurant/Retail,Surface Transportation Funding,LEG,002APP
2011,1,Oregon,Nutrition,Farm Direct Foods,Community,Supplemental Assistance,LEG,015FDF
2009,1,New York,Physical Activity,Media Campaigns,Community,Governor's Council on Physical Fitness,LEG,031MDC
2010,1,Mississippi,Obesity,Incentives,Restaurant/Retail,Sales Tax,LEG,029INC
2010,1,Wisconsin,Nutrition,Appropriations,Community,Public Breast Feeding,LEG,002APP
2009,1,Massachusetts,Nutrition,Farmers Markets,School/After School,Student Nutrition and Wellness,LEG,016FAM
2011,1,District of Columbia,Physical Activity,Pedestrians/Walking,Community,Rhode Island Avenue,LEG,052PED
2011,1,Idaho,Nutrition,Medical Care,Community,Bicycle Helmets,LEG,026MEC
2011,1,Arkansas,Nutrition,Correctional Facilities Farms Programs,Early Care and Education,Appropriation to the Department of Human Services,LEG,018CFP
2011,1,Kentucky,Physical Activity,"Parks, Recreation and Trails",School/After School,Executive Branch Budget Bill Amendment,LEG,034PRT
2011,1,California,Obesity,Appropriations,Community,Healthy Food Options,LEG,002APP
2010,1,Alabama,Physical Activity,Bicycling,Community,Transportation Department,LEG,005BIK
2011,1,Oklahoma,Nutrition,Incentives,Restaurant/Retail,Revenue And Taxation,LEG,029INC
2011,1,Pennsylvania,Nutrition,Trans Fats,Medical and/or Hospital,Reduced Insurance Premiums,LEG,050FAT
2009,1,Mississippi,Nutrition,Breastfeeding,Community,Health and Nutrition Information,LEG,007BFD
2015,1,Washington,Physical Activity,Public Transportation,Community,Workforce Housing Near Public Transit,LEG,040TRS
2011,1,Texas,Obesity,Sugar Sweetened Beverages,School/After School,Public School Beverages,LEG,046SSB
2011,1,California,Nutrition,Media Campaigns,School/After School,Public Postsecondary Education: Joint-Use Facilities,LEG,031MDC
2011,1,Massachusetts,Obesity,Body Mass Index (BMI),Community,Arborway Yard Transit Oriented Development,LEG,006BMI
2010,1,Hawaii,Physical Activity,Built Environment and Street-Scale Design,Community,Kalanianaole Highway,LEG,049BED
2011,1,Minnesota,Physical Activity,Pedestrians/Walking,Community,Capital Investment,LEG,052PED
2011,1,Washington,Physical Activity,Public Transportation,Community,Funds for State Ferry System,LEG,040TRS
2011,1,Missouri,Obesity,Menu Labeling,Community,Streamlined Sales and Use Tax Agreement,LEG,032MNL
2011,1,New York,Physical Activity,Task Forces/Councils,Medical and/or Hospital,Advisory Committee on Public Wellness,LEG,047TFC
2011,1,New York,Nutrition,Appropriations,Community,Adult Day Services Demonstration Programs,LEG,002APP
2003,1,New Mexico,Physical Activity,Pedestrians/Walking,Community,An Act Making Appropriations<br>,LEG,052PED
2006,1,New Jersey,Nutrition,Farmers Markets,Community,An Act Making Appropriations  <br>,LEG,016FAM
2009,1,Pennsylvania,Nutrition,Farm Direct Foods,Community,Food Safety,LEG,015FDF
2011,1,Idaho,Physical Activity,School Siting,School/After School,Local Land Use Planning and Production,LEG,042SIT
2009,1,New York,Obesity,Appropriations,Community,Bicycle Lane,LEG,002APP
2011,1,Nevada,Nutrition,Incentives,School/After School,School Wellness Policies,LEG,029INC
2012,1,West Virginia,Nutrition,Food Assistance Programs,Community,Good Samaritan Food Donation Act<br>,LEG,003FAP
2011,1,Hawaii,Obesity,Appropriations,School/After School,Agribusiness,LEG,002APP
2010,1,North Carolina,Nutrition,Healthier Food Retail and Food Deserts,Early Care and Education,Childcare Nutrition,LEG,021HFR
2009,1,Texas,Physical Activity,Pedestrians/Walking,Community,Urban Transportation Authority,LEG,052PED
2009,1,Massachusetts,Obesity,Food Restrictions,Community,Appropriations,LEG,020FOR
2011,1,Hawaii,Nutrition,Point of Purchase Promotion,Restaurant/Retail,Aspartame,LEG,037POP
2009,1,Missouri,Obesity,Appropriations,Community,Informed Growth Act,LEG,002APP
2010,1,New Jersey,Obesity,Menu Labeling,Community,Economic Redevelopment Growth Area Qualification,LEG,032MNL
2011,1,Rhode Island,Obesity,Health Insurance Coverage,Community,Health and Safety,LEG,028HIC
2010,1,Tennessee,Physical Activity,Physical Education Requirements,School/After School,Education,LEG,036PER
2009,1,Maine,Obesity,Appropriations,Community,Childhood Obesity and Recreational Athletic Fields,LEG,002APP
2015,1,New York,Nutrition,Breastfeeding,School/After School,Trans fat reduction; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,007BFD
2011,1,North Carolina,Physical Activity,Physical Activity Requirements,School/After School,Childhood Obesity Legislative Task Force,LEG,035PAR
2010,1,Vermont,Nutrition,Appropriations,Restaurant/Retail,Soft Drinks,LEG,002APP
2010,1,Tennessee,Nutrition,Incentives,Community,Sales Taxes,LEG,029INC
2011,1,Iowa,Obesity,Food Restrictions,Restaurant/Retail,Production and Marketing of Local Foods,LEG,020FOR
2010,1,Wisconsin,Nutrition,Farmers Markets,Community,Food Processing Plants,REG,016FAM
2007,1,Arkansas,Nutrition,Agriculture and Farming,Community,Agriculture Department,LEG,017AGF
2011,1,Texas,Physical Activity,Physical Education Requirements,Restaurant/Retail,Sweetened Beverages Tax,LEG,036PER
2010,1,New Hampshire,Physical Activity,Task Forces/Councils,Community,Certain Technical Corrections in the Insurance Laws,LEG,047TFC
2011,1,Connecticut,Nutrition,Appropriations,Community,Nutrition Assistance,LEG,002APP
2003,1,Louisiana,Nutrition,Incentives,School/After School,Senate Concurrent Resolution<br>,LEG,029INC
2011,1,California,Obesity,Appropriations,Community,Redevelopment,LEG,002APP
2004,1,New York,Nutrition,Farm Direct Foods,Community,An Act Making Appropriations,LEG,015FDF
2009,1,California,Nutrition,Appropriations,Community,Public Health: Food Justice,LEG,002APP
2011,1,Texas,Physical Activity,Bicycling,Community,Rowlett Pecan Grove Management District Creation,LEG,005BIK
2009,1,Maine,Nutrition,Medical Care,Community,Bond Issues,LEG,026MEC
2012,1,Minnesota,Nutrition,Agriculture and Farming,Community,An Act Relating to Public Safety  <br>,LEG,017AGF
2009,1,Washington,Obesity,Menu Labeling,Community,Greenhouse Gases in Washington,LEG,032MNL
2003,1,Maine,Physical Activity,Physical Education Requirements,Work Place,An Act to Study Obesity and Methods to Reduce the Cost of Health Care and Increase the Public Health<br>,LEG,036PER
2011,1,North Carolina,Nutrition,Appropriations,Early Care and Education,Childhood Obesity Legislative Task Force,LEG,002APP
2011,1,District of Columbia,Physical Activity,Pedestrians/Walking,Community,Pedestrian Safety Reinforcement,LEG,052PED
2009,1,Ohio,Nutrition,Farm Direct Foods,School/After School,Standards for Vending Machine Foods in Schools,LEG,015FDF
2010,1,Maryland,Nutrition,Farmers Markets,Restaurant/Retail,Farmers Markets,LEG,016FAM
2004,1,Florida,Obesity,Disparities/Equity,School/After School,Physical Fitness Educational Programs,LEG,013DEQ
2009,1,Nebraska,Nutrition,Access to Healthy Foods,School/After School,Farm to School Program Task Force,LEG,001AHF
2009,1,Mississippi,Nutrition,Appropriations,Community,Taxation,LEG,002APP
2010,1,Colorado,Nutrition,Farm Direct Foods,School/After School,Farm to School Interagency Task Force,LEG,015FDF
2010,1,Illinois,Obesity,Food Restrictions,Community,Department of Human Services,LEG,020FOR
2010,1,Colorado,Nutrition,Appropriations,Community,Campaign to End Childhood Hunger By 2015,LEG,002APP
2009,1,New York,Nutrition,Liability and Indemnity,Community,Clean Water Jobs Bond Acts,LEG,030LAI
2002,1,California,Physical Activity,Public Safety,Community,Vehicles,LEG,039SAF
2008,1,New Jersey,Nutrition,Food Security,Community,An Act Making Appropriations,LEG,023FOS
2009,1,North Dakota,Physical Activity,Bicycling,Community,Street Plans,LEG,005BIK
2009,1,North Carolina,Nutrition,Appropriations,Community,Active Living Plan Grants,LEG,002APP
2011,1,Washington,Physical Activity,Public Transportation,Community,High Capacity Transportation System Plan Components,LEG,040TRS
2011,1,Iowa,Nutrition,Agriculture and Farming,Restaurant/Retail,Production Processing,LEG,017AGF
2010,1,Kentucky,Nutrition,Vending,Work Place,Encouraging Health Lifestyles,LEG,051VEN
2011,1,Hawaii,Nutrition,Appropriations,Work Place,Wellness,LEG,002APP
2011,1,Hawaii,Nutrition,Liability and Indemnity,Community,Improvements for the Benefit of the 4th District,LEG,030LAI
2010,1,Arizona,Nutrition,Appropriations,Restaurant/Retail,Sales Tax for Candy and Soft Drinks,LEG,002APP
2009,1,Florida,Nutrition,Farm Direct Foods,Work Place,Healthy and Fit Florida Act,LEG,015FDF
2004,1,Utah,Nutrition,Liability and Indemnity,Restaurant/Retail,Provides Immunity from Liability for Obesity,LEG,030LAI
2011,1,District of Columbia,Obesity,Access to Drinking Water,Restaurant/Retail,Workplace Wellness,LEG,014ADW
2011,1,Vermont,Obesity,Health Insurance Coverage,School/After School,Unified Health Systems,LEG,028HIC
2011,1,California,Physical Activity,"Parks, Recreation and Trails",Community,"An Act Related to ""Parks Make Life Better!"" Month<br>",LEG,034PRT
2011,1,Hawaii,Nutrition,Access to Healthy Foods,Community,Agribusiness,LEG,001AHF
2009,1,Connecticut,Physical Activity,Bicycling,Community,Equestrians In the 2009 Connecticut Bicycle Plan,LEG,005BIK
2014,3,District of Columbia,Physical Activity,Physical Activity Requirements,Work Place,Workplace Wellness Act and Healthy Tots Act of 2014,LEG,035PAR
2010,1,Hawaii,Obesity,Food Restrictions,Restaurant/Retail,Aliomanu Road Reconstruction,LEG,020FOR
2009,1,New York,Nutrition,Fruits and Vegetables,School/After School,Fresh Fruit And Vegetable Programs,LEG,025FAV
2011,1,North Carolina,Obesity,Disparities/Equity,School/After School,Healthy Schools Act,LEG,013DEQ
2009,1,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Transportation System Reform,LEG,052PED
2009,1,Illinois,Nutrition,Fruits and Vegetables,Community,Community Care Program,REG,025FAV
2011,1,Texas,Physical Activity,Bicycling,Community,Prosper Municipal Management District No. 2,LEG,005BIK
2011,1,Hawaii,Nutrition,Vending,Medical and/or Hospital,On-Call Physician Tax Credit,LEG,051VEN
2011,1,New York,Nutrition,Farm Direct Foods,Community,Establishing a Community Garden Task Force<br>,LEG,015FDF
2009,1,Minnesota,Physical Activity,Access to Recreational Opportunities,School/After School,Capital Improvements,LEG,004ARO
2009,1,Hawaii,Nutrition,Agriculture and Farming,Restaurant/Retail,Appropriation,LEG,017AGF
2015,1,New York,Physical Activity,Initiatives and Programs,School/After School,Physical Education/Activity Pilot,LEG,053INP
2011,1,California,Nutrition,School Nutrition,Early Care and Education,Public Contracts: Healthy and Sustainable Food,LEG,043SNU
2011,1,Texas,Nutrition,Nutrition Standards,School/After School,Sweetened Beverages Tax,LEG,010NUS
2010,1,Hawaii,Nutrition,Appropriations,Community,Aliomanu Road Reconstruction,LEG,002APP
2003,1,New Mexico,Nutrition,Trans Fats,Community,State Parks Division Fee Schedule,LEG,050FAT
2010,1,Texas,Obesity,Appropriations,Early Care and Education,Outdoor Space Requirements,REG,002APP
2011,1,Hawaii,Obesity,Liability and Indemnity,Community,Medicaid Wellness Pilot Program,LEG,030LAI
2010,1,Maryland,Nutrition,Food Assistance Programs,Medical and/or Hospital,Health Insurance Copayments,LEG,003FAP
2009,1,Massachusetts,Nutrition,Incentives,School/After School,School Nutrition,LEG,029INC
2010,1,Minnesota,Nutrition,Medical Care,Community,Transportation,LEG,026MEC
2009,1,Florida,Physical Activity,Physical Education Requirements,School/After School,Physical Education,LEG,036PER
2011,1,California,Nutrition,Liability and Indemnity,School/After School,Schools and Local Public Safety Protection Act,LEG,030LAI
2010,1,Mississippi,Nutrition,Task Forces/Councils,Restaurant/Retail,Sales Tax,LEG,047TFC
2013,1,Texas,Nutrition,Healthier Food Retail and Food Deserts,Community,An Act Relating to the Establishment of a Community Development Grocery Store and Healthy Corner Store Revolving Loan Fund Program,LEG,021HFR
2003,1,Louisiana,Nutrition,Farmers Markets,School/After School,Senate Concurrent Resolution<br>,LEG,016FAM
2011,1,Rhode Island,Nutrition,Task Forces/Councils,Community,Health and Safety,LEG,047TFC
2011,1,Missouri,Nutrition,Access to Healthy Foods,Restaurant/Retail,Streamlined Sales and Use Tax Agreement,LEG,001AHF
2005,1,California,Nutrition,School Nutrition,School/After School,California Fresh Start Fresh Start Pilot Program,LEG,043SNU
2011,1,Kentucky,Nutrition,Incentives,Early Care and Education,Legislative Task Force on Childhood Obesity,LEG,029INC
2011,1,Maine,Obesity,Food Restrictions,Restaurant/Retail,Food Licensing Requirements,LEG,020FOR
2009,1,New York,Obesity,Liability and Indemnity,Community,Additional Taxes,LEG,030LAI
2009,1,Washington,Physical Activity,Built Environment and Street-Scale Design,Community,Vehicles Overtaking and Passing Pedestrians,LEG,049BED
2009,1,Minnesota,Nutrition,Farm Direct Foods,Community,Employment,LEG,015FDF
2014,4,New Jersey,Nutrition,School Nutrition,School/After School,New Jersey School Breakfast Kiosk Pilot Program Fund,LEG,043SNU
2012,1,New York,Obesity,Initiatives and Programs,Community,An Act to Combat the Incidence of Adult and Childhood Obesity<br>,LEG,053INP
2011,1,Connecticut,Obesity,Food Restrictions,School/After School,Sale of Candy in Public School Vending Machines,LEG,020FOR
2007,1,Hawaii,Physical Activity,Built Environment and Street-Scale Design,Community,State Highway Fund For Bikeways,LEG,049BED
2002,1,New York,Nutrition,Food Assistance Programs,Community,An Act Making Appropriations for the Support of  Government<br>,LEG,003FAP
2011,1,Vermont,Obesity,Food Restrictions,Restaurant/Retail,Agriculture Economic Development,LEG,020FOR
2010,1,Texas,Obesity,Body Mass Index (BMI),School/After School,2011 Housing Tax Credit Program,REG,006BMI
2011,1,Pennsylvania,Obesity,Appropriations,School/After School,School Foods Reform,LEG,002APP
2009,1,North Dakota,Obesity,Appropriations,School/After School,Student Exercise,LEG,002APP
2011,1,Tennessee,Nutrition,Fruits and Vegetables,Community,Local Government,LEG,025FAV
2011,1,Texas,Nutrition,Nutrition Standards,Community,Sweetened Beverages Tax,LEG,010NUS
2011,1,Massachusetts,Nutrition,School Nutrition,School/After School,Carbohydrate List of Foods in Schools,LEG,043SNU
2011,1,Hawaii,Nutrition,Task Forces/Councils,School/After School,Agribusiness,LEG,047TFC
2011,1,New York,Obesity,Food Restrictions,Restaurant/Retail,Restaurant Trans Fat Prohibition,LEG,020FOR
2009,1,Illinois,Nutrition,Appropriations,Community,Locally Grown Food Procurement,LEG,002APP
2011,1,New York,Nutrition,Agriculture and Farming,Community,Exemption from Tolls for Farmers,LEG,017AGF
2010,1,California,Obesity,Sugar Sweetened Beverages,School/After School,Taxation: Sweetened Beverages: Pediatric Obesity Fund,LEG,046SSB
2009,1,Michigan,Physical Activity,Bicycling,Community,Transportation Infrastructure Options,LEG,005BIK
2012,1,New Mexico,Nutrition,Access to Healthy Foods,School/After School,Making an Appropriation to Provide New Mexico-grown Fresh Fruits and Vegetables for School Lunches<br>,LEG,001AHF
2011,1,Illinois,Nutrition,Trans Fats,School/After School,Elimination of Trans Fats in Public Schools,LEG,050FAT
2009,1,North Carolina,Physical Activity,Built Environment and Street-Scale Design,School/After School,Active Living Communities Commission,LEG,049BED
2015,1,Hawaii,Physical Activity,Public Transportation,Community,Transit-Oriented Development,LEG,040TRS
2010,1,Mississippi,Nutrition,Task Forces/Councils,Community,Healthcare Coordinating Council,LEG,047TFC
2010,1,Texas,Physical Activity,Physical Activity Requirements,Early Care and Education,Basic Care Requirements For Toddlers,REG,035PAR
2009,1,Massachusetts,Physical Activity,Built Environment and Street-Scale Design,Community,Right of way Fines and Penalties,LEG,049BED
2011,1,Illinois,Obesity,Incentives,Restaurant/Retail,Home Rule County Soft Drink Retailers' Occupation Tax,LEG,029INC
2010,1,California,Nutrition,Access to Healthy Foods,Restaurant/Retail,Public Health: Food Access,LEG,001AHF
2010,1,California,Obesity,Disparities/Equity,Community,Health and Human Services: Federal Grant Opportunities,LEG,013DEQ
2011,1,Nevada,Nutrition,Farm Direct Foods,School/After School,Elimination of Trans Fats in Public Schools,LEG,015FDF
2012,1,Mississippi,Nutrition,Farm Direct Foods,School/After School,Resolution<br>,LEG,015FDF
2011,1,New York,Nutrition,Trans Fats,Community,Tax Increment Bonds,LEG,050FAT
2011,1,Virginia,Nutrition,Appropriations,Community,Aquaculture Definition,LEG,002APP
2010,1,Iowa,Nutrition,Task Forces/Councils,Restaurant/Retail,Promotion of Local Food Farms,LEG,047TFC
2011,1,North Carolina,Nutrition,Media Campaigns,School/After School,Childhood Obesity Legislative Task Force,LEG,031MDC
2011,1,Virginia,Obesity,Appropriations,Community,Purchase of State Grown Food Products,LEG,002APP
2011,1,Florida,Physical Activity,Public Transportation,Community,Growth Management,LEG,040TRS
2010,1,Iowa,Nutrition,Medical Care,Community,Natural Resources,LEG,026MEC
2010,1,Minnesota,Physical Activity,Bicycling,Community,Capital Investment,LEG,005BIK
2009,1,New York,Physical Activity,Physical Education Requirements,School/After School,Required Instruction In Physical Education,LEG,036PER
2011,1,Texas,Physical Activity,Public Transportation,Community,Rowlett Downtown Management District Creation,LEG,040TRS
2013,3,Oklahoma,Obesity,Liability and Indemnity,Community,Commonsense Consumption Act,LEG,030LAI
2011,1,Louisiana,Nutrition,Incentives,Restaurant/Retail,Sales Tax and Water,LEG,029INC
2011,1,Texas,Obesity,Appropriations,Work Place,Creation of the Employee Wellness Program,LEG,002APP
2006,1,Connecticut,Nutrition,Agriculture and Farming,School/After School,Healthy School Food and Beverages,LEG,017AGF
2011,1,Oklahoma,Nutrition,Appropriations,Restaurant/Retail,Beekeepers Authority to Sell Honey,LEG,002APP
2012,1,Georgia,Physical Activity,Liability and Indemnity,School/After School,An Act Related to Torts<br>,LEG,030LAI
2010,1,Kentucky,Nutrition,Agriculture and Farming,Community,Appropriations and Revenues,LEG,017AGF
2011,1,Massachusetts,Physical Activity,Public Transportation,Community,Building of More Modern Transportation Systems,LEG,040TRS
2009,1,Illinois,Nutrition,Healthier Food Retail and Food Deserts,Community,Fiscal Year 2010 Appropriations,LEG,021HFR
2003,1,Maine,Nutrition,Fruits and Vegetables,School/After School,An Act to Study Obesity and Methods to Reduce the Cost of Health Care and Increase the Public Health<br>,LEG,025FAV
2011,1,North Carolina,Nutrition,Trans Fats,School/After School,A Bill to Exempt Parentally Supplied Foods from Nutrition Standards,LEG,050FAT
2009,1,Illinois,Nutrition,Food Assistance Programs,Community,Agency Appropriations,LEG,003FAP
2009,1,Minnesota,Nutrition,Farm Direct Foods,Community,Economic Development,LEG,015FDF
2010,1,West Virginia,Obesity,Appropriations,Community,Municipal Economic Opportunity Development District Act,LEG,002APP
2011,1,Arizona,Obesity,Appropriations,Community,Tax on Sweetened Beverages,LEG,002APP
2009,1,Tennessee,Physical Activity,Public Transportation,Community,Transportation Department of Tennessee,LEG,040TRS
2009,1,New York,Obesity,Food Restrictions,Community,Health and Mental Hygiene Budget,LEG,020FOR
2009,1,California,Nutrition,Agriculture and Farming,School/After School,Budget Act of 2009,LEG,017AGF
2010,1,Utah,Physical Activity,Pedestrians/Walking,Community,Traffic Code,LEG,052PED
2011,1,Pennsylvania,Nutrition,Liability and Indemnity,School/After School,Payment of Bills From the General Fund,LEG,030LAI
2011,1,Missouri,Obesity,Appropriations,School/After School,Farm to Table Advisory Board,LEG,002APP
2010,1,Oklahoma,Nutrition,Food Assistance Programs,Community,"My Life, My Choice Waiver",REG,003FAP
2011,1,New Mexico,Obesity,Health Insurance Coverage,Community,Public School Construction and Renovation Projects,LEG,028HIC
2012,1,New York,Nutrition,Appropriations,Community,Appropriations<br>,LEG,002APP
2009,1,Tennessee,Nutrition,Medical Care,Community,Traffic Safety,LEG,026MEC
2011,1,Nebraska,Nutrition,Appropriations,Community,Appropriation Supplement,LEG,002APP
2011,1,Mississippi,Nutrition,Appropriations,School/After School,Vision 2020,LEG,002APP
2011,1,New York,Physical Activity,Public Safety,Community,Safe Streets Security Camera Registry Act,LEG,039SAF
2012,1,Kentucky,Obesity,Task Forces/Councils,Community,Cabinet for Health and Family Services<br>,LEG,047TFC
2010,1,Connecticut,Obesity,Appropriations,Community,Pedestrian Safety At Crosswalks,LEG,002APP
2011,1,California,Obesity,Food Restrictions,Early Care and Education,Public Contracts: Healthy and Sustainable Food,LEG,020FOR
2013,1,Texas,Nutrition,Healthier Food Retail and Food Deserts,Community,An Act Relating to the Establishment of a Community Development Grocery Store Revolving Loan Fund Program,LEG,021HFR
2010,1,Massachusetts,Obesity,Food Restrictions,School/After School,School Nutrition,LEG,020FOR
2009,1,West Virginia,Nutrition,Appropriations,Community,Awareness Program,LEG,002APP
2010,1,Illinois,Obesity,Appropriations,School/After School,Daily Recess in Schools,LEG,002APP
