name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,runtime
Theatro Technis,26 Crowndale Road,,,Camden,http://www.theatrotechnis.com,5061419.0,E09000007,St. Pancras and Somers Town,E05000143,-0.1346783042614774,51.53549591608827,529469.9648013564,183491.92295358487,04/11/2021
Questor's Theatre,12 Mattock Lane,,,Ealing,http://www.questors.org.uk,12084402.0,E09000009,Walpole,E05000192,-0.3096566243152068,51.51170888596852,517395.9680813589,180551.9237504377,04/11/2021
JW3 (Jewish Community Centre London),351B Finchley Road,,,Camden,https://www.jw3.org.uk,5164899.0,E09000007,West Hampstead,E05000145,-0.1847915240556139,51.550912892683336,525951.965753818,185118.9225111985,04/11/2021
Leicester Square Theatre,6 Leicester Place,,,City of Westminster,http://www.leicestersquaretheatre.com,100023431690.0,E09000033,St. James's,E05000644,-0.1300738726954345,51.511340102184406,529857.9646932064,180813.92368019235,04/11/2021
Tara Studio,356 Garratt Lane,,,Wandsworth,https://www.tara-arts.com,121011012.0,E09000032,Earlsfield,E05000612,-0.1884304249827461,51.44217584956201,525998.9657413543,173020.92579886556,04/11/2021
The Tabernacle,35 Powis Square,,,Kensington and Chelsea,https://www.tabernaclew11.com,217070132.0,E09000020,Colville,E05009392,-0.2018814067603197,51.516968162397546,524859.966053673,181314.9235454888,04/11/2021
Beck Theatre,89 Grange Road,,,Hillingdon,https://becktheatre.org.uk/Online/,10003001360.0,E09000017,Townfield,E05000339,-0.421800756123298,51.521049798480966,509591.970202248,181416.9235174968,04/11/2021
Rivoli Ballroom,350 Brockley Road,Crofton Park,,Lewisham,https://www.rivoliballroom.com,10090782761.0,E09000023,Crofton Park,E05000441,-0.0371937511044074,51.45526233825693,536469.9628953201,174746.92533002852,04/11/2021
Courtyard Theatre,40 Pitfield Street,,,Hackney,http://www.thecourtyard.org.uk,100023136422.0,E09000012,Hoxton East & Shoreditch,E05009377,-0.0833770746830959,51.52787925254408,533049.963825777,182736.9231578111,04/11/2021
Studio K,2 Kew Road,,,Richmond upon Thames,http://www.studiokdance.co.uk,10024346023.0,E09000027,South Richmond,E05000528,-0.3017064577548405,51.46347521061349,518072.0378987031,175200.97520468966,04/11/2021
ONYX Dance Studio,2 Hague Street London,London,E2 6HN,,,,,,,-0.0633119570528045,51.52635162593339,534446.2202491596,182603.73519432085,04/11/2021
