Production Year,Operator,County,Town,Producing Formation,Active Gas Wells,Inactive Gas Wells,Purchaser Codes
1997,Walter C. Guthrie & Sons,Wyoming,COVINGTON,MEDINA,2,0,
1988,"Thropp, Gregory J",Cattaraugus,ALLEGANY,BRADFORD,0,0,
1984,"Westmin Resources,  Inc.",Livingston,SPARTA,MEDINA,0,1,
1983,Bay Energy Co-1,Erie,ELMA,MEDINA,0,1,
1972,"Gleason, Charlotte",Allegany,ANDOVER,FULMER VALLEY,0,0,OX
1992,"GFS Energy, Inc.",Wyoming,COVINGTON,MEDINA,5,0,GK
1998,"Stuck, Marion",Allegany,BOLIVAR,RICHBURG,0,0,
1984,"Weil Resources, Inc.",Erie,ORCHARD PARK,MEDINA,4,0,"GK,GX"
1999,Seneca Resources Corporation,Genesee,PAVILION,MEDINA,4,0,GK
1988,"Kidder Exploration, Inc.",Chautauqua,POLAND,ONONDAGA,1,0,"GK,GX"
1985,Woodmere Energy 1982 Drilling Program,Genesee,ALEXANDER,MEDINA,6,1,
1996,Pine Oil Co.,Allegany,GENESEE,RICHBURG,0,0,OC
1996,Boraldon & Co.,Chautauqua,HANOVER,MEDINA,0,0,
1995,"Cotton Well Drilling Company,  Inc.",Erie,EDEN,MEDINA,20,0,GK
1989,"Envirogas, Inc.",Chautauqua,ELLICOTT,MEDINA,2,0,GK
1997,Estate of Merrell C. Smith,Erie,ELMA,MEDINA,1,0,
1986,"Eclipse Management Assoc., Inc",Chautauqua,WESTFIELD,MEDINA,2,0,GK
1984,"American Penn Energy,  Inc.",Erie,CONCORD,MEDINA,3,0,GK
1970,Moose Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,OB
1994,"Northrop, John H.",Oneida,SANGERFIELD,HERKIMER,1,0,
1996,"Heintz Gas & Oil Co., Inc.",Chautauqua,HANOVER,MEDINA,1,0,GK
1996,Belden & Blake Corporation,Chautauqua,ELLERY,MEDINA,11,0,GX
1992,Cox Family Farm,Onondaga,LYSANDER,TRENTON,0,1,
1992,"Lefort, Marian G.",Wyoming,SHELDON,MEDINA,1,0,
1984,Green Valley Gas Service Corp.,Erie,ALDEN,MEDINA,3,0,GN
1986,Keicher Brothers Enterprises,Wyoming,BENNINGTON,MEDINA,1,0,
1987,"McGinnis, Tom",Allegany,WILLING,,0,0,OB
1988,"Chautauqua Energy, Inc.",Chautauqua,GERRY,ONONDAGA-BASS ISLAND,0,0,OB
1974,Hunt Oil Co.,Allegany,ANDOVER,FULMER VALLEY,0,0,
1983,"Templeton Energy,  Inc.",Chautauqua,POMFRET,MEDINA,113,0,
1987,"Lenape Resources Corp., The",Wyoming,ORANGEVILLE,MEDINA,0,1,
1994,"Bischof, Dennis J",Erie,CLARENCE,MEDINA,0,1,
1984,"Carls, Kevin D",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,
1999,Columbia Natural Resources  LLC,Steuben,PRATTSBURG,BLACK RIVER,1,0,GX
1995,Seneca Resources Corporation,Erie,ORCHARD PARK,MEDINA,0,1,
1985,Newman & Uhl Producing Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1982,"Bounty Holdings, Incorporated",Chautauqua,CARROLL,MEDINA,0,1,
1986,"Dest Exploration, Inc.",Chautauqua,GERRY,MEDINA,1,0,GK
1968,Lenco Drilling Co.,Cattaraugus,OLEAN,BRADFORD,0,0,OC
1997,"Garman, Richard E.",Erie,AURORA,MEDINA,3,0,
1983,"Chautauqua Natural Gas Co., Inc",Chautauqua,VILLENOVA,MEDINA,4,0,
1967,Minard Run Oil Co.,Chautauqua,ELLERY,MEDINA,3,0,GX
1997,"D'Antoni, Vincenzo",Steuben,GREENWOOD,FULMER VALLEY,1,0,
1996,"Pefley Oil & Gas, Inc.",Chautauqua,BUSTI,MEDINA,1,0,GK
1997,"Shelex Drilling, Inc.",Chautauqua,SHERMAN,MEDINA,2,0,GX
1986,Flanigan Brothers,Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1998,Maple Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,OD
1999,Kenneth M. Wikinson Trust,Chautauqua,MINA,MEDINA,0,1,
1986,"American Penn Energy,  Inc.",Chautauqua,GERRY,MEDINA,8,0,GH
1992,"Dunn, Walter J. & Elixabeth Irrevocable Trust",Cayuga,SCIPIO,QUEENSTON,1,0,
1988,"Marieff Petroleum, Inc.",Chautauqua,WESTFIELD,MEDINA,1,0,GH
1983,Seis-Ex Geophysical Ltd,Chautauqua,KIANTONE,MEDINA,1,0,
1980,"Ensworth, B A & E V",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,
1998,"J M Resources, Inc.",Chautauqua,POMFRET,MEDINA,3,0,GX
1985,"Envirogas, Inc.",Chautauqua,ELLICOTT,MEDINA,7,0,"GK,GX"
1996,"Storch, Diane F.",Wyoming,BENNINGTON,MEDINA,1,0,
1991,"Cotton Well Drilling Company,  Inc.",Chautauqua,WESTFIELD,MEDINA,1,0,GK
1991,"Ardent Resources, Inc.",Allegany,GENESEE,ONONDAGA,1,2,GK
1996,Emerald Oil Company,Allegany,WIRT,RICHBURG,0,0,OC
1985,Meridian Exploration Corp.,Chautauqua,PORTLAND,MEDINA,3,0,GK
1997,"Stedman Energy, Inc.",Chautauqua,BUSTI,MEDINA,12,1,GK
1994,"Haywood, Henry G., Jr.",Chemung,VAN ETTEN,ORISKANY,1,0,
1983,"Midwest Exploration, Inc.",Erie,ELMA,MEDINA,1,0,
1991,"Lenape Resources Corp., The",Chautauqua,NORTH HARMONY,MEDINA,0,1,
1995,Bemus Point Central School District,Chautauqua,ELLERY,MEDINA,1,0,
1988,Berea Oil & Gas Corp.,Chautauqua,WESTFIELD,MEDINA,1,0,GH
1971,Iroquois Gas Corp.,Allegany,WILLING,ORISKANY,0,2,
1989,"O'Shanter Resources,  Inc.",Chautauqua,BUSTI,MEDINA,3,0,GH
1974,National Fuel Gas Supply Corp.,Erie,BRANT,MEDINA,0,6,
1989,Banks Gas Drilling Co.,Erie,EDEN,MEDINA,2,3,GK
1983,"Jennings, Alfred",Allegany,AMITY,SCIO,0,0,
1994,"Lischer, Donald A",Erie,ELMA,MEDINA,1,0,GK
1986,"J M Resources, Inc.",Chautauqua,VILLENOVA,MEDINA,1,0,GK
1992,U S Energy Development Corp.,Chautauqua,NORTH HARMONY,MEDINA,13,5,GH
1997,Petrolia Oil & Gas Co.,Allegany,SCIO,RICHBURG,0,0,OD
1997,Estate of  Richard G Smith,Allegany,GENESEE,RICHBURG,0,5,
1988,"Envirocorp, Inc.",Chautauqua,NORTH HARMONY,MEDINA,1,0,GH
1990,"Waltz, James A.",Chautauqua,RIPLEY,UPPER DEVONIAN,1,0,
1995,"Trahan Petroleum, Inc.",Cattaraugus,CONEWANGO,MEDINA,3,1,GH
1987,"Alden Aurora Gas Co.,  Inc.",Erie,LANCASTER,MEDINA,0,1,GK
1981,"Skiver, Allen D",Allegany,GENESEE,RICHBURG,1,0,
1982,"Bounty Holdings, Incorporated",Chautauqua,BUSTI,MEDINA,13,21,"GH,GK"
1995,Helmhold Oil,Allegany,WELLSVILLE,FULMER VALLEY,0,0,OC
1994,"Smith, Wayne L",Wyoming,WARSAW,MEDINA,1,0,
1986,Walker Exploration & Production Corp.,Chautauqua,RIPLEY,MEDINA,9,0,GK
1971,Helmhold Oil,Allegany,,FULMER VALLEY,0,0,OB
1997,Cunningham Natural Gas Corp.,Schuyler,DIX,UNKNOWN,0,1,
1991,"Eastern States Energy, Inc.",Erie,EVANS,MEDINA,11,0,GK
1974,National Fuel Gas Supply Corp.,Cattaraugus,OTTO,MEDINA,0,1,
1974,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,MEDINA,3,0,
1991,Texas Meridian Operating Co.,Chautauqua,SHERMAN,MEDINA,1,0,GX
1990,Columbia Natural Resources  LLC,Chautauqua,GERRY,MEDINA,1,0,GH
1992,"Otis Eastern Service, Inc.",Allegany,ANDOVER,PENNY & FULMER VALLEY,0,0,OC
1985,"Buffalo Block Company, Inc.",Erie,BUFFALO,MEDINA,1,0,
1998,"Short, Frank D.",Allegany,WELLSVILLE,WAUGH & PORTER,1,0,
1986,Gypsum Energy Management Co.,Genesee,DARIEN,MEDINA,2,0,"GR,GX"
1994,"Howles, William",Erie,ELMA,MEDINA,0,3,
1991,"Industrial Patterns, Inc.",Allegany,GENESEE,RICHBURG,2,0,
1998,"Esterline, Norma K.",Chautauqua,CLYMER,MEDINA,1,0,
1976,Anderson Oil Co.,Steuben,BATH,ONONDAGA,1,0,GX
1988,Meridian Exploration Corp.,Chautauqua,PORTLAND,MEDINA,3,0,GK
1984,W. A. Boser Oil,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OA
1986,"Templeton Energy,  Inc.",Chautauqua,STOCKTON,MEDINA,2,0,"GK,GX"
1983,21 West Green Street Associates,Chautauqua,POMFRET,MEDINA,1,0,
1993,"Subsea Oil & Gas, Inc.",Genesee,PEMBROKE,MEDINA,6,0,GK
1985,Joyce Western Corp.,Allegany,ANDOVER,FULMER VALLEY,3,3,
1987,"Stiegler, Richard M",Erie,CHEEKTOWAGA,MEDINA,1,0,
1986,Wood Oil Co.,Cattaraugus,OLEAN,BRADFORD,0,0,OA
1993,"Chautauqua Energy, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,10,0,GK
1986,Phelps Dodge Fuel Development Corp.,Erie,BOSTON,MEDINA,1,0,"GK,GX"
1989,"Operating Engineers Local 17 Training Fund, Inc.",Erie,HAMBURG,MEDINA,3,0,GK
1985,"Dawley, Sandra L.",Chautauqua,PORTLAND,MEDINA,2,0,GK
1991,"Pierce, Harold",Erie,MARILLA,MEDINA,1,0,
1996,"Lenape Resources, Inc.",Genesee,PAVILION,MEDINA,8,0,GI
1996,"Mt. Morris Drilling,  Inc.",Livingston,GROVELAND,MEDINA,2,0,
1999,"REI-NY, LLC",Chautauqua,GERRY,MEDINA,31,10,GH
1993,"Subsea Oil & Gas, Inc.",Erie,MARILLA,MEDINA,1,0,GK
1992,"Allen, Lillian B",Allegany,WELLSVILLE,FULMER VALLEY,0,0,OC
1981,"Wojcik, Anthony",Erie,LANCASTER,MEDINA,1,1,
1991,"Pan Energy Company, Inc.",Erie,BRANT,MEDINA,5,0,GK
1973,"Flint Oil & Gas, Inc.",Chautauqua,PORTLAND,MEDINA,1,0,GX
1995,Belden & Blake Corporation,Chautauqua,CHARLOTTE,MEDINA,16,1,GK
1998,"West Seneca, Town of",Erie,WEST SENECA,MEDINA,1,0,
1984,"Potter, Clair W",Chautauqua,BUSTI,GLADE,0,0,OA
1988,"Bounty Holdings, Incorporated",Chautauqua,ELLERY,MEDINA,1,0,GK
1985,Frontier Central School,Erie,HAMBURG,MEDINA,2,0,
1988,"Southwell, Russell  W",Chautauqua,BUSTI,GLADE,0,0,OB
1999,"Baldwin, Grace I",Allegany,BOLIVAR,FULMER VALLEY,0,0,OD
1993,"Rochez, Mary B.",Cattaraugus,PERRYSBURG,AKRON,1,0,
1976,Quaker State Corp.,Cattaraugus,OLEAN,BRADFORD,0,0,OB
1993,William Barnes Drlg & Prod Co.,Allegany,FRIENDSHIP,WAUGH & PORTER,0,0,OC
1993,Pennzoil Products Co.,Cattaraugus,OLEAN,BRADFORD,0,0,
1995,Meridian Exploration Corp.,Cayuga,SPRINGPORT,QUEENSTON,82,3,GC
1986,Clover Oil & Gas Co.,Genesee,DARIEN,MEDINA,1,0,"GK,GN"
1996,"Neyman, Robert L. & Maureen J.",Genesee,BATAVIA,MEDINA,1,0,
1996,"Vanderbosch, Robert & Madelyn",Cattaraugus,OTTO,MEDINA,1,0,
1999,"Subsea Oil & Gas, Inc.",Erie,ELMA,MEDINA,2,0,GK
1997,"Doolittle, Ruth",Livingston,YORK,MEDINA,1,0,
1996,"Excel Industries, Inc.",Erie,NEWSTEAD,MEDINA,0,1,
1993,"Lenape Resources Corp., The",Livingston,YORK,MEDINA,38,6,GI
1972,"Faulkner, M Gordon",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1984,Root Contracting,Allegany,SCIO,RICHBURG,0,0,
1981,"Church, Walter L",Chautauqua,GERRY,MEDINA,1,0,
1997,Chautauqua Lake Central School District,Chautauqua,CHAUTAUQUA,MEDINA,1,0,
1999,"Carr, Daniel Paul & Gill, Mary Eileen",Cattaraugus,ALLEGANY,BRADFORD THIRD,0,0,
1998,Gugino Greenhouses,Chautauqua,POMFRET,MEDINA,1,0,
1998,Benson Oil Co.,Allegany,GENESEE,RICHBURG,0,1,
1984,St Bonaventure University,Cattaraugus,ALLEGANY,,0,1,
1999,J. J. Bucher Producing Corporation,Cattaraugus,CARROLLTON,"CHIPMUNK, BRADFORD 2ND & 3RD",0,0,OD
1992,"Otis Eastern Service, Inc.",Allegany,ANDOVER,PENNY,0,0,OC
1974,Kaylar Development Co.,Allegany,,BRADFORD,0,0,OB
1993,National Fuel Gas Supply Corp.,Cattaraugus,OTTO,MEDINA,1,0,GK
1979,"Evinczik, Joseph A",Chautauqua,BUSTI,GLADE,2,1,OB
1997,"Steimle, Shirley L.",Cayuga,OWASCO,QUEENSTON,1,0,
1980,Le Roy Central School,Genesee,LE ROY,MEDINA,1,0,
1995,"Tiffany, Glenn O",Tioga,OWEGO,MARCELLUS,1,0,
1990,"Stelmach, Leo M.",Chautauqua,VILLENOVA,MEDINA,1,0,
1992,"Balcerzak, Mr. & Mrs. Raymond  R., Sr.",Erie,MARILLA,MEDINA,1,0,
1972,Wyckoff Development Co.,Steuben,JASPER,ORISKANY,1,1,GX
1991,"Evinczik, Paul M.",Chautauqua,BUSTI,GLADE,0,0,OB
1974,National Fuel Gas Supply Corp.,Erie,EVANS,MEDINA,2,0,
1999,Columbia Natural Resources  LLC,Schuyler,TYRONE,DRY WILDCAT,0,1,
1983,National Fuel Gas Supply Corp.,Ontario,WEST BLOOMFIELD,MEDINA,1,0,
1993,Transfuel Resources Co.,Chautauqua,HANOVER,MEDINA,9,0,GK
1980,"Dunkirk Ice Cream Co.,  Inc.",Chautauqua,DUNKIRK,MEDINA,1,0,
1999,Belden & Blake Corporation,Chautauqua,CHARLOTTE,MEDINA,7,3,"GH,GK"
1997,Christ The King Seminary,Erie,AURORA,MEDINA,2,0,
1975,"Thompson, Kenneth L",Erie,CLARENCE,MEDINA,0,0,
1987,"Desert Gas Exploration, Inc.",Chautauqua,CHARLOTTE,MEDINA,8,0,"GK,GX"
1984,"Templeton Energy,  Inc.",Chautauqua,DUNKIRK,MEDINA,20,0,GK
1995,"Weil Resources, Inc.",Erie,EDEN,MEDINA,4,0,GK
1989,Hopewell Oil Co.,Allegany,WIRT,WAUGH & PORTER,0,0,
1974,"Wilson, Peter R.",Allegany,,RICHBURG,0,0,OB
1972,"East View Farms, Inc.",Genesee,PAVILION,MEDINA,0,0,
1986,"Vossler, Merritt",Allegany,ALMA,RICHBURG,0,0,
1987,Estate of Edward Eckstrom,Chautauqua,BUSTI,GLADE,0,0,OX
1991,"Geo Ventures, Inc.",Erie,CONCORD,AKRON,1,0,
1975,"Jones, Merle R",Allegany,BOLIVAR,RICHBURG,0,0,OB
1996,"Nickerson, Royal",,,,0,0,
1967,"Warner Bros Well Drilling, Inc",Erie,HOLLAND,MEDINA,4,0,GX
1983,Keicher Brothers Enterprises,Wyoming,BENNINGTON,MEDINA,1,1,
1991,Altimus & Associates,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,"OA,OC"
1992,Columbia Natural Resources  LLC,Chautauqua,CHERRY CREEK,MEDINA,1,0,GH
1987,"GFS Energy, Inc.",Wyoming,PERRY,MEDINA,2,0,GK
1982,New York Natural Gas Co.,Erie,ELMA,MEDINA,8,0,GK
1982,"Envirogas, Inc.",Cattaraugus,GREAT VALLEY,MEDINA,0,1,
1995,"Smith, Wayne P.",Allegany,RUSHFORD,UPPER DEVONIAN,0,1,
1981,"Deptuch, Michael Estate",Cayuga,LOCKE,QUEENSTON,1,0,
1989,"Midwest Exploration, Inc.",Genesee,PEMBROKE,MEDINA,4,0,GK
1984,Dan Gernatt Farms,Erie,NORTH COLLINS,MEDINA,1,0,
1974,"Pagels, James",Allegany,WELLSVILLE,FULMER VALLEY,0,0,
1990,"Engx, Inc.",Chautauqua,BUSTI,MEDINA,1,0,GK
1999,United States Gypsum Co.,Genesee,PEMBROKE,MEDINA,2,0,"GH,GK,GR"
1992,"Dubisz, Lorraine",Erie,ELMA,MEDINA,1,0,
1986,"Sprague, Edward Jr",Cattaraugus,PERRYSBURG,AKRON,1,0,
1999,Alden Central School District,Erie,ALDEN,MEDINA,1,0,
1987,Goldenrod Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,
1984,"Eclipse Management Assoc., Inc",Chautauqua,SHERMAN,MEDINA,6,0,GK
1986,B B & K Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,OB
1990,"Lenape Resources Corp., The",Chautauqua,ELLERY,ONONDAGA-BASS ISLAND,4,7,"GK,OB"
1993,"Rogers, Effie",Ontario,BRISTOL,MEDINA,1,0,
1995,U S Energy Development Corp.,Chautauqua,WESTFIELD,MEDINA,3,0,GH
1995,Seneca Resources Corporation,Cattaraugus,DAYTON,ONONDAGA,4,0,GK
1986,Walker Exploration & Production Corp.,Chautauqua,KIANTONE,MEDINA,1,0,"GK,GX"
1994,Seneca Resources Corporation,Erie,EDEN,MEDINA,2,0,GK
1994,"Chautauqua Energy, Inc.",Chautauqua,RIPLEY,MEDINA,6,0,GK
1996,"Buss, Morton K.",Chautauqua,WESTFIELD,MEDINA,1,0,
1989,CNG Transmission Corp.,Livingston,LEICESTER,MEDINA,7,0,GX
1969,J. J. Bucher Producing Corporation,Allegany,BOLIVAR,,0,0,OB
1987,Gastec Energy Corp.,Erie,NORTH COLLINS,MEDINA,5,0,GK
1982,Columbia Gas Transmission Corp.,Chautauqua,POLAND,MEDINA,0,2,
1983,Mitchell Exploration Corp.,Cattaraugus,MACHIAS,MEDINA,0,1,
1972,Iroquois Gas Corp.,Allegany,INDEPENDENCE,FULMER VALLEY,4,0,GX
1987,Interco Energy Development Corp,Cattaraugus,FREEDOM,MEDINA,6,0,GX
1984,Har-Go Farms,Genesee,PAVILION,,0,1,
1983,K & M Oil Co.,Chautauqua,BUSTI,GLADE,0,0,
1975,Helmhold Oil,Allegany,,,8,0,OB
1996,"Cotton Well Drilling Company,  Inc.",Erie,CONCORD,MEDINA,3,0,GK
1988,Shawnee Operating Co.,Erie,BRANT,MEDINA,18,0,GU
1995,M. J. McCaffery Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1999,"Masoodi Mini Ventures, Inc.",Erie,CONCORD,MEDINA,1,0,GK
1999,"Miller, William J II",Erie,EDEN,MEDINA,0,1,
1993,Newman Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OC
1969,"Kabel, Ruth, G.",Erie,ORCHARD PARK,MEDINA,2,0,GX
1991,Dan Gernatt Farms,Erie,NORTH COLLINS,MEDINA,0,1,
1996,"McGill, Dennis M.",Chautauqua,MINA,MEDINA,1,0,
1974,"Borglum, Elsie J.",Yates,,,1,0,
1999,"Stephan, Phillip D.",Cattaraugus,ALLEGANY,BRADFORD,0,2,OD
1987,"Abarta Oil & Gas, Inc.",Erie,TONAWANDA,MEDINA,0,1,
1979,Thropp Oil & Gas Corp.,Cattaraugus,ALLEGANY,BRADFORD,0,0,
1986,"Desert Gas Exploration, Inc.",Chautauqua,CHARLOTTE,MEDINA,4,0,"GK,GX"
1985,Ginell Oil & Gas Association.,Erie,EVANS,MEDINA,1,0,GK
1997,"Hemlock Oil & Gas Co., Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1991,Har-Go Farms,Genesee,PAVILION,MEDINA,1,0,
1994,B & H Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,"GK,OC"
1997,Emerald Oil Company,Allegany,WIRT,RICHBURG,0,0,OD
1988,Walker Exploration & Production Corp.,Cattaraugus,LEON,MEDINA,0,1,
1989,"Bucher, Charles J",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1979,P & N Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,"GT,OA"
1984,"Boswell, Estate of James B.",Chautauqua,BUSTI,GLADE,0,0,OA
1986,"Church, Walter L",Chautauqua,GERRY,MEDINA,1,0,
1994,"Boberg, Agnes",Cattaraugus,FREEDOM,MEDINA,2,0,
1998,"Heintz Gas & Oil Co., Inc.",Chautauqua,SHERIDAN,MEDINA,3,0,GX
1992,"Boser, Kenneth M.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1995,"Carls, Thomas A",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1996,Thomas A Miller Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1989,Carterr Oil Company,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1987,"Musser, S.  T.",Chautauqua,BUSTI,GLADE,0,0,OA
1985,"Thompson, Kenneth L",Erie,CLARENCE,MEDINA,1,0,
1984,"Eclipse Management Assoc., Inc",Chautauqua,WESTFIELD,MEDINA,25,0,GK
1997,"Herberger, Donald",Genesee,BETHANY,MEDINA,1,0,
1992,Kellner Oil,Cattaraugus,OLEAN,BRADFORD,0,0,OC
1997,Seneca Resources Corporation,Chautauqua,POMFRET,MEDINA,7,0,GK
1976,"Sprague, Edward Jr",Cattaraugus,PERRYSBURG,AKRON,0,1,
1989,"Lenape Resources Corp., The",Genesee,PAVILION,MEDINA,2,2,GX
1976,National Fuel Gas Supply Corp.,Chautauqua,POMFRET,MEDINA,1,1,
1985,"Church, Walter L",Chautauqua,GERRY,MEDINA,1,0,
1995,"Connors, Robert & Shirley",Ontario,WEST BLOOMFIELD,MEDINA,1,0,
1995,"Edler, John L. & John W.",Cattaraugus,PERRYSBURG,ONONDAGA,1,0,
1988,"Stephan, Phillip D.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1981,Genoa & Co.,Chautauqua,POMFRET,MEDINA,2,0,GK
1977,West Brothers,Wyoming,,MEDINA,6,0,GX
1980,"Consolidated Exploration  & Gathering, Inc.",Erie,CONCORD,MEDINA,0,11,
1995,"Basic Energy Producers, Inc.",Chautauqua,PORTLAND,MEDINA,5,0,GK
1978,"Red Wing Co., Inc.",Chautauqua,POMFRET,MEDINA,4,0,
1991,Pine Oil Co.,Allegany,GENESEE,RICHBURG,0,0,
1999,Seneca Resources Corporation,Chautauqua,ELLICOTT,MEDINA,12,0,GK
1976,Moose Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,OB
1996,Lomak Operating Company,Chautauqua,MINA,MEDINA,1,0,GK
1983,Beane Energy Corp.,Erie,ALDEN,MEDINA,5,0,
1993,"Resource America, Inc.",Chautauqua,NORTH HARMONY,MEDINA,1,1,GH
1972,"Cook, Mary Scott",Allegany,ALMA,RICHBURG,0,0,OB
1991,"J M Resources, Inc.",Chautauqua,DUNKIRK,MEDINA,1,0,GK
1989,CNG Transmission Corp.,Erie,CONCORD,MEDINA,11,0,GX
1979,"Sorrento Cheese Co., Inc.",Erie,BUFFALO,MEDINA,1,0,
1991,"Fairbank, A. Joseph",Chautauqua,HARMONY,MEDINA,1,0,GX
1995,"Skora, James B",Erie,NORTH COLLINS,MEDINA,1,0,
1981,"West Seneca, Town of",Erie,WEST SENECA,MEDINA,1,0,
1999,"Universal Resources Holdings, Incorporated",Chautauqua,CHARLOTTE,ONONDAGA,3,0,GK
1991,Cotter Merchandise Storage Co.,Cattaraugus,DAYTON,MEDINA,1,0,
1984,"Ventura, James",Allegany,BOLIVAR,RICHBURG,0,0,
1990,C.J. Gas,Chautauqua,CHARLOTTE,MEDINA,1,0,
1972,"Jennings, Earl",Allegany,WIRT,RICHBURG,0,0,
1999,NY Conference Association of Seventh-Day Adventist,Cayuga,SPRINGPORT,QUEENSTON,2,0,
1983,Columbia Gas Transmission Corp.,Livingston,LEICESTER,MEDINA,0,1,
1988,Mitchell Exploration Corp.,Seneca,TYRE,QUEENSTON,0,1,
1998,Lomak Operating Company,Erie,ELMA,MEDINA,5,0,GK
1990,National Fuel Gas Supply Corp.,Genesee,DARIEN,MEDINA,7,0,GK
1998,"Woolson, Arthur A. and Faith S",Chautauqua,ARKWRIGHT,MEDINA,1,0,
1995,Onondaga Environmental Institute,Onondaga,LAFAYETTE,,0,0,
1999,Belden & Blake Corporation,Chautauqua,ARKWRIGHT,MEDINA,49,7,GK
1994,"Weil Resources, Inc.",Erie,CONCORD,MEDINA,3,0,GK
1983,"Arapaho Ventures of NY, Inc.",Wyoming,WARSAW,MEDINA,4,0,
1986,"Universal Resources Holdings, Incorporated",Chautauqua,CHARLOTTE,MEDINA,9,0,GH
1983,National Fuel Gas Supply Corp.,Allegany,ALMA,CHEMUNG,29,1,
1988,"Envirogas, Inc.",Chautauqua,HARMONY,MEDINA,5,1,"GH,GK"
1989,National Fuel Gas Supply Corp.,Ontario,BRISTOL,MEDINA,2,0,GK
1992,"Yonker, Gary J. & Rosemary A.",Chautauqua,SHERMAN,MEDINA,1,0,
1976,"Flint Oil & Gas, Inc.",Erie,EVANS,MEDINA,3,0,GK
1979,"Farrell, Thomas J",Cattaraugus,CARROLLTON,BRADFORD,0,0,OA
1995,"Alden Aurora Gas Co.,  Inc.",Erie,ALDEN,MEDINA,7,0,GN
1999,Perry Gas Co.,Wyoming,PERRY,MEDINA,1,0,GP
1987,Myron Coss Gas Energy Co.,Erie,BRANT,MEDINA,2,0,GK
1983,"Winger, Philip G. & Diane E.",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,
1997,"Witkowski, Dave",Chautauqua,CHERRY CREEK,MEDINA,1,0,GX
1984,Wainoco.Oil & Gas Co.,Cattaraugus,LEON,MEDINA,8,1,GH
1991,B B & K Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OB
1985,"S & M Resources,  Inc.",Chautauqua,ELLERY,ONONDAGA,0,0,"GH,OB"
1978,"Aurelius Gas Company, Inc.",Seneca,AUBURN,QUEENSTON,4,0,GX
1996,Columbia Natural Resources  LLC,Chautauqua,CLYMER,MEDINA,3,0,GH
1985,"Warriner, Wayne",Steuben,GREENWOOD,PENNY,1,0,
1999,Belden & Blake Corporation,Erie,WALES,MEDINA,1,0,GK
1986,"Envirogas, Inc.",Chautauqua,POLAND,MEDINA,1,2,GH
1997,"Stephan, Phillip D.",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OA
1986,"American Penn Energy,  Inc.",Erie,CONCORD,MEDINA,1,0,GK
1993,Gastec Energy Corp.,Erie,NORTH COLLINS,MEDINA,5,0,GK
1987,"American Penn Energy,  Inc.",Chautauqua,CHERRY CREEK,MEDINA,2,0,GH
1993,Woodmere Energy 1982 Drilling Program,Genesee,ALEXANDER,MEDINA,6,0,GX
1996,"Chautauqua Energy, Inc.",Chautauqua,GERRY,ONONDAGA,1,0,GK
1995,L. W. Resources,Erie,COLLINS,MEDINA,1,0,GK
1982,Alfred University,Allegany,ALFRED,ORISKANY,1,0,
1972,"Wanamaker, Raymond & Aletha",Erie,HOLLAND,MEDINA,3,0,GX
1982,"JFS Energy Enterprises, LLC",Erie,HAMBURG,MEDINA,12,0,GK
1974,National Fuel Gas Supply Corp.,Erie,EDEN,MEDINA,2,0,
1988,Columbia Gas Transmission Corp.,Chautauqua,CHERRY CREEK,MEDINA,1,0,GH
1975,"Basic Energy Producers, Inc.",Chautauqua,POMFRET,MEDINA,2,0,GK
1995,"Envirogas, Inc.",Erie,ALDEN,MEDINA,2,0,GK
1990,Cabot Oil & Gas Corp.,Yates,TORREY,MEDINA-QUEENSTON,1,1,GX
1972,Homestead Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,OB
