UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
3740,Stockport Council,271501-Information Communication Technology : Services : ,Integrated Library Management system,Exemption,Contract,01-Apr-17,32,32,24-Dec-19,No,24-Dec-19,01-Jan-19,"Â£22,500.00","Â£60,000.00",Civica UK Ltd,Large,01628868,SW15 6AR,Stockport- Services to Place
3819,Stockport Council,182012-Environmental Services : Waste Management : Recycling,Recycling and Environmental Campaign,Tender,Contract,01-Sep-17,24,24,31-Aug-19,No,31-Aug-19,31-Mar-19,"Â£100,000.00","Â£100,000.00",Keep Britain Tidy,Medium,6642111,WN3 8AR,Stockport- Services to Place
3822,Stockport Council,261400-Human Resources : Temporary & Agency Staff : ,Agency and Interim Arrangements,Mini Competition (External),Contract,20-Dec-16,37,49,28-Jan-20,No,28-Jan-21,28-Jan-18,"Â£1,400,000.00","Â£5,600,000.00",Reed Specialist Recruitment Limited,Large,06903140 ,WC2A 1DT,Stockport- Services to People
3841,Stockport Council,361000-Public Transport : Fleet Management : ,Stockport Car Club,Mini Competition (External),Framework Agreement,17-Mar-17,12,24,17-Jul-19,Yes,17-Jul-19,31-Oct-18,"Â£24,000.00","Â£48,000.00",City Car Club Limited Trading as Enterprise Car Club,Small,2946689,TW20 9FB,Stockport- Corporate & Support Services
3915,Stockport Council,271501-Information Communication Technology : Services : ,Revenues & Benefits Outbound Mail Services,Call Off (External),Contract,01-Oct-17,24,48,30-Sep-19,Yes,30-Sep-21,01-Nov-18,"Â£104,012.00","Â£208,024.00",DSI Billing,Medium,3823171,RM9 6BF,Stockport- Corporate & Support Services
3924,Stockport Council,159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,OJEU Tender,Framework Agreement,18-Oct-18,24,48,12-Sep-20,No,12-Sep-22,18-Oct-19,"Â£4,280,000.00","Â£17,120,000,00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to Place
3924,Stockport Council,159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,-,-,-,-,-,-,-,-,-,-,-,AECOM,Large ,1846493,SW19 4DR,Stockport- Services to Place
3924,Stockport Council,159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,-,-,-,-,-,-,-,-,-,-,-,Wilde Consultants Ltd,SME,2603960,SK1 3HS,Stockport- Services to Place
3924,Stockport Council,159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,-,-,-,-,-,-,-,-,-,-,-,Mott MacDonald Ltd,Large ,1243967,CR0 2EE,Stockport- Services to Place
3924,Stockport Council,159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,-,-,-,-,-,-,-,-,-,-,-,Pell Frischmann Consultants Ltd,Large ,1777946,W1U 3PD,Stockport- Services to Place
3924,Stockport Council,159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,-,-,-,-,-,-,-,-,-,-,-,Clancy Consulting Ltd,SME,3693529,WA14 4NX,Stockport- Services to Place
3924,Stockport Council,159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,-,-,-,-,-,-,-,-,-,-,-,SANDERSON WATTS ASSOCIATES,SME,4107494,WN3 4HG,Stockport- Services to Place
3924,Stockport Council,159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,-,-,-,-,-,-,-,-,-,-,-,Local Transport Projects Ltd,SME,5295328,HU17 0NW,Stockport- Services to Place
3924,Stockport Council,159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,-,-,-,-,-,-,-,-,-,-,-,Atkins Limited,Large ,688424,KT18 5BW,Stockport- Services to Place
4011,Stockport Council,151000-Consultancy : Business : ,FOOD & BEVERAGE SECTOR DEVELOPMENT SUPPORT,Tender,Contract,11-Sep-17,12,24,01-Sep-19,Yes,10-Sep-19,01-Mar-19,"Â£40,000.00","Â£80,000.00",FoodSync,Small,10259059,SK1 1EU,Stockport- Services to Place
4016,Stockport Council,151900-Consultancy : Management : ,Stockport Strategic Property Partnership Alliance Agreement,OJEU Tender,Contract,29-Jan-14,120,180,28-Jan-24,No,28-Jan-29,28-Jan-23,"Â£46,000,000.00","Â£695,000,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to Place
4016,Stockport Council,151900-Consultancy : Management : ,Stockport Strategic Property Partnership Alliance Agreement,-,-,-,-,-,-,-,-,-,-,-,Carillion PLC,Large,3782379,WV3 0SR,Stockport- Services to Place
4016,Stockport Council,151900-Consultancy : Management : ,Stockport Strategic Property Partnership Alliance Agreement,-,-,-,-,-,-,-,-,-,-,-,CBRE Limited,Large,3536032,EC4M 7HP,Stockport- Services to Place
4016,Stockport Council,151900-Consultancy : Management : ,Stockport Strategic Property Partnership Alliance Agreement,-,-,-,-,-,-,-,-,-,-,-,"Carillion(AMBS) Ltd, ",Large,SC020258,G72OFT,Stockport- Services to Place
4017,Stockport Council,271400-Information Communication Technology : Office & Reprographics Equipment : ,Multi-functional devices (MFDÂs) ,Mini Competition (External),Contract,18-Nov-17,60,84,17-Nov-22,No,17-Nov-24,01-Apr-22,"Â£215,000.00","Â£1,505,000.00",Xerox (UK) Ltd,Large,00330754,UB8 1HS,Stockport- Corporate & Support Services
4022,Stockport Council,111000-Catering : Banquet & Catering : ,Supply of Hot & Cold Food for Events at Stockport Town Hall and Accompanying Outlets,Exemption,Contract,01-Jul-16,12,33,30-Sep-19,Yes,30-Sep-19,01-Aug-17,"Â£80,000.00","Â£200,000.00",Mosaic Catering,Small,7159561,M12 4AH,Stockport- Corporate & Support Services
4029,Stockport Council,321600-Social Community Care Supplies & Services - Adult : Domiciliary Care : Reablement,"Home Support Â W.I.R.E (Wellbeing, Independence, Responsive Ethical)",Tender,Contract,02-Oct-17,24,24,01-Oct-19,No,01-Oct-19,01-Apr-19,"Â£220,000.00","Â£440,000.00",New Hope Limited,Medium,5710864,B68 8AE,Stockport- Services to People
4030,Stockport Council,321600-Social Community Care Supplies & Services - Adult : Domiciliary Care : Reablement,Better at Home,Tender,Contract,02-Oct-17,24,24,01-Oct-19,No,01-Oct-19,01-Apr-19,"Â£220,000.00","Â£440,000.00",Smartway Health and Social Care Limited,SME,9781594,OL6 6LB,Stockport- Services to People
4080,Stockport Council,129999-Cemetery & Crematorium : Not Elsewhere Classified : ,Mortuary Services,Exemption,Contract,01-Oct-17,24,24,30-Sep-19,No,30-Sep-19,31-Mar-19,"Â£241,000.00","Â£482,000.00",Stockport NHS Foundation Trust ,NHS,Trust - Not Required,SK2 7JE,Stockport- Services to People
4087,Stockport Council,231400-Highway Equipment & Materials : Street Lighting : ,Street Lighting Framework,Mini Competition (External),Contract,01-Apr-18,48,60,31-Mar-22,No,31-Mar-23,01-Oct-21,"Â£687,652.96","Â£3,438,264.80",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to Place
4087,Stockport Council,231400-Highway Equipment & Materials : Street Lighting : ,Street Lighting Framework,-,-,-,-,-,-,-,-,-,-,-,Marwood Ltd,Large,6303777,WS9 8PT ,Stockport- Services to Place
4087,Stockport Council,231400-Highway Equipment & Materials : Street Lighting : ,Street Lighting Framework,-,-,-,-,-,-,-,-,-,-,-,Lucy Zodion,Large,7448407,OX2 6EE ,Stockport- Services to Place
4091,Stockport Council,401603-Social Community Care Supplies & Services - Children : Youth Services : Transition Between Children & Adults,Appropriate Adult Service,Tender,Contract,01-Jun-18,34,58,31-Mar-21,No,31-Mar-23,01-Dec-20,-,-,Child Action North West,SME,820660,BB1 9LL,Stockport- Services to People
4107,Stockport Council,261300-Human Resources : Recruitment & Assessment : ,TEP Bursary,Exemption,Contract,01-Sep-17,24,24,31-Aug-19,No,31-Aug-19,01-Mar-18,"Â£16,950.00","Â£16,950.00",University of Sheffield,Large,RC000667,S10 2GW,Stockport- Services to People
4143,Stockport Council,271440-Information Communication Technology : Software : ,Job Evaluation Software,Exemption,Contract,16-Sep-17,36,36,15-Sep-20,No,15-Sep-20,14-Jun-20,"Â£12,620.00","Â£37,860.00",Northgate Human Resources (Northgate Arinso UK Ltd),Large,1587537,HP2 4NW,Stockport- Services to People
4150,Stockport Council,129999-Cemetery & Crematorium : Not Elsewhere Classified : ,Mortuary and Post Mortem Services,Exemption,Contract,29-Sep-17,36,132,28-Sep-20,No,28-Sep-28,28-Jun-20,"Â£1,074,014.00","Â£11,814,154.00",Tameside General Hospital (Tameside & Glossop NHS Foundation Trust),NHS,Trust - Not Required,OL6 9RW ,Stockport- Corporate & Support Services
4159,Stockport Council,271440-Information Communication Technology : Software : ,Taxi Driver Online Knowledge Test,Quote,Contract,01-Oct-17,12,48,30-Sep-21,Yes,30-Sep-21,01-Jun-21,"Â£12,000.00","Â£48,000.00",Personnel Checks Limited,medium,08101751,BB1 1FB,Stockport- Services to People
4168,Stockport Council,401406-Social Community Care Supplies & Services - Children : Specialist Needs : Leaving Care Services,16 Plus Care Leavers DPS,OJEU Tender,DPS (Dynamic Purchasing System),01-Oct-15,36,48,30-Sep-19,Yes,30-Sep-19,30-Jan-19,-,-,Approved supplier list maintained by the Council. Contact STAR Procurement for further details,,,,Stockport- Services to People
4170,Stockport Council,121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (West and City Coronial Districts),OJEU Tender,Framework Agreement,01-Apr-18,48,48,31-Mar-22,No,31-Mar-22,31-Mar-21,"Â£305,970.00","Â£1,223,880.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Corporate & Support Services
4170,Stockport Council,121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (West and City Coronial Districts),-,-,-,-,-,-,-,-,-,-,-,Kane funeral service,SME,10703888,WA10 2JJ,Stockport- Corporate & Support Services
4170,Stockport Council,121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (West and City Coronial Districts),-,-,-,-,-,-,-,-,-,-,-,Bate & Holland ,SME,7550105,M191FE,Stockport- Corporate & Support Services
4179,Stockport Council,261500-Human Resources : Training & Conferences : ,Migrant and Community Wellbeing Project,Quote,Contract,01-Sep-17,24,24,31-Aug-19,No,31-Aug-19,31-May-19,"Â£11,800.00","Â£23,600.00",NHS Stockport Clinical Commissioning,NHS,,SK4 1BS,Stockport- Services to People
4181,Stockport Council,151000-Consultancy : Business : ,Management of Stockport Market,Tender,Contract,01-Sep-18,60,84,31-Aug-23,No,31-Aug-25,20-Feb-23,"Â£175,214.00","Â£1,226,500.00",Market Place Management ,Micro,6253601,Ol7 0JG,Stockport- Services to Place
4185,Stockport Council,199999-Facilities & Management Services : Not Elsewhere Classified : ,"Framework for Provision of Library Re-fit Works, Goods and Services",Mini Competition (External),Framework Agreement,01-Nov-17,35,35,30-Sep-20,No,30-Sep-20,01-Aug-18,"Â£50,000.00","Â£150,000.00",The Design Concept,SME,6482850,G72 8JJ,Stockport- Services to Place
4186,Stockport Council,271501-Information Communication Technology : Services : ,Digital Inclusion,Tender,Contract,01-Apr-18,24,24,31-Mar-20,No,,01-Jan-20,"Â£120,000.00","Â£120,000.00",Good Things Foundation,Small,5887661,S1 2ET,Stockport- Corporate & Support Services
4198,Stockport Council,159999-Consultancy : Not Elsewhere Classified : ,Migrant and Community Wellbeing Project,Exemption,Contract,01-Sep-17,24,24,31-Aug-19,No,31-Aug-19,31-May-19,"Â£20,400.00","Â£40,800.00",Training & Support for Services & Exiles (TS4SE),Small,6578514,M19 2EU,Stockport- Services to People
4258,Stockport Council,271440-Information Communication Technology : Software : ,PMS System,Exemption,Contract,01-Feb-17,46,46,30-Nov-20,No,30-Nov-20,29-Jul-20,"Â£13,345.00","Â£13,345.00",GuestLine Limited,Large,02661520,SY2 6LG,Stockport- Corporate & Support Services
4269,Stockport Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Support at Home FPS (Homecare),OJEU Tender (Light Touch),Contract,01-Sep-18,120,120,31-Aug-28,No,31-Aug-28,01-Sep-27,"Â£35,000,000.00","Â£350,000,000.00",various,various,various,various,Stockport- Services to Place
4287,Stockport Council,419999-Social Community Care Supplies & Services : Not Elsewhere Classified : ,Support for Young Carers,Tender,Contract,01-Apr-18,36,60,31-Mar-21,No,31-Mar-23,01-Sep-20,"Â£108,761.00","Â£543,805.00",Signpost Stockport for Carers,Small,4176004,SK4 3LD,Stockport- Services to People
4317,Stockport Council,152050-Consultancy : Property : ,Housing Stock Modelling,Exemption,Contract,01-Jan-18,36,36,31-Dec-20,No,31-Dec-20,30-Sep-20,"Â£10,837.00","Â£32,511.00",BRE (Building Research Establishment),Large,03548352,WD25 9XX,Stockport- Services to Place
4321,Stockport Council,271600-Information Communication Technology : Software : Customised & Bespoke,School Budgeting Software,Call Off (External),Contract,15-Feb-16,48,48,14-Feb-20,Yes,14-Feb-20,01-Sep-19,"Â£50,150.00","Â£200,600.00",Softcat Plc,Large,02174990,M12 6JH,Stockport- Services to People
4322,Stockport Council,271200-Information Communication Technology : Hardware : ,Replacement of RFID Kiosks,Call Off (External),Contract,15-Feb-18,60,60,14-Feb-23,No,14-Feb-23,01-Jun-22,"Â£165,000.00","Â£165,000.00",Bibliotheca,SME,02983151,SK8 7BS,Stockport- Corporate & Support Services
4362,Stockport Council,271440-Information Communication Technology : Software : ,Data Assessment Package for Schools,Exemption,Contract,01-Feb-18,36,36,31-Jan-21,No,31-Jan-21,01-Oct-20,"Â£3,975.00","Â£11,925.00",Board Works Ltd,Small,04064340,OX4 1LF,Stockport- Services to People
4368,Stockport Council,201800-Financial Services : Insurance : ,Insurance: Lot 6: Liability & Lot 12: Directors & Officers,OJEU Tender,Contract,01-Dec-17,36,60,30-Nov-20,No,29-Nov-22,30-Nov-19,"Â£375,500.00","Â£1,763,685.00",Risk Management Partners Ltd,Large,2989025,EC4N 8AW,Stockport- Corporate & Support Services
4369,Stockport Council,201820-Financial Services : Insurance : Property,Insurance: Lot 3: Leaseholders Property,OJEU Tender,Contract,01-Dec-17,36,60,30-Nov-20,No,29-Nov-22,30-Nov-19,"Â£59,626.94","Â£298,134.70",NIG: Arthur J. Gallagher Insurance Brokers Ltd,Large,SC108909,G2 7AT,Stockport- Corporate & Support Services
4370,Stockport Council,201800-Financial Services : Insurance : ,Insurance: Lot 4: All Risks (art & regalia),OJEU Tender,Contract,01-Dec-17,36,60,30-Nov-20,No,29-Nov-22,30-Nov-19,"Â£4,594.60","Â£22,973.00",AXA Art Insurance UK SE,Large,HRB91336,"51067 Koln, Germany",Stockport- Corporate & Support Services
4371,Stockport Council,201800-Financial Services : Insurance : ,Insurance: Lot 5: Terrorism,OJEU Tender,Contract,01-Dec-17,36,60,30-Nov-20,No,29-Nov-22,30-Nov-19,"Â£28,500.00","Â£142,500.00",Chaucer Syndicates Limited,Large,9588515,E5 9AB,Stockport- Corporate & Support Services
4384,Stockport Council,271200-Information Communication Technology : Hardware : ,Open Library System ,Call Off (External),Contract,21-Jan-18,60,60,01-Feb-23,No,01-Feb-23,01-Aug-22,"Â£9,936.46","Â£157,825.80",Bibliotheca,Large,02983151,SK8 7BS,Stockport- Corporate & Support Services
4397,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,"Children's Rights, Independent Visitors and Advocacy Services",Tender,Contract,01-Apr-18,36,48,31-Mar-21,Yes,31-Mar-22,01-Oct-21,"Â£30,000.00","Â£120,000.00",Coram Voice,VCSE,3050826,WC1N 2QA,Stockport- Services to People
4409,Stockport Council,151515-Healthcare : Public Health : Not Elsewhere Classified,GoodGym,Exemption,Contract,01-Mar-18,25,25,31-Mar-20,No,31-Mar-20,01-Dec-19,"Â£12,500.00","Â£25,000.00",GoodGym,VCSE,6995775,WC2R 1LA,Stockport- Services to People
4413,Stockport Council,271440-Information Communication Technology : Software : ,E Learning Tool,Exemption,Contract,14-Mar-18,36,48,13-Mar-21,No,13-Mar-22,09-Sep-19,"Â£28,741.00","Â£114,964.00",Learning Pool Limited,Medium,NI060102 ,BT48 7EL ,Stockport- Corporate & Support Services
4422,Stockport Council,201800-Financial Services : Insurance : ,Loss Adjustment Services - Loss adjusting services for our property damage claims as well as for our Balance of Risk claims,RBS - Low/Med - Simple (RFQ),Contract,01-Apr-19,19,43,28-Nov-20,No,28-Nov-22,01-Aug-20,"Â£6,700.00","Â£33,333.00",McClarens ,SME,2561541,EC3N 1DY,Stockport- Corporate & Support Services
4437,Stockport Council,271440-Information Communication Technology : Software : ,BIM Software and Specialist Training Service,RBS - Low/Med - Simple (RFQ),Contract,01-Apr-18,36,48,31-Mar-21,No,31-Mar-22,01-Oct-19,"Â£30,000.00","Â£120,000.00",Cadassist Ltd,Small,01994562,SK7 1AH,Stockport- Services to Place
4442,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Acorn Training Ltd,Medium,6517343,ST6 6BD,Stockport- Services to People
4461,Stockport Council,121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (South Coronial District),OJEU Tender,Framework Agreement,01-Apr-18,24,24,31-Mar-20,No,31-Mar-20,31-Mar-19,"Â£141,460.00","Â£565,840.00",Kane Funeral Service,SME,10703888,WA10 2JJ,Stockport- Corporate & Support Services
4471,Stockport Council,271440-Information Communication Technology : Software : ,Locta Tracing Solution Software,Exemption,Contract,01-Apr-18,60,60,31-Mar-23,No,31-Mar-23,01-Dec-22,"Â£2,800.00","Â£14,000.00",Magnet Solutions Ltd,Small,04304138,M3 3EB,Stockport- Corporate & Support Services
4476,Stockport Council,181700-Environmental Services : Street Lighting : ,Stockport Festive Lights Programme,OJEU Tender,Contract,28-Sep-18,28,63,15-Jan-21,No,15-Jan-24,01-Sep-20,"Â£77,600.00","Â£388,000.00","Blachere Illumination Ltd - Lot 1
 Gala Lights Ltd - Lot 2",Small,"Blachere - SC152939, 
Gala Lights - 2927734","KY15 7LB, ME20 7NT",Stockport- Services to Place
4479,Stockport Council,271440-Information Communication Technology : Software : ,"LACHS Claim Handling System Update, Support and Maintenance",Exemption,Contract,30-Apr-18,60,60,29-Apr-23,No,29-Apr-23,01-Dec-22,"Â£4,999.00","Â£31,495.00",JC Applications Developments Ltd,Small,07000813,GU33 6JS,Stockport- Corporate & Support Services
4504,Stockport Council,"321010-Social Community Care Supplies & Services - Adult : Advice, Advocacy & Counselling Services : ",Citizen Advice Service,Local Services,Contract,01-Apr-19,12,36,31-Mar-20,No,31-Mar-22,01-Dec-19,"Â£200,000.00","Â£1,953,000.00",Pennine West Citizens Advice Bureau Ltd TA Citizens Advice Stockport,VCSE,8290395,OL1 1HP,Stockport- Services to People
4552,Stockport Council,311410-Healthcare : Occupational Therapy Services : ,Occupational Therapy Support,RBS - Low/Med - Simple (RFQ),Contract,16-Jul-18,12,12,15-Jul-19,No,15-Jul-19,01-Mar-18,"Â£20,000.00","Â£20,000.00", Access Independent Ltd,Small,4664905,CB1 2SN,Stockport- Services to People
4579,Stockport Council,SOCIAL CARE SERVICES : Adult,Provision of Framework for Residential & Nursing Care for Older People,Procured by Other,Contract,01-Jun-19,48,48,31-May-23,-,31-May-23,01-Jan-23,,,Various,Various,Various,Various,Stockport- Services to People
4582,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Therapy Services Â Valley School at Overdale Centre,Quote (DO NOT USE),Contract,01-Sep-18,11,22,31-Jul-19,No,31-Jul-20,31-Jan-19,"Â£25,000.00","Â£50,000.00",SpeechWise Therapy and Manchester Occupational Therapy Services (MOTS),SME,10936222,SK5 7DL,Stockport- Services to People
4594,Stockport Council,151510-Healthcare : Public Health : ,Suicide Distress Tool,Exemption,Contract,03-Sep-18,12,12,02-Sep-19,No,02-Sep-19,03-Jun-19,"Â£27,240.00","Â£27,240.00",4Mental Health Limited ,SME,11035385,LL32 8UB,Stockport- Services to People
4630,Stockport Council,322001-Social Community Care Supplies & Services - Adult : Mental Health Services : ,Mental Health Services - Lot 1,OJEU Tender (Light Touch),Contract,01-May-19,35,47,31-Mar-22,No,31-Mar-23,01-May-21,"Â£180,000.00","Â£720,000.00",Stockport Progress and Recovery Centre (SPARC),VCSE,1862257,SK2 6RE,Stockport- Services to People
4631,Stockport Council,322001-Social Community Care Supplies & Services - Adult : Mental Health Services : ,Mental Health Services - Lot 2,OJEU Tender (Light Touch),Contract,01-Apr-19,35,47,31-Mar-22,no,31-Mar-23,01-May-21,"Â£152,000.00","Â£608,000.00",Pure Innovation Limited,VCSE,5241249,SK7 5ER,Stockport- Services to People
4646,Stockport Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Home Care Services in specified areas of Marple,Mini Competition (Internal),Contract,30-Jan-19,6,12,29-Jul-19,No,29-Jan-20,03-Jun-19,"Â£173,687.50","Â£173,687.50",Absolute Care and Support (UK) Ltd,SME,5583427,SK6 1NB,Stockport- Services to People
4662,Stockport Council,171040-Education : Educational Placements : ,Additional support provided to an individual via the high needs funding to allow this individual to attend the Oldham College. ,Procured by Other,Contract,-,-,-,-,-,-,-,"Â£7,578.60","Â£7,578.60",Oldham College,Large,-,OL9 6AA,Stockport- Services to Place
4674,Stockport Council,151515-Healthcare : Public Health : Not Elsewhere Classified,LGBT Support Group,Exemption,Contract,01-Apr-19,12,12,31-Mar-20,no,31-Mar-20,06-Jan-20,"Â£9,045.00","Â£9,045.00",The Proud Trust,VCSE,1161102,M1 7HB,Stockport- Services to People
4763,Stockport Council,311100-Healthcare : Counselling : ,Samaritans - Suicide Prevention Programme,Exemption,Contract,01-Apr-19,24,24,31-Mar-21,No,31-Mar-21,-,"Â£10,000.00","Â£20,000.00",Samaritans,-,-,SK4 3LD,Stockport- Services to Place
4790,Stockport Council,310000Â  Healthcare,PaSH GM (SHIP) Contract,-,Contract,01-Jul-17,24,24,30-Jun-21,Yes,31Jun21,01-Nov-20,"Â£33,596.00","Â£100,788.00",BHA For Equality,-,-,-,Stockport- Services to People
4797,Stockport Council,321100Â  Social Community Care Supplies & Services - Children,Art Alternative Education Programme,Exemption,-,01-Sep-19,-,-,31-jun-20,-,-,-,-,"Â£15,210.00",Project Inc,-,-,-,-
5023,Stockport Council,182011-Environmental Services : Waste Management : Consumables (was Equipment),Refuse Sacks,Call Off (External),Contract,01-May-19,24,24,30-Apr-21,No,30-Apr-21,01-Oct-20,"Â£9,263.00","Â£18,526.00",Cromwell Polythene Ltd,SME,2230104,LS25 6PL,Stockport- Services to Place
5072,Stockport Council,331200-Sports & Playground Equipment & Maintenance : Sports Equipment Maintenance : ,Maintenance of Gymnasium / Sports Hall Equipment,OJEU Tender,Contract,01-Apr-18,36,48,31-Mar-21,No,31-Mar-22,01-Dec-20,"Â£3,891.00","Â£15,564.00",Sportsafe UK Ltd,SME,3370067,C01 2TJ,Stockport- Services to Place
5077,Stockport Council,351400-Street & Traffic Management : Traffic Control : ,Remote Enforcement,RBS - Low/Med - Simple (RFQ),Contract,25-Feb-19,12,18,24-Feb-20,No,24-Aug-20,01-Nov-19,"Â£106,299.00","Â£106,299.00",NSL Ltd,Large,6033060,W5 1YY,Stockport- Services to Place
5096,Stockport Council,199999-Facilities & Management Services : Not Elsewhere Classified : ,For the provision of Asset and Facilities Management Services ,Exemption,Contract,01-Jul-18,12,12,30-Jun-19,No,30-Jun-19,,"Â£875,000.00","Â£875,000.00",Robertsons Facilities Management Limited,Large,SC185956,IV30 6AE,Stockport- Services to Place
5104,Stockport Council,181500-Environmental Services : Animal Services : Pest & Animal Control,Pest Control Chemicals,Call Off (External),Framework Agreement,01-Nov-17,36,48,31-Oct-20,No,31-Oct-21,01-Jul-20,"Â£7,800.00","Â£23,400.00",Killgerm Chemicals Ltd,SME,2794829,WF5 9AR,Stockport- Services to Place
5116,Stockport Council,152050-Consultancy : Property : ,Estates Professional Services,RBS - Med/High - Advanced (Restricted),Contract,17-Aug-18,12,12,16-Aug-19,No,,16-Feb-19,"Â£180,000.00","Â£180,000.00",Amey OW Ltd,Large,1922327,OX4 4DQ,Stockport- Services to Place
5132,Stockport Council,192213-Facilities & Management Services : Security : Manned Guarding,Recruitment of SIA Registered Security Staff,RBS - Low/Med - Simple (RFQ),Contract,01-Sep-18,36,36,31-Aug-21,No,31-Aug-23,01-Jan-21,"Â£10,500.00","Â£35,000.00",The Exclusec Group Ltd,SME,7342491,BL1 4TQ,Stockport- Services to Place
5233,Stockport Council,"391100-Works - Construction, Repair & Maintenance : Buildings : ",Marple  Library Â reroofing works,Call Off (Internal),Framework Agreement,31-Dec-18,3,3,10-Feb-19,No,,,"Â£97,653.00","Â£97,653.00",Designed Roofing System Ltd ,SME,3392877,PR2 9ZG,Stockport- Corporate & Support Services
5240,Stockport Council,"391411-Works - Construction, Repair & Maintenance : Roads : Repair & Maintenance",Street Scene Alliance Contract Extension,Exemption,Contract,01-Apr-19,12,12,31-Mar-20,No,31-Mar-20,19-Mar-19,"Â£9,000,000.00","Â£9,000,000.00",Various,Various,Various,Various,Stockport- Services to Place
5243,Stockport Council,211200-Furniture & Soft Furnishings : Office Furniture : ,Office Furniture ,Call Off (External),Contract,01-Dec-18,24,48,31/11/2020,No,31/11/2022,01-Aug-20,"Â£50,000.00","Â£200,000.00",H Jenkinson & Co Ltd,SME,169844,L34 9JR ,Stockport- Services to Place
5256,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Stockport Town Hall Â Boiler Plant Replacement,Mini Competition (Internal),Contract,01-May-19,-,-,-,-,-,-,"Â£80,000.00","Â£80,000.00",-,-,-,-,Stockport- Services to Place
5266,Stockport Council,"391500-Works - Construction, Repair & Maintenance : Consultancy : ",Mechanical and Electrical Design Consultancy Services,Call Off (External),Contract,01-Jun-19,5,5,31-Oct-19,No,-,-,"Â£220,000.00","Â£220,000.00",Charles Andrew Limited,SME,4815137,M17 1DZ,Stockport- Corporate & Support Services
5267,Stockport Council,389999-Vehicle Management : Not Elsewhere Classified : ,Purchase of 1 push along road sweeper ,Exemption,Contract,01-Jul-19,1,1,01-Aug-19,No,,,"Â£15,995.00","Â£15,995.00",ePower Trucks,SME,4111522,0L8 4PQ,Stockport- Services to Place
5269,Stockport Council,389999-Vehicle Management : Not Elsewhere Classified : ,Purchase of 1 Graffiti Removal Machine,Exemption,Contract,-,-,-,-,No,-,,"Â£13,000.00","Â£13,000.00",KARCHER,-,-,-,Stockport- Services to Place
5280,Stockport Council,"391100-Works - Construction, Repair & Maintenance : Buildings : ",Priestnall Secondary School & Priestnall Recreation Centre Roofing System,RBS - Low/Med - Simple (RFQ),Contract,01-Jul-19,-,-,-,-,-,-,-,-,-,-,-,-,-
6005,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Ashley Hunter Ltd,Medium,7564626,0L1 1TE,Stockport- Services to People
6006,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Axia Solutions Ltd,Medium,3737341,ST4 4RJ,Stockport- Services to People
