Account Holder1,Liable From,Rateable Value,Mandatory relief (%) ,Discretionary relief (%),Small Business Rate Relief (%),Retail Relief (£),Local Discount (£),Empty Property?,Exempt Empty?,Empty From,Address 1,Addr2,Addr3,Addr4,Postcode,VOA Description code,Description,B A Reference
CARDPOINT SERVICES LTD,01/01/2007,900.0,0.0,0.0,0.0,£0.00,,N,N,,TRAVELEX ATM AT SHELL SERVICE,"STATION, LOW ROAD",LEEDS,,LS10 1QR,CX,SITE OF AUTOMATIC TELLING MACHINE,2070982460779.0
CLEAR CHANNEL UK LIMITED,01/04/2007,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADSHEL SITE REF 0704 0888,CORNER OF BALMORAL CHASE &,LOW ROAD,HUNSLET,LS10 1RH,CA,ADVERTISING RIGHT,2070982463727.0
CLEAR CHANNEL UK LIMITED,23/04/2008,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADSHEL SITE REF 0704 1115,O/S 69-73 LOW ROAD,HUNSLET,LEEDS,LS10 1RH,CA,ADVERTISING RIGHT AND PREMISES,2070982476938.0
LUSCOMBE MOTORS LTD,01/07/2010,44250.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,SUZUKI SHOWROOM,LOW ROAD,LEEDS,,LS10 1QR,CG3,Car Showroom and Premises,2070982647623.0
LUSCOMBE MOTORS LTD,16/07/2013,70500.0,0.0,0.0,0.0,£0.00,,N,N,,LUSCOMBE MITSUBISHI LTD,LOW ROAD,LEEDS,,LS10 1QR,CG3,Car Showroom and Premises,2070982647656.0
JACUZZI SPA & BATH LTD,16/07/2013,54500.0,0.0,0.0,0.0,£0.00,,N,N,,JACUZZI SPA & BATH LTD,OLD MILL LANE OFF,LOW ROAD,LEEDS,LS10 1QR,CS7O,"Showroom, Offices and Premises",2070982647667.0
ATKINSONS FENCING LTD,01/06/2014,46750.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,ATKINSONS FENCING CENTRE,LOW ROAD,LEEDS,,LS10 1RH,CS7,Showroom and Premises,2070982648800.0
ENTERPRISE RENT-A-CAR (UK) LTD,01/04/2010,13750.0,0.0,0.0,0.0,£0.00,,N,N,,ENTERPRISE RENT A CAR,75 LOW ROAD,LEEDS,,LS10 1RH,CO,"OFFICES, WORKSHOP AND PREMISES",2070982654904.0
CHEVRON TRAFFIC MANAGEMENT LTD,01/03/2014,21500.0,0.0,0.0,0.0,£0.00,,N,N,,APLAN HOUSE,MIDLAND ROAD,HUNSLET,LEEDS,LS10 2RJ,IF3,WORKSHOP AND PREMISES,2070989305236.0
NOBERNE DOORS LTD,01/04/2000,47000.0,0.0,0.0,0.0,£0.00,,N,N,,NOBERNE DOORS LTD,LUPTON STREET,HUNSLET,LEEDS,LS10 2QR,IF,FACTORY AND PREMISES,2070989305811.0
VOLUNTARY ACTION LEEDS,01/04/2000,69000.0,80.0,0.0,0.0,£0.00,,N,N,,34 LUPTON STREET,HUNSLET,LEEDS,,LS10 2QW,CO,OFFICES AND PREMISES,2070989344278.0
MASTERCRAFT MEMORIALS LTD,01/04/2000,6600.0,0.0,0.0,0.0,£0.00,,N,N,,NORTH LODGE HUNSLET CEMETERY,MIDDLETON ROAD,BELLE ISLE,LEEDS,LS10 3BN,IF3,WORKSHOP AND PREMISES,2071050305237.0
LEEDS CITY COUNCIL,01/10/2006,2250.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 1,BELLE ISLE OPEN ACCESS WORKSHOPS,"MIDDLETON ROAD, BELLE ISLE",LEEDS,LS10 3DZ,IF3,WORKSHOP AND PREMISES,2071050310632.0
LEEDS CITY COUNCIL,31/12/2008,2250.0,0.0,0.0,0.0,£0.00,,N,N,,"UNIT 4, BELLE ISLE",OPEN ACCESS WORKSHOPS,"MIDDLETON ROAD, BELLE ISLE",LEEDS,LS10 3DZ,IF3,WORKSHOP AND PREMISES,2071050310734.0
S KHAN PHARMA LTDT/A BELLE ISLE PHARMACY,27/11/2014,5200.0,0.0,0.0,100.0,£0.00,,N,N,,219 MIDDLETON ROAD,BELLE ISLE,LEEDS,,LS10 3HU,CS,SHOP AND PREMISES,2071050319388.0
BELLE ISLE DENTAL LIMITED,01/12/2014,13750.0,0.0,0.0,0.0,£0.00,,N,N,,BELLE ISLE FAMILY DENTAL PRACTICE,MIDDLETON ROAD,BELLE ISLE,LEEDS,LS10 3DZ,MH,SURGERY AND PREMISES,2071050335706.0
LEEDS CITY COUNCIL,18/09/2009,4550.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 2/3 BELLE ISLE,OPEN ACCESS WORKSHOPS,MIDDLETON ROAD,BELLE ISLE LEEDS,LS10 2AB,IF3,WORKSHOP AND PREMISES,2071050339450.0
LEEDS CITY COUNCIL,25/11/2013,24000.0,0.0,0.0,0.0,£0.00,,N,N,,BELLE ISLE COMMUNITY ENTERPRISE LTD,ENTERPRISE WAY,MIDDLETON ROAD,LEEDS,LS10 3DZ,IF3,Workshop and Premises,2071050648943.0
LEEDS CITY COUNCIL,01/04/2000,14500.0,0.0,0.0,0.0,£0.00,,N,N,,CEMETERY,MIDDLETON ROAD,BELLE ISLE,LEEDS,LS10 3BN,MC,CEMETERY AND PREMISES,2071051326646.0
LEEDS CITY COUNCIL,01/04/2000,22000.0,0.0,0.0,0.0,£0.00,,N,N,,"EDUCATION DEPARTMENT, BELLE",ISLE OPEN ACCESS WORKSHOPS,MIDDLETON ROAD,BELLE ISLE LEEDS,LS10 3DZ,EX,TRAINING CENTRE AND PREMISES,2071051327075.0
THE RODILLIAN ACADEMY,01/09/2014,79500.0,80.0,0.0,0.0,£0.00,,N,N,,THE YOUTH HUB,MIDDLETON ROAD,BELLE ISLE,LEEDS,LS10 3JA,EX,EDUCATION CENTRE & PREMISES,2071051480161.0
ROBINSON & BIRDSELL LTD,01/04/2000,29000.0,0.0,0.0,0.0,£0.00,,N,N,,ROBINSON & BIRDSELL LTD,MOOR ROAD,HUNSLET,LEEDS,LS10 2JJ,IF,FACTORY AND PREMISES,2071073305253.0
HUNSLET CARR SPORTS & SOC CLUB,01/04/2000,21000.0,0.0,10.0,0.0,£0.00,,N,N,,EAST HUNSLET LABOUR CLUB,MOOR ROAD,HUNSLET,LEEDS,LS10 2JJ,CL2,CLUB AND PREMISES,2071073314920.0
BOOTS UK LIMITED,01/04/2000,5300.0,0.0,0.0,0.0,£0.00,,N,N,,1 MOOR ROAD,HUNSLET,LEEDS,,LS10 2JJ,CS,SHOP AND PREMISES,2071073321852.0
MIDDLETON RAILWAY TRUST LTD,01/04/2000,7500.0,80.0,0.0,0.0,£0.00,,N,N,,MIDDLETON RAILWAY TRUST LTD,MOOR ROAD,HUNSLET,LEEDS,LS10 2JQ,LX,HERITAGE RAILWAY AND PREMISES,2071073323241.0
LEEDS TEACHING HOSPITALSNHS TRUST,14/11/2005,129000.0,0.0,0.0,0.0,£0.00,,N,N,,LEEDS TEACHING HOSPITAL TRUST,MOORHOUSE,MOOR ROAD,LEEDS,LS10 2DE,IF,FACTORY AND PREMISES,2071073351537.0
FACULTATIEVE TECHNOLOGIES LTD,01/04/2000,194000.0,0.0,0.0,0.0,£0.00,,N,N,,FACULTATIEVE TECHNOLOGIES LTD,MOOR ROAD,HUNSLET,LEEDS,LS10 2DE,IF,FACTORY AND PREMISES,2071073353358.0
HUNSLET CARR VISION CENTRE LTD,11/03/2013,3950.0,0.0,0.0,100.0,£0.00,,N,N,,3 MOOR ROAD,LEEDS,LEEDS,,LS10 2JJ,CS,Shop and Premises,2071073517419.0
MANOR FIELD HALL COMMUNITYCENTRE,01/04/2000,6400.0,80.0,0.0,0.0,£0.00,,N,N,,MANOR FIELD HALL COMMUNITY CENTRE,NEWHALL ROAD,MIDDLETON,LEEDS,LS10 3RR,LC,COMMUNITY CENTRE AND PREMISES,2071101350991.0
CUMMINS LTD,31/10/2012,110000.0,0.0,0.0,0.0,£0.00,,N,N,,DATASAFE HOUSE,OLD MILL LANE,STOURTON,LEEDS,LS10 1RQ,CW,WAREHOUSE AND PREMISES,2071149355169.0
LEEDS WAREHOUSING SOLUTIONS LTD,10/04/2014,38000.0,0.0,0.0,0.0,£0.00,,N,N,,PHS WASTE SERVICES,OLD MILL LANE,LEEDS,,LS10 1RF,CW,Warehouse and Premises,2071149641969.0
LEEDS WAREHOUSING SOLUTIONS LTD,10/04/2014,7800.0,0.0,0.0,0.0,£0.00,,N,N,,PHS WASTE SERVICES,(OFFICE BLOCK),OLD MILL LANE,LEEDS,LS10 1RF,CO,Offices and Premises,2071149644631.0
LEEDS WAREHOUSING SOLUTIONS LTD,10/04/2014,214000.0,0.0,0.0,0.0,£0.00,,N,N,,LWS,OLD MILL LANE,LEEDS,,LS10 1RF,CW,Warehouse and Premises,2071149644664.0
CANAL & RIVER TRUST,21/11/2011,8600.0,0.0,0.0,0.0,£0.00,,Y,N,21/11/2011,BRITISH WATERWAYS SITE,(FORMER CANTEEN BLOCK),OLD MILL LANE,LEEDS,LS10 1RF,CO,Offices and Premises,2071149644675.0
SYMINGTONS LTD,31/01/2013,280000.0,0.0,0.0,0.0,£0.00,,N,N,,SYMINGTONS LTD,OLD RUN ROAD,HUNSLET,LEEDS,LS10 2AA,IF,Factory and Premises,2071153364300.0
SOUTH LEEDS ACADEMY TRUST,01/09/2009,475000.0,80.0,0.0,0.0,£0.00,,N,N,,SOUTH LEEDS HIGH SCHOOL,OLD RUN ROAD,LEEDS,,LS10 2JU,EL,SCHOOL AND PREMISES,2071153450714.0
LAVENDON ACCESS SERVICES (UK)LTD,01/01/2011,94000.0,0.0,0.0,0.0,£0.00,,N,N,,NATIONWIDE PLATFORMS,OLD RUN ROAD,LEEDS,,LS10 2JH,CWW,"Warehouse, Workshop and Premises",2071153655938.0
PARNABY STORES LTD,10/09/2006,2000.0,0.0,0.0,100.0,£0.00,,N,N,,2 PARNABY TERRACE,HUNSLET,LEEDS,,LS10 3BR,CS,Shop and Premises,2071196319384.0
JOSEPH FIRTH LTD,01/04/2000,5800.0,0.0,0.0,100.0,£0.00,,N,N,,UNIT 1 AT,10 PEPPER ROAD,HUNSLET,LEEDS,LS10 2EU,CW,WAREHOUSE AND PREMISES,2071203305204.0
A TAYLOR & SONS LEEDS LTD,12/11/2010,89000.0,0.0,0.0,0.0,£0.00,,N,N,,PONTIFEX HOUSE,PEPPER ROAD,HUNSLET,LEEDS,LS10 2RU,IF,Factory and Premises,2071203305209.0
LEEDS-ENGINEERING SOLUTIONS LTD,01/04/2000,18500.0,0.0,0.0,0.0,£0.00,,N,N,,HSL ENGINEERING SERVICES,PEPPER ROAD,HUNSLET,LEEDS,LS10 2EU,CW,WAREHOUSE AND PREMISES,2071203310336.0
MORLEY WASTE TRADERS LTD,26/06/2007,20000.0,0.0,0.0,0.0,£0.00,,N,N,,MORLEY WASTE TRADERS LTD,PEPPER ROAD,HUNSLET,LEEDS,LS10 2RU,CW1,LAND USED FOR STORAGE AND PREMISES,2071203325183.0
SPA LAMINATES LIMITED,01/04/2000,87000.0,0.0,0.0,0.0,£0.00,,N,N,,59 PEPPER ROAD,HUNSLET,LEEDS,,LS10 2EU,IF,FACTORY AND PREMISES,2071203329279.0
NORBURN LIMITEDT/A METRO STORAGE,01/04/2000,102000.0,0.0,0.0,0.0,£0.00,,N,N,,METRO STORAGE,57 PEPPER ROAD,HUNSLET,LEEDS,LS10 2RU,CW,WAREHOUSE AND PREMISES,2071203337237.0
JOSEPH KAYE HOLDINGS LTD,01/04/2000,118000.0,0.0,0.0,0.0,£0.00,,N,N,,PICKERSGILL - KAYE LTD,PEPPER ROAD,HUNSLET,LEEDS,LS10 2PP,IF,FACTORY AND PREMISES,2071203343631.0
JOSEPH KAYE HOLDINGS LTD,31/05/2015,10500.0,0.0,0.0,0.0,£0.00,,Y,Y,31/05/2015,UNIT 8 AT 10 PEPPER ROAD,HUNSLET,LEEDS,LEEDS,LS10 2EU,CW1,LAND USED FOR STORAGE AND PREMISES,2071203347563.0
FASTSOURCE LTDT/A KEITH BLASKET PLANT HIRE,01/04/2000,14250.0,0.0,0.0,0.0,£0.00,,N,N,,FASTSOURCE LTD,PEPPER ROAD,HUNSLET,LEEDS,LS10 2RU,CG2,GARAGE AND PREMISES,2071203347592.0
A TAYLOR & SON LTD,30/05/2007,96500.0,0.0,0.0,0.0,£0.00,,N,N,,ARCHER ENGINEERING,PEPPER ROAD,HUNSLET,LEEDS,LS10 2EU,IF3,WORKSHOP AND PREMISES,2071203353886.0
VODAFONE LTD,01/04/2000,6300.0,0.0,0.0,0.0,£0.00,,N,N,,TELECOMMUNICATION MAST,SITE REF 5517 AT E30800 N31600,"PEPPER ROAD, HUNSLET",LEEDS,LS10 2EU,MT1,COMMUNICATION STATION AND PREMISES,2071203360805.0
GARCROSS ENGINEERING LTD,01/04/2000,46750.0,0.0,0.0,0.0,£0.00,,N,N,,GARCROSS ENGINEERING,PEPPER ROAD,HUNSLET,LEEDS,LS10 2RU,IF3,WORKSHOP AND PREMISES,2071203361357.0
A TAYLOR & SONS LEEDS LTD,31/10/2012,39000.0,0.0,0.0,0.0,£0.00,,N,N,,PEPPER HOUSE,PEPPER ROAD,HUNSLET,LEEDS,LS10 2NL,CO,OFFICES AND PREMISES,2071203361923.0
PRYSMIAN CABLES & SYSTEMS LTD,01/04/2000,15000.0,0.0,0.0,0.0,£0.00,,N,N,,PIRELLI CONSTRUCTION LTD,PEPPER ROAD,HUNSLET,LEEDS,LS10 2EU,CO,OFFICES AND PREMISES,2071203362836.0
ANDREWS & PLATT LTD,19/06/2012,19500.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 6 AT 10 PEPPER ROAD,HUNSLET,LEEDS,,LS10 2RU,IF3,WORKSHOP AND PREMISES,2071203363648.0
DARWINGROVE LTDT/A ELITE SECURITY,04/03/2002,11250.0,0.0,0.0,13.0,£0.00,,N,N,,DARWIN GROVE LTD ELITE HOUSE,PEPPER ROAD,HUNSLET,LEEDS,LS10 2NQ,CO,OFFICES AND PREMISES,2071203368403.0
TELEFONICA UK LTD,01/04/2003,5900.0,0.0,0.0,0.0,£0.00,,N,N,,O2 TELECOMMS MAST SITE REF 11011,PEPPER ROAD,HUNSLET,LEEDS,LS10 2PU,MT1,COMMUNICATION STATION AND PREMISES,2071203370716.0
RENTEQUIP UK LTD,01/07/2013,13250.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 7,PEPPER ROAD,HUNSLET,LEEDS,LS10 2EU,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES,2071203421640.0
THE DEVELOPMENT FUND LTD,07/07/2014,5700.0,0.0,0.0,100.0,£0.00,,N,N,,SUITES A & B GROUND FLOOR,CHENGATE HOUSE,PEPPER ROAD,LEEDS,LS10 2RU,CO,Offices and Premises,2071203503163.0
RENTEQUIP UK LTD,01/04/2011,8800.0,0.0,0.0,0.0,£0.00,,N,N,,UNITS 10/11 AT,10 PEPPER ROAD,LEEDS,,LS10 2EU,CW1,Land Used for Storage and Premises,2071203503229.0
RENTAL INVESTMENTS LTD,01/04/2015,21500.0,0.0,0.0,0.0,£0.00,,N,N,,MULTICUBE,CHENGATE HOUSE,61 PEPPER ROAD,LEEDS,LS10 2RU,CW,Warehouse and Premises,2071203506243.0
RENTAL INVESTMENTS LTD,01/04/2015,21250.0,0.0,0.0,0.0,£0.00,,Y,N,01/04/2015,WAREHOUSE 1.1B,CHENGATE HOUSE,61 PEPPER ROAD,LEEDS,LS10 2RU,CW,Warehouse and Premises,2071203506254.0
WDSS LTD,15/11/2012,5600.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE I,CHENGATE HOUSE,61 PEPPER ROAD,LEEDS,LS10 2RU,CO,Offices and Premises,2071203506265.0
YOUR SPECIAL DELIVERY SERVICE LT,03/01/2011,5400.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE C GND FLR,CHENGATE HOUSE,61 PEPPER ROAD,LEEDS,LS10 2RU,CO,Offices and Premises,2071203506276.0
ULTRASONIC CLEANING SERVICES(UK) LTD,12/03/2012,8100.0,0.0,0.0,65.0,£0.00,,N,N,,UNIT 4,10 PEPPER ROAD,HUNSLET,LEEDS,LS10 2EU,IF3,Workshop and Premises,2071203508949.0
RENTAL INVESTMENTS LTD,01/04/2015,13500.0,0.0,0.0,0.0,£0.00,,Y,N,01/04/2015,SUITE D 1ST FLOOR,CHENGATE HOUSE,61 PEPPER ROAD,LEEDS,LS10 2RU,CO,Offices and Premises,2071203652749.0
RENTAL INVESTMENTS LTD,01/04/2015,4550.0,0.0,0.0,0.0,£0.00,,Y,N,01/04/2015,SUITE E 2ND FLOOR,CHENGATE HOUSE,61 PEPPER ROAD,LEEDS,LS10 2RU,CO,Offices and Premises,2071203652760.0
B M S (UK) INTERNATIONAL LTD,03/01/2011,1000.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE G 2ND FLOOR,CHENGATE HOUSE,61 PEPPER ROAD,LEEDS,LS10 2RU,CO,Offices and Premises,2071203652782.0
L & G WILLIAMS LTD T/AGB SERVICES ENGINEERING,03/01/2011,2300.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE H 2ND FLOOR,CHENGATE HOUSE,61 PEPPER ROAD,LEEDS,LS10 2RU,CO,Offices and Premises,2071203652793.0
SELECT BAG SEALERS LTD,03/01/2011,6600.0,0.0,0.0,90.0,£0.00,,N,N,,SELECT BAG SEALERS,CHENGATE HOUSE,61 PEPPER ROAD,LEEDS,LS10 2RU,CW,Warehouse and Premises,2071203652804.0
RENTAL INVESTMENTS LTD,01/04/2015,21250.0,0.0,0.0,0.0,£0.00,,N,N,,WAREHOUSE 1.1A,CHENGATE HOUSE,61 PEPPER ROAD,LEEDS,LS10 2RU,CW,Warehouse and Premises,2071203660008.0
H2K ESTATES,02/04/2013,4700.0,0.0,0.0,100.0,£0.00,,N,N,,WAREHOUSE 1.1C,CHENGATE HOUSE,61 PEPPER ROAD,LEEDS,LS10 2RU,CW,Warehouse and Premises,2071203660019.0
SRCL LTD,05/09/2011,136000.0,0.0,0.0,0.0,£0.00,,N,N,,INDIGO HOUSE,SUSSEX AVENUE,LEEDS,,LS10 2LF,CO,OFFICES AND PREMISES,2071562101060.0
PEMSA UK LTD,09/06/2015,122000.0,0.0,0.0,0.0,£0.00,,N,N,,1 SUSSEX AVENUE,HUNSLET,LEEDS,,LS10 2LF,CW,Warehouse and Premises,2071562305220.0
D M KEITH LTD,01/04/2000,111000.0,0.0,0.0,0.0,£0.00,,N,N,,63A THWAITE GATE,HUNSLET,LEEDS,,LS10 1DY,CG3,CAR SHOWROOM AND PREMISES,2071633322835.0
ST VINCENT DE PAUL SOCIETY,18/08/2003,3750.0,80.0,0.0,0.0,-£369.75,,N,N,,20 TOWN STREET,MIDDLETON,LEEDS,,LS10 3PN,CS,SHOP AND PREMISES,2071672319764.0
ST VINCENT DE PAUL SOCIETY,01/10/2007,3750.0,80.0,0.0,0.0,-£369.75,,N,N,,18 TOWN STREET,MIDDLETON,LEEDS,,LS10 3PN,CS,SHOP AND PREMISES,2071672319765.0
THE PEGGY TUB SOCIAL CLUB,01/04/2000,19500.0,0.0,0.0,0.0,£0.00,,N,N,,PEGGYTUB SOCIAL CLUB,WOODHOUSE HILL ROAD,HUNSLET,LEEDS,LS10 2DN,CL2,CLUB AND PREMISES,2071789313935.0
LEEDS CITY COUNCIL,01/04/2000,34250.0,0.0,0.0,0.0,£0.00,,N,N,,HUNSLET CARR PRIMARY SCHOOL,WOODHOUSE HILL ROAD,HUNSLET,LEEDS,LS10 2DN,EL,SCHOOL AND PREMISES,2071790324499.0
QUEENS SERVICE STATION LTD,01/04/2000,12750.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,QUEEN SERVICE STATION LTD,WAKEFIELD ROAD,HUNSLET,LEEDS,LS10 3DQ,CG3,CAR SHOWROOM AND PREMISES,2071853338427.0
JCDECAUX (UK) LTD,01/04/2000,1500.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERTISING RIGHT ADJ,THE QUEENS HOTEL,"WAKEFIELD ROAD,   HUNSLET",LEEDS,LS10 1SF,CA,ADVERTISING RIGHT AND PREMISES,2071853357381.0
CLEAR CHANNEL UK LIMITED,01/04/2000,8100.0,0.0,0.0,0.0,-£403.42,,N,N,,ADVERTISING RIGHT NO 2463,WAKEFIELD ROAD,HUNSLET,LEEDS,LS10 1DP,CA,ADVERTISING RIGHT AND PREMISES,2071853357385.0
PRIMESIGHT LTD,01/04/2002,850.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERT RIGHT YD0704018171,PETROL STATION FORECOURT,"WAKEFIELD ROAD,  HUNSLET",LEEDS,LS10 3DP,CA,ADVERTISING RIGHT AND PREMISES,2071853368362.0
MORRISON FACILITIES SERVICES LTD,28/02/2011,112000.0,0.0,0.0,0.0,£0.00,,N,N,,GREAT EASTERN HOUSE,CARLTON CENTRAL,WAKEFIELD ROAD,LEEDS,LS10 3DQ,CO,OFFICES AND PREMISES,2071853401245.0
G4S SECURE SOLUTIONS (UK) LTD,30/11/2004,82000.0,0.0,0.0,0.0,£0.00,,N,N,,GREAT WESTERN HOUSE,CARLTON CENTRAL,WAKEFIELD ROAD,LEEDS,LS10 3DQ,CO,OFFICES AND PREMISES,2071853401267.0
CLEAR CHANNEL UK LIMITED,08/12/2005,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERT RIGHT ADSHEL NO 0704 0837,REF 0704/0837,WAKEFIELD ROAD,LEEDS,LS10 1DP,CA,ADVERTISING RIGHT,2071853434709.0
CLEAR CHANNEL UK LIMITED,01/08/2010,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERTISING RIGHT ADS REF 0704 1211,NR QUEENS SERVICE STATION,WAKEFIELD ROAD,HUNSLET LEEDS,LS10 1DU,CA,Advertising Right,2071853497641.0
DEAL PROJECTS LTD,15/08/2014,82000.0,0.0,0.0,0.0,£0.00,,Y,N,,GREAT NORTHERN HOUSE,CARLTON CENTRAL,WAKEFIELD ROAD,LEEDS,LS10 3DQ,CO,Offices and Premises,2071853647810.0
ST JOSEPH'S CATHOLIC CLUB,01/04/2000,13000.0,0.0,10.0,0.0,£0.00,,N,N,,CLUB AT,4 WHITFIELD AVENUE,HUNSLET,LEEDS,LS10 2QE,CL2,CLUB AND PREMISES,2071874314725.0
LEEDS CITY COUNCIL,01/04/2000,19750.0,0.0,0.0,0.0,£0.00,,N,N,,HUNSLET CHILDRENS CENTRE,WHITFIELD AVENUE,HUNSLET,LEEDS,LS10 2QE,EN1,DAY NURSERY AND PREMISES,2071874324821.0
SALVATION ARMY,31/01/2014,3900.0,80.0,0.0,0.0,£0.00,,N,N,,SALVATION HOUSE,WHITFIELD AVENUE,HUNSLET,LEEDS,LS10 2PJ,CO,OFFICES,2071874361782.0
LEEDS BREWERY PUB CO LTD,02/07/2010,4100.0,0.0,0.0,100.0,£0.00,,N,N,,GARDEN GATE,WHITFIELD PLACE,HUNSLET,LEEDS,LS10 2QB,CL,PUBLIC HOUSE AND PREMISES,2071875315620.0
DEPARTMENT FOR WORK & PENSIONS,01/04/2000,67500.0,0.0,0.0,0.0,£0.00,,N,N,,JOBCENTRE,63 WHITFIELD GARDENS,HUNSLET,LEEDS,LS10 2QD,CO,OFFICES AND PREMISES,2071876361919.0
CUSTOM JOINERY (LEEDS) LTD,05/06/2013,11750.0,0.0,0.0,4.0,£0.00,,N,N,,HAMILTON BROWN AND CO LTD,VULCAN FOUNDRY,HAIGH PARK ROAD,STOURTON LEEDS,LS10 1RT,CW,WAREHOUSE AND PREMISES,2072904327021.0
NORTHERN CONTAINERS LTD,01/04/2000,96000.0,0.0,0.0,0.0,£0.00,,N,N,,NORTHERN CONTAINERS LTD,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1UJ,IF3,WORKSHOP AND PREMISES,2072904357857.0
GENERATION (UK) LTDT/A GENERATION HIRE & SALE,01/04/2000,47000.0,0.0,0.0,0.0,£0.00,,N,N,,GENERATION (UK) LTD,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1UJ,IF3,WORKSHOP AND PREMISES,2072904359363.0
BLYTHSWOOD INVESTMENTS(SCOTLAND) LTD,19/06/2013,65500.0,0.0,0.0,0.0,£0.00,,Y,N,19/06/2013,MITIE CLEANING (NORTH) LTD,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1UU,CO,OFFICES AND PREMISES,2072904359986.0
NORTHERN BALLET LTD,16/04/2015,101000.0,80.0,0.0,0.0,£0.00,,N,N,,UNIT 1A CARADON WORKS,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1RT,CW,Warehouse and Premises,2072904361428.0
ALLIED GLASS CONTAINERS LTD,01/04/2000,402500.0,0.0,0.0,0.0,£0.00,,N,N,,LAX & SHAW,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1RT,IF,WAREHOUSE AND PREMISES,2072904364299.0
IMI YORKSHIRE FITTINGS LTD,01/02/2001,535000.0,0.0,0.0,0.0,£0.00,,N,N,,IMI YORKSHIRE FITTINGS LTD,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1RT,IF,FACTORY AND PREMISES,2072904367372.0
DX NETWORK SERVICES LIMITEDTRADING AS DX FREIGHT,22/07/2013,114000.0,0.0,0.0,0.0,£0.00,,N,N,,WAREHOUSE 3,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1RT,CW,WAREHOUSE AND PREMISES,2072904369063.0
TUFFNELLS PARCEL EXPRESS LTD,01/02/2004,77500.0,0.0,0.0,0.0,£0.00,,N,N,,TUFFNELLS PARCEL EXPRESS,HAIGH PARK ROAD,LEEDS,,LS10 1RT,CW,WAREHOUSE AND PREMISES,2072904414998.0
ALLIED GLASS CONTAINERS LTD,22/03/2010,60500.0,0.0,0.0,0.0,£0.00,,N,N,,GARAGES 1 & 2 STOURTON POINT,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1RT,IF3,WORKSHOP AND PREMISES,2072904435314.0
HALFWAY GARAGE (ROBIN HOOD) LTD,01/02/2008,9700.0,0.0,0.0,0.0,£0.00,,N,N,,SITE 6A,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1RT,CW1,LAND USED FOR STORAGE AND PREMISES,2072904483329.0
BALDWINS CRANE HIRE LTD,01/11/2012,18000.0,0.0,0.0,0.0,£0.00,,N,N,,SITE 2A STOURTON SPUR,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1RT,CW1,Land Used for Storage and Premises,2072904512711.0
TOWNGATE PLC,01/04/2014,14000.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2014,SITE 2B STOURTON SPUR,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1RT,CW1,Land Used for Storage and Premises,2072904512722.0
CURTIS FURNITURE LTD,01/03/2013,93500.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 1B CARADON WORKS,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1RT,IF3,Workshop and Premises,2072904516264.0
TOWNGATE ESTATES LTD,23/05/2014,16750.0,0.0,0.0,0.0,£0.00,,Y,N,23/05/2014,UNIT 5B,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1RT,CW,WAREHOUSE AND PREMISES,2072904630869.0
TOWNGATE ESTATES,01/04/2008,39750.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2008,VACANT LAND ADJ MAINTAINER DEPOT,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1RT,CW1,LAND USED FOR STORAGE AND PREMISES,2072904630902.0
STOREY EDWARD SYMONDS,18/12/2007,4300.0,0.0,0.0,0.0,£0.00,,N,N,,THE GATEHOUSE,HAIGH PARK ROAD,STOURTON,LEEDS,LS10 1UU,CO,OFFICES AND PREMISES,2072904631474.0
