Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2009,1,Minnesota,Nutrition,Appropriations,Community,Employment,LEG,002APP
2011,1,New York,Physical Activity,Public Safety,School/After School,Tax Increment Bonds Payable From Real Property Taxes Le,LEG,039SAF
2009,1,New Mexico,Obesity,Appropriations,School/After School,Fresh Fruit for School Lunches,LEG,002APP
2009,1,West Virginia,Nutrition,Farm Direct Foods,Community,Farmers Markets,LEG,015FDF
2011,1,Tennessee,Physical Activity,School Siting,Community,Industrial Development,LEG,042SIT
2011,1,Mississippi,Nutrition,Correctional Facilities Farms Programs,Community,Health Foods,LEG,018CFP
2012,1,Iowa,Physical Activity,Appropriations,Community,An Act Making Appropriations<br>,LEG,002APP
2010,1,Iowa,Nutrition,Farmers Markets,Restaurant/Retail,Agriculture and Natural Resources,LEG,016FAM
2009,1,Michigan,Nutrition,Medical Care,School/After School,Transportation Infrastructure Options,LEG,026MEC
2011,1,Washington,Physical Activity,Built Environment and Street-Scale Design,School/After School,Traffic Safety,LEG,049BED
2009,1,California,Nutrition,Farm Direct Foods,School/After School,Budget Act of 2009,LEG,015FDF
2009,1,Kentucky,Nutrition,Incentives,Work Place,Healthy Lifestyles,LEG,029INC
2006,1,Maryland,Physical Activity,Bicycling,Community,Vehicle Laws,LEG,005BIK
2011,1,Mississippi,Nutrition,Disparities/Equity,School/After School,Council on Combating Obesity,LEG,013DEQ
2009,1,Indiana,Nutrition,Appropriations,Restaurant/Retail,Vendor Procedures; Department Sanctions,REG,002APP
2003,1,District of Columbia,Nutrition,Agriculture and Farming,Community,An Emergency Act Making Appropriations   <br>,LEG,017AGF
2010,1,Mississippi,Obesity,Portion Size,School/After School,State Board Policy 4011,REG,038POS
2001,1,California,Nutrition,School Nutrition,School/After School,Pupil Health,LEG,043SNU
2011,1,Oregon,Nutrition,Disparities/Equity,Community,Food Assistance,LEG,013DEQ
2010,1,New Jersey,Obesity,Body Mass Index (BMI),Community,Fort Monmouth Economic Revitalization,LEG,006BMI
2007,1,Georgia,Nutrition,Farm Direct Foods,Restaurant/Retail,Food Service Establishments,LEG,015FDF
2010,1,Maryland,Obesity,Food Restrictions,Restaurant/Retail,Food Service Facilities,LEG,020FOR
2007,1,California,Nutrition,Disparities/Equity,Community,Healthy Food Purchase Pilot Program,LEG,013DEQ
2001,1,Hawaii,Obesity,Appropriations,Community,Motor Vehicle Insurance Claims,LEG,002APP
2006,1,New Jersey,Physical Activity,Incentives,Community,Urban Transit Hub Tax Credits,LEG,029INC
2010,1,New Jersey,Nutrition,Agriculture and Farming,Community,Economic Development Promotion Act,LEG,017AGF
2006,1,New Jersey,Nutrition,Appropriations,Community,An Act Making Appropriations  <br>,LEG,002APP
2011,1,Florida,Obesity,Incentives,Community,Streamlined Sales and Use Tax Agreement,LEG,029INC
2009,1,New Jersey,Nutrition,Task Forces/Councils,Community,Childhood Obesity Prevention,LEG,047TFC
2011,1,Missouri,Obesity,Marketing Restrictions,Restaurant/Retail,Streamlined Sales and Use Tax Agreement,LEG,019MAR
2009,1,Oklahoma,Nutrition,Incentives,Restaurant/Retail,Revenue And Taxation,LEG,029INC
2011,1,Hawaii,Obesity,Appropriations,Restaurant/Retail,Health,LEG,002APP
2009,1,New York,Physical Activity,Bicycling,Community,Safe Access to Public Roads,LEG,005BIK
2009,1,Maine,Obesity,Appropriations,Community,Breast Feeding Resource System,LEG,002APP
2012,1,Illinois,Nutrition,Trans Fats,Restaurant/Retail,An Act Concerning Health  <br>,LEG,050FAT
2009,1,Hawaii,Obesity,Appropriations,Restaurant/Retail,Appropriation,LEG,002APP
2010,1,Minnesota,Physical Activity,Appropriations,Restaurant/Retail,Capital Investment,LEG,002APP
2011,1,Texas,Physical Activity,Bicycling,Community,Rowlett Downtown Management District Creation,LEG,005BIK
2010,1,Kentucky,Nutrition,Farm Direct Foods,Community,Appropriations and Revenues,LEG,015FDF
2009,1,New York,Physical Activity,Appropriations,Community,Insurer Fund for Underserved Neighborhood Areas,LEG,002APP
2005,1,Arizona,Nutrition,Vending,School/After School,School Nutritional Standards,LEG,051VEN
2009,1,Colorado,Obesity,Appropriations,School/After School,Facility Guidelines,REG,002APP
2010,1,West Virginia,Obesity,Appropriations,Community,State Trail Authority,LEG,002APP
2009,1,Montana,Obesity,Food Restrictions,Community,Farmers Market Laws,LEG,020FOR
2015,3,Hawaii,Nutrition,Initiatives and Programs,School/After School,Relating to a Farm to School Program,LEG,053INP
2010,1,Michigan,Physical Activity,Pedestrians/Walking,Community,Complete Streets Policy,LEG,052PED
2010,1,Alabama,Obesity,Appropriations,Restaurant/Retail,Farmers Market,LEG,002APP
2015,3,California,Nutrition,Initiatives and Programs,Community,Relative to Farmworker Appreciation Day,LEG,053INP
2009,1,Texas,Nutrition,Food Security,Community,Nutritious Foods,LEG,023FOS
2009,1,Florida,Nutrition,Incentives,Work Place,Healthy and Fit Florida Act,LEG,029INC
2010,1,Hawaii,Nutrition,Appropriations,Community,Women and Infant Children,LEG,002APP
2010,1,Hawaii,Obesity,Appropriations,School/After School,State Diet Programs,LEG,002APP
2011,1,New York,Physical Activity,Disparities/Equity,Community,Governors Council on Physical Fitness,LEG,013DEQ
2011,1,California,Nutrition,Liability and Indemnity,Community,Schools and Local Public Safety Protection Act,LEG,030LAI
2009,1,Minnesota,Nutrition,Access to Healthy Foods,School/After School,Employment,LEG,001AHF
2011,1,Massachusetts,Obesity,Sugar Sweetened Beverages,Community,Reducing Childhood Obesity Rates,LEG,046SSB
2011,1,Indiana,Nutrition,Appropriations,Restaurant/Retail,Local Food and Farm Task Force,LEG,002APP
2009,1,Utah,Nutrition,Appropriations,Early Care and Education,Out of School Time Child Care Programs,REG,002APP
2011,1,New York,Nutrition,Farm Direct Foods,Community,Community Food Security Program,LEG,015FDF
2016,4,Louisiana,Nutrition,Initiatives and Programs,Community,"Special Supplemental Nutrition Program for Women, Infants and Children (WIC)",REG,053INP
2012,1,Mississippi,Nutrition,Food Assistance Programs,Community,An Act Amending Food Assistance Program Requirements<br>,LEG,003FAP
2010,1,Texas,Nutrition,Appropriations,Early Care and Education,Nutrition And Food Service,REG,002APP
2011,1,Minnesota,Physical Activity,Built Environment and Street-Scale Design,Community,Capital Improvements,LEG,049BED
2009,1,Texas,Obesity,Body Mass Index (BMI),Community,Mass Transit and Accommodation,LEG,006BMI
2009,1,Arkansas,Nutrition,Agriculture and Farming,Community,Legislative Projects,LEG,017AGF
2009,1,Montana,Obesity,Appropriations,Community,School Speed Zone Law,LEG,002APP
2011,1,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Land Use Regulations and Zoning,LEG,052PED
2015,1,New York,Nutrition,Breastfeeding,Early Care and Education,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,007BFD
2011,1,Maine,Physical Activity,Pedestrians/Walking,Community,Pedestrian Safety Laws,LEG,052PED
2011,1,Texas,Physical Activity,Public Safety,Community,Imperial Redevelopment District,LEG,039SAF
2017,1,Arkansas,Nutrition,Appropriations,School/After School,"LOCAL FOOD, FARMS, AND JOBS ACT <br>",LEG,002APP
2010,1,North Carolina,Obesity,Appropriations,Community,Base Budget Appropriations,LEG,002APP
2001,1,Georgia,Nutrition,Agriculture and Farming,Community,An Act Relating to the Sale of Agricultural and Forestry Products<br>,LEG,017AGF
2014,4,New Jersey,Physical Activity,Disparities/Equity,Restaurant/Retail,Childrenâs Health Promotion Fund,LEG,013DEQ
2013,1,New York,Nutrition,Trans Fats,Restaurant/Retail,Act to Amend the Public Health Law to Ban Trans Fat,LEG,050FAT
2010,1,Minnesota,Obesity,Appropriations,Community,Transportation,LEG,002APP
2011,1,Virginia,Physical Activity,Built Environment and Street-Scale Design,Community,Following Too Closely,LEG,049BED
2009,1,Washington,Physical Activity,Pedestrians/Walking,Community,Community And Surplus Schools,LEG,052PED
2003,1,Texas,Physical Activity,"Parks, Recreation and Trails",Community,Provision of Parks and Recreational Facilities,LEG,034PRT
2009,1,Rhode Island,Physical Activity,Bicycling,Community,Motor and Other Vehicles,LEG,005BIK
2009,1,Colorado,Nutrition,Farmers Markets,Community,Reauthorize Child Nutrition Act,LEG,016FAM
2013,1,New Mexico,Nutrition,Appropriations,Community,An Act Making General Appropriations,LEG,002APP
2011,1,Georgia,Nutrition,Media Campaigns,Community,Legislative Resolution,LEG,031MDC
2009,1,New York,Nutrition,Agriculture and Farming,Community,Appropriations for Support of Government,LEG,017AGF
2009,1,North Carolina,Physical Activity,Physical Education Requirements,Early Care and Education,Children's Health and Nutrition,REG,036PER
2009,1,Illinois,Nutrition,Task Forces/Councils,Work Place,Wellness Rewards,LEG,047TFC
2003,1,North Carolina,Physical Activity,Task Forces/Councils,School/After School,Studies Act of 2004,LEG,047TFC
2011,1,Vermont,Nutrition,Disparities/Equity,Community,Sugar-Sweetened Beverages,LEG,013DEQ
2009,1,Massachusetts,Physical Activity,Public Transportation,Community,Transportation System Modernization,LEG,040TRS
2010,1,California,Nutrition,Appropriations,Early Care and Education,Budget Act of 2010,LEG,002APP
2010,1,Illinois,Physical Activity,Built Environment and Street-Scale Design,Community,Share the Road Fund,LEG,049BED
2009,1,Illinois,Physical Activity,Physical Education Requirements,School/After School,Student Physical Fitness Assessment,LEG,036PER
2009,1,Maine,Nutrition,Incentives,School/After School,Physical Education in Schools,LEG,029INC
2011,1,Hawaii,Nutrition,Farm Direct Foods,Community,Concession Contracts,LEG,015FDF
2010,1,Hawaii,Nutrition,Appropriations,Restaurant/Retail,Nutritious Meal Programs,LEG,002APP
2009,1,Hawaii,Obesity,Appropriations,Community,Affordable Housing,LEG,002APP
2001,1,Connecticut,Nutrition,Appropriations,Community,An Act Concerning Appropriations<br>,LEG,002APP
2011,1,Mississippi,Obesity,Appropriations,Community,Mississippi Dairy Industry Stabilization Act,LEG,002APP
2010,1,Missouri,Nutrition,Farm Direct Foods,Community,State and Local Sales Tax Exemption,LEG,015FDF
2009,1,California,Obesity,Menu Labeling,Community,Housing and Emergency Shelter Trust Fund,LEG,032MNL
2011,1,Vermont,Nutrition,Appropriations,Community,Capital Construction Appropriations,LEG,002APP
2008,1,Hawaii,Nutrition,Farm Direct Foods,Community,Senate Concurrent  Resolution<br>,LEG,015FDF
2016,2,Rhode Island,Physical Activity,Physical Activity Requirements,School/After School,An Act relating to Education - Curriculum - Free play recess. Requires public schools to provide student in grades kindergarten through 5 with at least 20 minutes of free-play recess each school day.,LEG,035PAR
2009,1,Massachusetts,Nutrition,Farm Direct Foods,Community,School Nutrition,LEG,015FDF
2009,1,Michigan,Nutrition,Appropriations,Work Place,Public Employee Benefits,LEG,002APP
2010,1,Louisiana,Nutrition,Food Policy Councils,Restaurant/Retail,Sustainable Local Food Policy Council,LEG,022FPC
2010,1,Arizona,Nutrition,School Nutrition,School/After School,Charter Schools and Tax Exemption,LEG,043SNU
2013,1,Massachusetts,Physical Activity,Public Transportation,Community,An Act to Promote Livable Communities and Zoning Reform ActAn Act to Promote Livable Communities and Zoning Reform Act,LEG,040TRS
2009,1,Delaware,Obesity,Menu Labeling,Community,Street and State Highway Access,REG,032MNL
2011,1,California,Nutrition,School Nutrition,Community,Housing and Emergency Shelter Trust Fund Acts,LEG,043SNU
2009,1,Massachusetts,Nutrition,Liability and Indemnity,School/After School,Public School Sport Program Funding,LEG,030LAI
2011,1,Alabama,Physical Activity,Pedestrians/Walking,Community,Traffic Control Legends,LEG,052PED
2009,1,Washington,Obesity,Appropriations,School/After School,Transportation Funding,LEG,002APP
2011,1,West Virginia,Obesity,Appropriations,Restaurant/Retail,Soft Drinks Tax,LEG,002APP
2005,1,Florida,Physical Activity,Pedestrians/Walking,Community,Mobility-Impaired Pedestrians or Dogs,LEG,052PED
2010,1,Washington,Nutrition,Fruits and Vegetables,Restaurant/Retail,Tax Increases,LEG,025FAV
2009,1,Delaware,Physical Activity,Pedestrians/Walking,Community,Street and State Highway Access,REG,052PED
2011,1,Utah,Nutrition,Farmers Markets,Restaurant/Retail,Short Title - Locally Produced Agriculture,LEG,016FAM
2011,1,Texas,Physical Activity,Disparities/Equity,Community,Acquisition of Real Property,LEG,013DEQ
2011,1,Arkansas,Physical Activity,Disparities/Equity,School/After School,Appropriation to the Department of Human Services,LEG,013DEQ
2009,1,North Dakota,Obesity,Appropriations,Community,Charitable Food Recovery,LEG,002APP
2011,1,Connecticut,Nutrition,Access to Healthy Foods,Community,Nutrition Assistance,LEG,001AHF
2009,1,Washington,Physical Activity,Built Environment and Street-Scale Design,Community,Revised Code,LEG,049BED
2011,1,Minnesota,Physical Activity,"Parks, Recreation and Trails",Community,Transportation,LEG,034PRT
2005,1,Tennessee,Nutrition,Farmers Markets,Community,An Act Appropriating Money <br>,LEG,016FAM
2013,4,California,Physical Activity,Physical Activity Requirements,School/After School,School Nutrition,LEG,035PAR
2011,1,Oklahoma,Physical Activity,Built Environment and Street-Scale Design,Community,Historic Route 66 Bike Trail,LEG,049BED
2009,1,New York,Obesity,Menu Labeling,Community,Smart Growth Principles for State Agencies,LEG,032MNL
2009,1,New York,Nutrition,Liability and Indemnity,School/After School,Grant Program for Local K through 12 Initiatives,LEG,030LAI
2010,1,Louisiana,Nutrition,Access to Healthy Foods,Community,Sustainable Local Food Policy Council,LEG,001AHF
2009,1,California,Obesity,Body Mass Index (BMI),Community,Budget Act of 2009,LEG,006BMI
2010,1,Maine,Nutrition,Access to Healthy Foods,Community,Maine Food Processing Grant Program,REG,001AHF
2001,1,California,Physical Activity,Physical Education Requirements,School/After School,Pupil Health,LEG,036PER
2010,1,Rhode Island,Nutrition,Appropriations,Work Place,Public Officers and Employees,LEG,002APP
2001,1,California,Physical Activity,Built Environment and Street-Scale Design,Community,Santa Clara Valley Transportation Authority,LEG,049BED
2009,1,New York,Obesity,Appropriations,Work Place,Governor's Council on Physical Fitness,LEG,002APP
2009,1,New York,Nutrition,Medical Care,Community,Tax Credits for Employers,LEG,026MEC
2011,1,Texas,Physical Activity,Access to Recreational Opportunities,School/After School,Tax Supported Bonds,LEG,004ARO
2014,3,Massachusetts,Physical Activity,Appropriations,Community,Appropriations for Nutritional Assistance Programs,LEG,002APP
2013,1,Maine,Nutrition,Nutrition Standards,Community,Request for Waiver,LEG,010NUS
2013,2,Nevada,Obesity,Initiatives and Programs,Community,An Act Relating to Public Health,LEG,053INP
2011,1,North Carolina,Obesity,Task Forces/Councils,Early Care and Education,Childhood Obesity Legislative Task Force,LEG,047TFC
2011,1,Illinois,Nutrition,Liability and Indemnity,Community,Department Of Commerce And Economic Opportunity,LEG,030LAI
2009,1,New Hampshire,Nutrition,Incentives,Community,Fee on Certain Beverages,LEG,029INC
2013,1,Hawaii,Nutrition,Appropriations,School/After School,Relating to Agriculture,LEG,002APP
2009,1,Connecticut,Physical Activity,Bicycling,Community,Modes of Transportation,LEG,005BIK
2011,1,Massachusetts,Obesity,Food Restrictions,Restaurant/Retail,Foods Containing Artificial Trans Fats,LEG,020FOR
2011,1,New York,Nutrition,Appropriations,Community,Local Produce Tax Credit,LEG,002APP
2009,1,North Carolina,Physical Activity,Appropriations,Community,Public Health Initiatives,LEG,002APP
2010,1,South Dakota,Obesity,Health Insurance Coverage,School/After School,School Land Access Permits and Fees,LEG,028HIC
2007,1,North Carolina,Obesity,Appropriations,School/After School,Appropriations Act of 2007,LEG,002APP
2011,1,Montana,Obesity,Food Restrictions,Restaurant/Retail,Appropriations by Budget Amendment,LEG,020FOR
2011,1,Oregon,Nutrition,Medical Care,Community,Bicycle Passengers,LEG,026MEC
2010,1,Maryland,Obesity,Media Campaigns,Community,Blue Ribbon Commission on Transportation Funding,LEG,031MDC
2009,1,Indiana,Obesity,Appropriations,Community,Food Stamps At Farmers Markets,LEG,002APP
2007,1,Massachusetts,Obesity,Appropriations,Community,Transportation System Financing Improvement,LEG,002APP
2011,1,Tennessee,Obesity,Incentives,Community,Privilege Tax,LEG,029INC
2011,1,Hawaii,Obesity,Appropriations,Community,Development Infrastructure,LEG,002APP
2009,1,Ohio,Nutrition,Sodium,School/After School,Food and Beverages Nutritional Standards,LEG,045SOD
2011,1,Hawaii,Obesity,Appropriations,School/After School,Department of Education,LEG,002APP
2011,1,California,Nutrition,Medical Care,Community,Local Planning,LEG,026MEC
2009,1,Washington,Physical Activity,School Siting,Community,Student Transportation Funding,LEG,042SIT
2011,1,Hawaii,Nutrition,Task Forces/Councils,School/After School,School Gardens,LEG,047TFC
2011,1,Texas,Physical Activity,Built Environment and Street-Scale Design,Community,Windsor Hills Municipal Management District,LEG,049BED
2004,1,Virginia,Nutrition,Point of Purchase Promotion,Community,Overtaking and Passing Vehicles,LEG,037POP
2009,1,Arkansas,Nutrition,Agriculture and Farming,Community,Department of Human Services,LEG,017AGF
2011,1,Massachusetts,Nutrition,Access to Healthy Foods,School/After School,Healthy School Meals,LEG,001AHF
2010,1,California,Nutrition,Medical Care,Community,Safe Routes to School Construction Program,LEG,026MEC
2009,1,Mississippi,Nutrition,Agriculture and Farming,Community,Agricultural Equipment Tax Rates,REG,017AGF
2012,1,Oklahoma,Nutrition,Nutrition Standards,School/After School,An Act Relating to Beverages in Schools<br>,LEG,010NUS
2010,1,Hawaii,Nutrition,Appropriations,Restaurant/Retail,Trans Fats,LEG,002APP
2011,1,Hawaii,Physical Activity,Appropriations,Community,Capital Improvement Projects for the Benefit of the Fir,LEG,002APP
2010,1,Mississippi,Obesity,Appropriations,Community,Healthy Food Retail Act,LEG,002APP
2011,1,North Carolina,Obesity,Access to Drinking Water,School/After School,Childhood Obesity Legislative Task Force,LEG,014ADW
2001,1,Ohio,Nutrition,Vending,Community,Political Subdivision Sovereign Immunity Law,LEG,051VEN
2011,1,Minnesota,Physical Activity,Bicycling,Restaurant/Retail,Stadiums,LEG,005BIK
2009,1,Nevada,Physical Activity,Physical Education Requirements,School/After School,Physical Fitness,LEG,036PER
2007,1,Tennessee,Nutrition,Medical Care,Community,Department of Transportation,LEG,026MEC
2016,1,Indiana,Nutrition,Healthier Food Retail and Food Deserts,Community,Fresh food initiative; food desert grant and loan program<br>,LEG,021HFR
2012,1,Florida,Nutrition,Food Security,Community,An Act Relating to the Healthy Foods Retail Act<br>,LEG,023FOS
2010,1,New York,Physical Activity,Bicycling,Community,Driving of Motor Vehicles in Bicycle Lanes,LEG,005BIK
2011,1,Massachusetts,Nutrition,Access to Healthy Foods,Community,Liability of Farmer Markets,LEG,001AHF
2008,1,New York,Physical Activity,Disabilities,Community,"Transportation, Economic Development and Environmental Conservation Budget",LEG,011DIS
2009,1,Connecticut,Obesity,Appropriations,Community,State Conservation and Development Policies Plan,LEG,002APP
2001,1,New York,Nutrition,Access to Healthy Foods,Community,An Act Making Appropriations for the Support of Economic Development Initiatives<br>,LEG,001AHF
2011,1,Connecticut,Nutrition,Incentives,Restaurant/Retail,Food Service Permit Fee for Farmers Markets,LEG,029INC
2010,1,Massachusetts,Obesity,Disparities/Equity,School/After School,Quality Physical Education,LEG,013DEQ
2009,1,New York,Nutrition,Appropriations,Community,State Budget,LEG,002APP
2011,1,Vermont,Physical Activity,Bicycling,Community,Bicycle Racks on State Buildings,LEG,005BIK
2009,1,Oklahoma,Obesity,Appropriations,Community,Maintenance and Control of the State Highway System,REG,002APP
2009,1,Nebraska,Nutrition,Task Forces/Councils,School/After School,Farm to School Program Task Force,LEG,047TFC
2009,1,Massachusetts,Obesity,Incentives,Restaurant/Retail,Wellness Trust,LEG,029INC
2013,1,New York,Obesity,Media Campaigns,Restaurant/Retail,Omnibus Obesity and Respiratory Illness Reduction Act,LEG,074MAM
2010,1,Virginia,Nutrition,Appropriations,Community,Local Restrictions on Farm Businesses,LEG,002APP
2011,1,Hawaii,Obesity,Appropriations,Medical and/or Hospital,Tax Credits,LEG,002APP
2011,1,New Jersey,Nutrition,School Nutrition,Early Care and Education,Athletic Heart Protectors,LEG,043SNU
2009,1,Massachusetts,Obesity,Disparities/Equity,Community,School Nutrition,LEG,013DEQ
2005,1,Oregon,Nutrition,Fruits and Vegetables,Community,Department of Human Services,LEG,025FAV
2010,1,Oklahoma,Nutrition,Appropriations,Community,The Department Of Human Services,LEG,002APP
2009,1,New York,Nutrition,Food Assistance Programs,Community,Senior Nutrition Assistance Program,LEG,003FAP
2011,1,Oklahoma,Physical Activity,Access to Recreational Opportunities,School/After School,School Property,LEG,004ARO
2003,1,Vermont,Obesity,Disparities/Equity,School/After School,Nutrition Policy in Schools,LEG,013DEQ
2011,1,Florida,Physical Activity,Appropriations,School/After School,Growth Management,LEG,002APP
2011,1,Rhode Island,Obesity,Body Mass Index (BMI),School/After School,State Affairs and Government,LEG,006BMI
2013,1,Georgia,Nutrition,School Nutrition,School/After School,United Against Childhood Obesity Day at the Capitol,LEG,043SNU
2011,1,Texas,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Beverage Tax Imposition,LEG,046SSB
2010,1,Massachusetts,Physical Activity,Physical Activity Requirements,Medical and/or Hospital,Fiscal Year 2011 Budget,LEG,035PAR
2011,1,California,Nutrition,School Nutrition,Community,Low-Income Housing Tax Credit Programs,REG,043SNU
2009,1,Maine,Nutrition,Food Assistance Programs,Community,Soft Drinks,LEG,003FAP
2011,1,Mississippi,Nutrition,Task Forces/Councils,School/After School,Sweetened Beverages and Syrups Tax,LEG,047TFC
2011,1,Oklahoma,Physical Activity,Physical Education Requirements,School/After School,Schools,LEG,036PER
2005,1,Oklahoma,Physical Activity,Task Forces/Councils,School/After School,An Act Relating to Schools<br>,LEG,047TFC
2009,1,Minnesota,Physical Activity,Bicycling,Community,Capital Improvements,LEG,005BIK
2009,1,New Jersey,Physical Activity,Public Safety,Community,Safe and Secure Communities Program,REG,039SAF
2010,1,Illinois,Obesity,Food Restrictions,Community,Farmers Market Technology Improvement Program,LEG,020FOR
2011,1,Maine,Obesity,Food Restrictions,Restaurant/Retail,Food Licensing Requirements,LEG,020FOR
2011,1,Hawaii,Nutrition,Farm Direct Foods,School/After School,Charter School Agricultural Business,LEG,015FDF
2011,1,Georgia,Nutrition,Appropriations,Community,Legislative Resolution,LEG,002APP
2011,1,Tennessee,Physical Activity,Pedestrians/Walking,Community,Recreational Areas,LEG,052PED
2011,1,Utah,Nutrition,Liability and Indemnity,Community,Short Title - State Agency and Higher Education,LEG,030LAI
2011,1,California,Physical Activity,Built Environment and Street-Scale Design,School/After School,An Act Relating to Transportation<br>,LEG,049BED
2012,1,New York,Obesity,Initiatives and Programs,Early Care and Education,Relates to Obesity Prevention<br>,LEG,053INP
2011,1,Pennsylvania,Nutrition,Incentives,Work Place,Healthy Living Committee Discount,LEG,029INC
2009,1,Michigan,Obesity,Appropriations,School/After School,Physical Education,LEG,002APP
2011,1,Mississippi,Obesity,Liability and Indemnity,Restaurant/Retail,Health Foods,LEG,030LAI
2011,1,Kentucky,Nutrition,Fruits and Vegetables,School/After School,Budget Bill Amendments,LEG,025FAV
2011,1,Missouri,Obesity,Disparities/Equity,School/After School,State Board of Education Program Establishment,LEG,013DEQ
2011,1,New York,Obesity,Menu Labeling,Restaurant/Retail,Creating the Menu Nutritional Disclosure Act of 2011,LEG,032MNL
2011,1,California,Nutrition,Appropriations,School/After School,Budget Act of 2011,LEG,002APP
2010,1,Louisiana,Nutrition,Medical Care,Community,Bicycles and Traffic,LEG,026MEC
2009,1,Iowa,Obesity,Appropriations,Community,Horseback Riding Trails,LEG,002APP
2009,1,Wisconsin,Nutrition,Appropriations,Work Place,Breast Feeding in Public or Private Locations,LEG,002APP
2011,1,Louisiana,Physical Activity,Pedestrians/Walking,Community,Local Traffic,LEG,052PED
2014,3,West Virginia,Obesity,Marketing Restrictions,School/After School,Standards for School Nutrition,REG,019MAR
2008,1,Virginia,Obesity,Appropriations,Community,Derelict Buildings,LEG,002APP
2011,1,Minnesota,Physical Activity,Built Environment and Street-Scale Design,Community,Transportation,LEG,049BED
2010,1,Mississippi,Nutrition,Farm Direct Foods,Restaurant/Retail,Farmers Markets,LEG,015FDF
2011,1,Hawaii,Nutrition,Liability and Indemnity,Community,Improvements for the Benefit of the 4th District,LEG,030LAI
2009,1,Illinois,Physical Activity,Appropriations,School/After School,General Revenue Fund Appropriation,LEG,002APP
2009,1,Massachusetts,Nutrition,Food Security,School/After School,School Nutrition,LEG,023FOS
2011,1,New York,Obesity,Appropriations,Community,Senior Benefits Card Program,LEG,002APP
2010,1,New York,Obesity,Food Restrictions,Community,Greenmarket Definition,LEG,020FOR
2011,1,Florida,Physical Activity,Public Transportation,School/After School,Growth Management,LEG,040TRS
2009,1,District of Columbia,Nutrition,Appropriations,Restaurant/Retail,Kingman Parkrosedale Community Garden,LEG,002APP
2010,1,Hawaii,Obesity,Health Insurance Coverage,Medical and/or Hospital,Weight Management and Obesity Treatment for Children,LEG,028HIC
2011,1,District of Columbia,Obesity,Appropriations,School/After School,Approval and Payment Authorization,LEG,002APP
2004,1,Illinois,Nutrition,School Nutrition,School/After School,House Resolution<br>,LEG,043SNU
2010,1,Illinois,Obesity,Appropriations,School/After School,Farm Fresh Schools Program Act,LEG,002APP
2011,1,Washington,Obesity,Health Insurance Coverage,Community,Designation of the Medicaid Single State Agency,LEG,028HIC
2011,1,Texas,Obesity,Body Mass Index (BMI),Community,Jefferson County Management District,LEG,006BMI
2009,1,New York,Obesity,Menu Labeling,Community,New York Main Street Program,LEG,032MNL
2010,1,Minnesota,Nutrition,Medical Care,Community,Traffic Regulations,LEG,026MEC
2010,1,Georgia,Nutrition,Appropriations,School/After School,Supplemental Appropriations,LEG,002APP
2009,1,Ohio,Nutrition,Healthier Food Retail and Food Deserts,School/After School,Standards for Vending Machine Foods in Schools,LEG,021HFR
2003,1,Massachusetts,Physical Activity,Bicycling,Community,Transportation Modernization,LEG,005BIK
2014,3,Rhode Island,Physical Activity,Physical Education Requirements,School/After School,Rules and Regulations for School Health Programs,REG,036PER
2014,3,Massachusetts,Nutrition,Appropriations,Community,Appropriations for Nutritional Assistance Programs,LEG,002APP
2009,1,Alabama,Obesity,Food Restrictions,Community,Government Funding,LEG,020FOR
2011,1,Texas,Obesity,Disparities/Equity,School/After School,Coordinated Health Program,LEG,013DEQ
2011,1,Virginia,Nutrition,Farm Direct Foods,Restaurant/Retail,Agency Meals Food Standards,LEG,015FDF
2009,1,Michigan,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Vacant Land,LEG,021HFR
2003,1,Oregon,Nutrition,Food Assistance Programs,Community,An Act Making Appropriations<br>,LEG,003FAP
2011,1,Kansas,Nutrition,Incentives,School/After School,Obesity Prevention Council,LEG,029INC
2009,1,Missouri,Nutrition,Task Forces/Councils,Community,Commission on Prevention and Management of Obesity,LEG,047TFC
2009,1,Washington,Physical Activity,Built Environment and Street-Scale Design,Community,Growth Management Act,LEG,049BED
2011,1,Alabama,Nutrition,Vending,Community,Nutrition Labeling of Food,LEG,051VEN
2011,1,Hawaii,Nutrition,Access to Healthy Foods,Community,Sustainable Agricultural Practices Task Force,LEG,001AHF
2011,1,Oregon,Nutrition,Farmers Markets,Restaurant/Retail,The Oregon Food Policy Council,LEG,016FAM
2011,1,Mississippi,Nutrition,Incentives,School/After School,Council on Combating Obesity,LEG,029INC
2012,1,California,Physical Activity,Pedestrians/Walking,Community,"Committee on Budget, Health <br>",LEG,052PED
2009,1,Massachusetts,Obesity,Appropriations,Community,Smart Growth Zoning and Housing Production,LEG,002APP
2004,1,Louisiana,Nutrition,Farm Direct Foods,Community,Senate Resolution,LEG,015FDF
2016,3,Massachusetts,Physical Activity,"Parks, Recreation and Trails",Community,CIVIC ORGANIZATIONSâCLAPP ELEMENTARY SCHOOLâWOBURN,LEG,034PRT
2009,1,Massachusetts,Nutrition,Farmers Markets,School/After School,Appropriations,LEG,016FAM
