Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2011,1,Mississippi,Nutrition,Fruits and Vegetables,Community,Healthy Food Retail,LEG,025FAV
2010,1,Pennsylvania,Obesity,Body Mass Index (BMI),Community,Annual Registration Fee for Passenger Cars,LEG,006BMI
2010,1,Nebraska,Nutrition,Incentives,Community,"Sales and Use Tax, Declaratory Orders",REG,029INC
2011,1,Arizona,Physical Activity,Public Transportation,Community,Flood Control District Regulations,LEG,040TRS
2010,1,District of Columbia,Obesity,Disparities/Equity,School/After School,Community Schools Incentive,LEG,013DEQ
2010,1,New Jersey,Obesity,Appropriations,School/After School,School Transportation in Hazardous Routes,LEG,002APP
2010,1,Hawaii,Physical Activity,Pedestrians/Walking,Community,Koloa Community Hapa Trail Volunteer Assistance,LEG,052PED
2011,1,Mississippi,Nutrition,Food Assistance Programs,Restaurant/Retail,Exercise Equipment Retail Sales Tax,LEG,003FAP
2011,1,Massachusetts,Nutrition,Trans Fats,Community,Foods Containing Artificial Trans Fats,LEG,050FAT
2010,1,Mississippi,Nutrition,Farmers Markets,Community,Farmers Markets,LEG,016FAM
2009,1,Nevada,Nutrition,Medical Care,Community,Bicycles on Public Roads,LEG,026MEC
2003,1,Maine,Nutrition,Food Security,Work Place,An Act to Study Obesity and Methods to Reduce the Cost of Health Care and Increase the Public Health<br>,LEG,023FOS
2011,1,Texas,Physical Activity,Physical Activity Requirements,Community,Sweetened Beverages Tax,LEG,035PAR
2010,1,Oklahoma,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Food Availability,LEG,021HFR
2011,1,Maine,Physical Activity,"Parks, Recreation and Trails",Community,Future Bond Program,REG,034PRT
2013,1,Oregon,Nutrition,Farm Direct Foods,Community,Supplemental Assistance to Purchase Food Directly from Farmers,LEG,015FDF
2010,1,Arizona,Obesity,Sugar Sweetened Beverages,Community,Temporary Soft Drink Tax,LEG,046SSB
2011,1,New York,Nutrition,Medical Care,Community,Surcharge for Parking in a Bicycle Lane,LEG,026MEC
2010,1,Mississippi,Nutrition,Fruits and Vegetables,School/After School,Child Nutrition School Breakfast and Lunch Programs,REG,025FAV
2012,1,New York,Nutrition,Media Campaigns,Community,Relates to Obesity Prevention<br>,LEG,031MDC
2011,1,California,Obesity,Body Mass Index (BMI),Medical and/or Hospital,Taxation: Sweetened Beverage Tax: Children's Health,LEG,006BMI
2010,1,Louisiana,Nutrition,Appropriations,Restaurant/Retail,Rural Development,LEG,002APP
2013,1,Illinois,Nutrition,Access to Healthy Foods,Restaurant/Retail,An Act Concerning Public Aid,LEG,001AHF
2011,1,New York,Nutrition,Farmers Markets,Community,Urban and Regional Farmers Markets Facilities,LEG,016FAM
2009,1,Massachusetts,Obesity,Disparities/Equity,Community,School Nutrition,LEG,013DEQ
2009,1,Hawaii,Nutrition,Food Assistance Programs,Community,Appropriation,LEG,003FAP
2010,1,District of Columbia,Nutrition,Fruits and Vegetables,Restaurant/Retail,Food Environmental and Economic Development,LEG,025FAV
2009,1,New York,Obesity,Portion Size,School/After School,Foods and Beverages on School Property,LEG,038POS
2011,1,Washington,Obesity,Body Mass Index (BMI),Medical and/or Hospital,Insurance Benefits with Wellness Incentives,LEG,006BMI
2011,1,Hawaii,Nutrition,Access to Healthy Foods,Community,General Excise Tax,LEG,001AHF
2011,1,Georgia,Nutrition,Fruits and Vegetables,Community,Georgia Grown Farm Products,LEG,025FAV
2010,1,Pennsylvania,Physical Activity,Task Forces/Councils,Community,Blighted Property Database,LEG,047TFC
2010,1,Oklahoma,Physical Activity,Pedestrians/Walking,Community,Public Health And Safety,LEG,052PED
2011,1,Montana,Obesity,Appropriations,Work Place,Incentive Programs to Reward Healthy Choices,LEG,002APP
2009,1,Oregon,Physical Activity,Bicycling,Community,Transportation,LEG,005BIK
2011,1,Nevada,Nutrition,Trans Fats,School/After School,Trans Fats at Public Schools,LEG,050FAT
2011,1,Maryland,Physical Activity,Bicycling,Community,Annual Corrective Bill,LEG,005BIK
2005,1,California,Obesity,Food Restrictions,School/After School,School Food Nutrition,LEG,020FOR
2012,1,New York,Nutrition,Agriculture and Farming,Community,An Act to Amend the State Finance Law<br>,LEG,017AGF
2007,1,North Carolina,Nutrition,Medical Care,Community,Appropriations Act of 2007,LEG,026MEC
2010,1,Colorado,Obesity,Task Forces/Councils,School/After School,Farm to School Interagency Task Force,LEG,047TFC
2013,1,New York,Physical Activity,Zoning/Land Use,Community,An Act to Amend the Executive Law and the State Finance Law,LEG,033ZON
2011,1,New York,Physical Activity,Public Safety,Community,Establishing a Community Garden Task Force<br>,LEG,039SAF
2011,1,Georgia,Nutrition,School Nutrition,School/After School,Farm to School Programs,LEG,043SNU
2010,1,New York,Nutrition,Food Security,Restaurant/Retail,Posting of Calorie Content of Food,LEG,023FOS
2013,1,Texas,Nutrition,Incentives,School/After School,Resolution,LEG,029INC
2011,1,New York,Obesity,Marketing Restrictions,Restaurant/Retail,Tax Law,LEG,019MAR
2009,1,Ohio,Obesity,Appropriations,School/After School,Healthy Students Act,LEG,002APP
2003,1,Texas,Physical Activity,Task Forces/Councils,School/After School,Public Education Information System,LEG,047TFC
2007,1,California,Obesity,Body Mass Index (BMI),Community,Treasure Island Transportation Management Act,LEG,006BMI
2009,1,New York,Physical Activity,Public Safety,Community,Housing Opportunity Zones Act,LEG,039SAF
2011,1,Massachusetts,Nutrition,Farmers Markets,Community,Farmers Markets,LEG,016FAM
2003,1,Massachusetts,Nutrition,Food Security,Community,An Act Making Appropriations<br>,LEG,023FOS
2010,1,Rhode Island,Obesity,Disparities/Equity,Medical and/or Hospital,State Affairs and Government,LEG,013DEQ
2010,1,Rhode Island,Obesity,Body Mass Index (BMI),Community,Towns & Cities,LEG,006BMI
2010,1,Tennessee,Obesity,Menu Labeling,Restaurant/Retail,Hotels and Restaurants,LEG,032MNL
2009,1,New York,Obesity,Body Mass Index (BMI),School/After School,Schools To Implement Analyze Body of Students,LEG,006BMI
2010,1,North Carolina,Nutrition,Nutrition Standards,School/After School,Statewide Nutrition Standards,LEG,010NUS
2011,1,California,Physical Activity,Task Forces/Councils,Community,Vehicles: Traffic Control Device: Standards: Committee,LEG,047TFC
2010,1,North Carolina,Nutrition,School Nutrition,School/After School,State Board of Education,LEG,043SNU
2004,1,Pennsylvania,Nutrition,Agriculture and Farming,School/After School,House Resolution,LEG,017AGF
2011,1,Louisiana,Physical Activity,Pedestrians/Walking,Community,Capital Outlay Budget,LEG,052PED
2007,1,Connecticut,Nutrition,Initiatives and Programs,Community,An Act Concerning the State Budget <br>,LEG,053INP
2011,1,Texas,Physical Activity,Built Environment and Street-Scale Design,Community,Creation of Harris County Improvement District No 22,LEG,049BED
2011,1,Montana,Nutrition,Food Security,Early Care and Education,Study on Reducing Childhood Hunger,LEG,023FOS
2005,1,Florida,Obesity,Menu Labeling,Community,Greenways and Trails,LEG,032MNL
2010,1,Rhode Island,Obesity,Appropriations,Community,Motor and Other Vehicles,LEG,002APP
2010,1,Mississippi,Nutrition,Appropriations,School/After School,Education Blueprint,LEG,002APP
2005,1,Illinois,Nutrition,Appropriations,Community,Food Systems Policy Council,LEG,002APP
2009,1,Tennessee,Nutrition,Appropriations,Community,Taxes,LEG,002APP
2009,1,Pennsylvania,Nutrition,Access to Healthy Foods,School/After School,Education Code,LEG,001AHF
2010,1,West Virginia,Nutrition,Farmers Markets,Restaurant/Retail,Budget Bill,LEG,016FAM
2009,1,Florida,Physical Activity,Media Campaigns,Work Place,Healthy and Fit Florida Act,LEG,031MDC
2011,1,Minnesota,Nutrition,Access to Healthy Foods,Community,Agriculture,LEG,001AHF
2011,1,California,Physical Activity,Public Transportation,Community,Vehicles: Traffic Control Device: Standards: Committee,LEG,040TRS
2009,1,Pennsylvania,Nutrition,Farmers Markets,Community,Food Safety,LEG,016FAM
2001,1,Rhode Island,Nutrition,Point of Purchase Promotion,Community,Motor Vehicles,LEG,037POP
2007,1,Illinois,Physical Activity,Public Safety,Community,Bicycle and Pedestrian Ways,LEG,039SAF
2011,1,Iowa,Nutrition,Appropriations,Community,Federal Fiscal Year,LEG,002APP
2010,1,California,Physical Activity,Physical Activity Requirements,School/After School,Education: Physical Education,LEG,035PAR
2011,1,Minnesota,Physical Activity,Built Environment and Street-Scale Design,Restaurant/Retail,Stadiums,LEG,049BED
2010,1,Colorado,Nutrition,Healthier Food Retail and Food Deserts,Community,Elim Candy Soda Sales Tax Exemption,LEG,021HFR
2013,2,Pennsylvania,Physical Activity,Initiatives and Programs,Community,Bike to Work Legislation,LEG,053INP
2011,1,Montana,Physical Activity,Physical Activity Requirements,Early Care and Education,Early Childhood Health Promotion,LEG,035PAR
2004,1,Virginia,Physical Activity,Bicycling,Community,Overtaking and Passing Vehicles,LEG,005BIK
2011,1,Florida,Physical Activity,Bicycling,Community,Statewide Passenger Rail Commission,LEG,005BIK
2007,1,North Carolina,Obesity,Appropriations,Work Place,2007 Appropriation Act,LEG,002APP
2010,1,West Virginia,Physical Activity,"Parks, Recreation and Trails",Community,Capital Improvement Projects Lists,LEG,034PRT
2010,1,New Jersey,Nutrition,Appropriations,School/After School,Student Body Mass Calculation,LEG,002APP
2011,1,Maine,Obesity,Food Restrictions,Community,Food Projects and State Funding,LEG,020FOR
2010,1,Georgia,Nutrition,Farmers Markets,Restaurant/Retail,State Fiscal Year Appropriations,LEG,016FAM
2011,1,Maryland,Physical Activity,Bicycling,Community,Quiet Vehicles and Pedestrian Safety Task Force,LEG,005BIK
2010,1,South Dakota,Nutrition,Media Campaigns,Community,School Land Access Permits and Fees,LEG,031MDC
2009,1,New Jersey,Obesity,Menu Labeling,Community,Smart Housing Incentives Act,LEG,032MNL
2011,1,Colorado,Physical Activity,Public Transportation,Community,Surface Transportation Funding,LEG,040TRS
2010,1,California,Nutrition,Agriculture and Farming,Community,Allocation System: Unified Volume Ceiling,REG,017AGF
2009,1,New York,Physical Activity,Public Transportation,Community,Clean Water Jobs Bond Acts,LEG,040TRS
2009,1,Maine,Obesity,Appropriations,Community,State Ceiling of Low Income Housing Tax Credit Rule,REG,002APP
2011,1,Maryland,Obesity,Disparities/Equity,Community,Maryland Combating Childhood Obesity Grant Program,LEG,013DEQ
2015,1,New York,Obesity,Menu Labeling,School/After School,Trans fat reduction; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,032MNL
2011,1,Massachusetts,Nutrition,Medical Care,Community,Creation of the Barnstable Yarmouth Bike Path,LEG,026MEC
2011,1,Mississippi,Nutrition,Fruits and Vegetables,Restaurant/Retail,Fruits and Vegetables Sales Tax,LEG,025FAV
2011,1,Texas,Nutrition,Incentives,Community,Sweetened Beverages Tax,LEG,029INC
2010,1,South Carolina,Nutrition,Appropriations,Restaurant/Retail,Sweetened Beverage Tax Act,LEG,002APP
2009,1,Georgia,Physical Activity,Bicycling,School/After School,Regional Planning,REG,005BIK
2005,1,Washington,Nutrition,Incentives,Community,Interagency Council on Health Disparities,LEG,029INC
2011,1,West Virginia,Nutrition,Breastfeeding,Community,Child's Right to Nurse in Public,LEG,007BFD
2011,1,Minnesota,Obesity,Disparities/Equity,School/After School,Education,LEG,013DEQ
2011,1,Mississippi,Nutrition,Appropriations,Community,Edwards Street Fellowship Center,LEG,002APP
2010,1,New York,Obesity,Food Restrictions,School/After School,New York State Healthy Kids Act,LEG,020FOR
2009,1,Massachusetts,Nutrition,School Nutrition,School/After School,Student Health and Education,LEG,043SNU
2009,1,Minnesota,Physical Activity,Public Transportation,Community,Real Property,LEG,040TRS
2010,1,Alabama,Physical Activity,Built Environment and Street-Scale Design,Community,Transportation Department,LEG,049BED
2012,1,New York,Nutrition,Food Assistance Programs,School/After School,An Act to Combat the Incidence of Adult and Childhood Obesity<br>,LEG,003FAP
2009,1,New York,Obesity,Body Mass Index (BMI),Community,Tax Credits for Employers,LEG,006BMI
2009,1,District of Columbia,Obesity,Food Restrictions,Community,Vending Regulation Act,LEG,020FOR
2005,1,Michigan,Nutrition,Task Forces/Councils,Community,Group Wellness Coverage,LEG,047TFC
2007,1,Delaware,Physical Activity,Physical Education Requirements,School/After School,An Act Making Appropriations <br>,LEG,036PER
2011,1,Mississippi,Nutrition,Food Assistance Programs,Medical and/or Hospital,Medicaid Amendments,LEG,003FAP
2011,1,Texas,Physical Activity,Appropriations,Community,Rowlett Pecan Grove Management District Creation,LEG,002APP
2011,1,Georgia,Nutrition,Fruits and Vegetables,Restaurant/Retail,Farm to School Programs,LEG,025FAV
2007,1,Hawaii,Physical Activity,Built Environment and Street-Scale Design,Community,Pedestrian Safety,LEG,049BED
2012,3,California,Nutrition,Fruits and Vegetables,Community,Food Literacy Awareness Month,LEG,025FAV
2011,1,New York,Physical Activity,Pedestrians/Walking,Community,Department of Transportation Survey,LEG,052PED
2009,1,New York,Obesity,Disparities/Equity,Community,Governor's Council on Physical Fitness,LEG,013DEQ
2005,1,Tennessee,Obesity,Appropriations,School/After School,Pedestrian Children Motor Vehicle Accidents,LEG,002APP
2007,1,California,Physical Activity,Initiatives and Programs,Community,Senate Concurrent Resolution,LEG,053INP
2009,1,Missouri,Physical Activity,Bicycling,Community,Department of Transportation,LEG,005BIK
2008,1,New York,Physical Activity,Disabilities,Community,"Transportation, Economic Development and Environmental Conservation Budget",LEG,011DIS
2009,1,Georgia,Nutrition,Medical Care,Community,Georgia Rides to the Capitol Day,LEG,026MEC
2003,1,Iowa,Nutrition,Food Assistance Programs,Community,An Act Appropriating Federal Funds Made Available from Federal Block Grants  <br>,LEG,003FAP
2010,1,Vermont,Nutrition,Farm Direct Foods,Community,Economic Development,LEG,015FDF
2011,1,Hawaii,Obesity,Appropriations,Community,Real Property Blight,LEG,002APP
2010,1,California,Nutrition,Farmers Markets,Community,Farmers' Markets: Electronic Benefit Transfers,LEG,016FAM
2011,1,Mississippi,Obesity,Sugar Sweetened Beverages,Community,Sweetened Beverages and Syrups Tax,LEG,046SSB
2011,1,New Mexico,Nutrition,Agriculture and Farming,School/After School,School Lunch Appropriation and Fresh Fruits,LEG,017AGF
2011,1,Hawaii,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Health,LEG,021HFR
2010,1,Rhode Island,Physical Activity,"Parks, Recreation and Trails",Community,Towns & Cities,LEG,034PRT
2011,1,Maine,Obesity,Appropriations,Community,Farm and Fish School Program,LEG,002APP
2009,1,Mississippi,Nutrition,Appropriations,Community,Sales Tax,LEG,002APP
2009,1,Illinois,Physical Activity,School Siting,School/After School,School Transportation Limits,LEG,042SIT
2011,1,Minnesota,Physical Activity,Safe Routes to Schools,School/After School,Capital Improvements,LEG,041SRS
2004,1,Virginia,Obesity,Appropriations,School/After School,Dillard,LEG,002APP
2009,1,Texas,Obesity,Task Forces/Councils,School/After School,Nutrition Working Groups,REG,047TFC
2009,1,Hawaii,Obesity,Appropriations,Community,Student Traffic Safety and New Schools,LEG,002APP
2011,1,Minnesota,Physical Activity,Appropriations,Community,Capital Improvements,LEG,002APP
2009,1,Indiana,Obesity,Food Restrictions,Community,Farmers Markets and Roadside Stands,LEG,020FOR
2010,1,New Hampshire,Nutrition,Appropriations,Community,Home and Community-Based Care for the Elderly,REG,002APP
2012,1,Florida,Physical Activity,Physical Education Requirements,School/After School,An Act Relating to Education<br>,LEG,036PER
2010,1,District of Columbia,Nutrition,Appropriations,Community,Supermarket Property Tax Rebate,LEG,002APP
2010,1,Vermont,Obesity,Liability and Indemnity,Restaurant/Retail,Catamount Health,LEG,030LAI
2004,1,Colorado,Nutrition,Medical Care,Community,Safe Routes to School,LEG,026MEC
2010,1,Tennessee,Physical Activity,Incentives,Community,Industrial Development,LEG,029INC
2009,1,Massachusetts,Nutrition,Task Forces/Councils,School/After School,School Nutrition,LEG,047TFC
2011,1,Connecticut,Obesity,Appropriations,School/After School,Reform of Physical Education in Public Schools,LEG,002APP
2003,1,Massachusetts,Nutrition,Medical Care,Community,Transportation Modernization,LEG,026MEC
2010,1,Mississippi,Nutrition,Disparities/Equity,Community,Healthy Food Retail Act,LEG,013DEQ
2009,1,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Analyzing Vehicle and Pedestrian Safety on Route 60,LEG,052PED
2009,1,Oregon,Nutrition,Appropriations,Community,Uses on Agricultural Land,REG,002APP
2009,1,Massachusetts,Nutrition,School Nutrition,School/After School,Student Nutrition and Wellness,LEG,043SNU
2010,1,Tennessee,Obesity,Menu Labeling,Community,Appropriations,LEG,032MNL
2015,1,New York,Obesity,Body Mass Index (BMI),Work Place,Trans fat reduction; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,006BMI
2011,1,Rhode Island,Nutrition,Farm Direct Foods,Community,Ocean Special Area Management Plan,REG,015FDF
2009,1,Kentucky,Physical Activity,Physical Education Requirements,School/After School,Students Physical Activity,LEG,036PER
2010,1,Utah,Obesity,Appropriations,Community,Short Title - Operation of Bicycles and Mopeds,LEG,002APP
2011,1,Nebraska,Nutrition,Access to Healthy Foods,Restaurant/Retail,Nebraska Healthy Food Financing Initiative Act,LEG,001AHF
2009,1,Hawaii,Physical Activity,Appropriations,School/After School,Eleventh Senatorial District,LEG,002APP
2009,1,Massachusetts,Physical Activity,Built Environment and Street-Scale Design,Community,Transportation System Reform,LEG,049BED
2011,1,California,Nutrition,Healthier Food Retail and Food Deserts,Community,Land Use: Housing Element: Regional Housing Need,LEG,021HFR
2009,1,Minnesota,Nutrition,Appropriations,Community,Human Services,LEG,002APP
2011,1,District of Columbia,Obesity,Appropriations,Community,Pedestrian Safety Reinforcement Emergency Amendment Act,LEG,002APP
2010,1,New Mexico,Obesity,Access to Drinking Water,Early Care and Education,Child Care Assistance Programs,REG,014ADW
2011,1,Hawaii,Nutrition,Appropriations,Community,Agribusiness,LEG,002APP
2011,1,Indiana,Nutrition,Agriculture and Farming,Community,Local Food and Farm Task Force,LEG,017AGF
2009,1,Michigan,Obesity,Appropriations,Community,Recreational Authorities Act,LEG,002APP
2012,1,Michigan,Physical Activity,Appropriations,Community,An Act Making Appropriations,LEG,002APP
2011,1,Arizona,Obesity,Health Insurance Coverage,Work Place,State Employee Health Insurance,LEG,028HIC
2009,1,New Mexico,Obesity,Food Restrictions,School/After School,Fresh Fruit in School,LEG,020FOR
2013,1,New York,Obesity,Initiatives and Programs,Restaurant/Retail,Omnibus Obesity and Respiratory Illness Reduction Act,LEG,053INP
2001,1,New York,Nutrition,Disparities/Equity,Community,An Act to Implement Language Qualifying  Appropriations<br>,LEG,013DEQ
2005,1,California,Nutrition,School Nutrition,School/After School,School Food Nutrition,LEG,043SNU
2004,1,Virginia,Obesity,Appropriations,School/After School,Standards of Quality,LEG,002APP
2010,1,Illinois,Nutrition,Fruits and Vegetables,Community,Farmers Market Technology Improvement Program,LEG,025FAV
2011,1,California,Nutrition,Food Assistance Programs,Community,Budget Act of 2011,LEG,003FAP
2015,1,Texas,Nutrition,Initiatives and Programs,Community,Interagency Obesity Council guidelines,LEG,053INP
2012,1,Georgia,Nutrition,Farm Direct Foods,Community,An Act Making Appropriations<br>,LEG,015FDF
2009,1,New York,Nutrition,Farm Direct Foods,School/After School,School Lunch Program,LEG,015FDF
2011,1,California,Obesity,Appropriations,Restaurant/Retail,Taxation: Sweetened Beverage Tax: Children's Health,LEG,002APP
2010,1,Illinois,Nutrition,Access to Healthy Foods,Community,Feeding Illinois Funds,LEG,001AHF
2010,1,Maryland,Nutrition,Sodium,Restaurant/Retail,Public Health,LEG,045SOD
2011,1,New York,Nutrition,Appropriations,Community,Strategic Farm and Food Product Development,LEG,002APP
2011,1,Illinois,Obesity,Appropriations,Restaurant/Retail,Public Aid Code,LEG,002APP
2013,2,Texas,Physical Activity,Access to Recreational Opportunities,School/After School,An act relating to the establishment of community partnerships and the development of policy recommendations for increasing physical activity and improving fitness among public school students,LEG,004ARO
2011,1,Oregon,Nutrition,Food Assistance Programs,Restaurant/Retail,Nutrition,LEG,003FAP
2010,1,District of Columbia,Nutrition,School Nutrition,Community,Hospital and Medical Services Corporation,LEG,043SNU
2008,1,New York,Nutrition,Disparities/Equity,Community,Health and  Mental Hygiene Budget<br>,LEG,013DEQ
2011,1,New Hampshire,Nutrition,Farm Direct Foods,Community,Definition of Local,LEG,015FDF
2011,1,California,Physical Activity,"Parks, Recreation and Trails",Community,Community Development: Promise Neighborhoods Initiative,LEG,034PRT
2010,1,Virginia,Physical Activity,Bicycling,Community,Reckless Cycling,LEG,005BIK
2011,1,New Mexico,Obesity,Appropriations,Community,Public Assistance,LEG,002APP
2009,1,New York,Nutrition,Trans Fats,Community,Income Tax Credit,LEG,050FAT
2015,1,Texas,Nutrition,Access to Healthy Foods,Community,Community Nutrition Program Policy Advisory Council,LEG,001AHF
2011,1,New York,Nutrition,Appropriations,Community,Exemption from Tolls for Farmers,LEG,002APP
2007,1,Maine,Obesity,Marketing Restrictions,School/After School,Tobacco Use and Advertising on School Grounds,LEG,019MAR
2009,1,New York,Nutrition,Agriculture and Farming,Community,Appropriations for Support of Government,LEG,017AGF
2009,1,Illinois,Nutrition,Agriculture and Farming,Community,Fiscal Year 2010 Appropriations,LEG,017AGF
2010,1,Colorado,Physical Activity,Built Environment and Street-Scale Design,Community,Safer Streets for Nonmotorized Transport,LEG,049BED
2015,1,Texas,Nutrition,Media Campaigns,Community,Department of Education Initiatives,LEG,074MAM
2009,1,Texas,Nutrition,Medical Care,Community,Motor Vehicle Passing A Bicyclist,LEG,026MEC
2011,1,Maine,Nutrition,Agriculture and Farming,Restaurant/Retail,Raw Milk Sales,LEG,017AGF
2005,1,Rhode Island,Nutrition,Farm Direct Foods,School/After School,Healthy Food Choices in Schools,LEG,015FDF
2009,1,Kentucky,Physical Activity,Task Forces/Councils,Work Place,Healthy Lifestyles,LEG,047TFC
2009,1,Vermont,Obesity,Food Restrictions,School/After School,Farmers Markets,LEG,020FOR
2011,1,New York,Nutrition,Appropriations,Medical and/or Hospital,Adult Day Services Respite Demonstration Programs,LEG,002APP
2007,1,New Mexico,Physical Activity,Appropriations,School/After School,Physical Education,LEG,002APP
2010,1,West Virginia,Nutrition,Medical Care,Community,Pedestrian And Transit Ways,LEG,026MEC
2009,1,Kentucky,Obesity,Health Insurance Coverage,Work Place,State Employee Health Insurance,LEG,028HIC
2007,1,California,Nutrition,Fruits and Vegetables,Community,Healthy Food Purchase Pilot Program,LEG,025FAV
2007,1,Rhode Island,Obesity,Access to Drinking Water,Work Place,Public Officers and Employees,LEG,014ADW
2011,1,New Hampshire,Nutrition,Farmers Markets,Community,Choices for Independence Program<br>,REG,016FAM
2011,1,California,Physical Activity,Public Safety,Community,Redevelopment,LEG,039SAF
2010,1,Wisconsin,Nutrition,Agriculture and Farming,School/After School,Locally Grown Food in School Meals,LEG,017AGF
2007,1,New Jersey,Nutrition,Food Security,Community,An act making appropriations for the support of the state government<br>,LEG,023FOS
2012,1,North Carolina,Nutrition,Appropriations,School/After School,An Act to Encourage Use of the Farm to School Program<br>,LEG,002APP
2011,1,Alabama,Obesity,Health Insurance Coverage,School/After School,Public K-12 Education,LEG,028HIC
2010,1,Virginia,Nutrition,Agriculture and Farming,Community,Private Home Food Preparation,LEG,017AGF
2010,1,New York,Nutrition,Agriculture and Farming,Community,Commissioner of Economic Development,LEG,017AGF
2009,1,Florida,Physical Activity,Physical Education Requirements,School/After School,Physical Education,LEG,036PER
2011,1,Washington,Nutrition,Appropriations,Medical and/or Hospital,Insurance Benefits with Wellness Incentives,LEG,002APP
2009,1,Oregon,Obesity,Health Insurance Coverage,Medical and/or Hospital,Insurer Healthy Behavior Awards,LEG,028HIC
2011,1,New Jersey,Nutrition,School Nutrition,School/After School,Corporate Tax Credit,LEG,043SNU
2009,1,Virginia,Physical Activity,Pedestrians/Walking,Community,Budget Bill,LEG,052PED
2009,1,New York,Obesity,Appropriations,Community,Smart Growth Principles for State Agencies,LEG,002APP
2011,1,Washington,Obesity,Health Insurance Coverage,Medical and/or Hospital,Designation of the Medicaid Single State Agency,LEG,028HIC
2009,1,Vermont,Nutrition,Appropriations,Community,Unlimited Direct Sales of Unpasteurized Milk,LEG,002APP
2011,1,New Jersey,Nutrition,Food Security,Community,An Act Concerning Funding of the New Jersey Food Access Initiative <br>,LEG,023FOS
2010,1,Illinois,Nutrition,Fruits and Vegetables,Restaurant/Retail,Fresh Produce in Schools,LEG,025FAV
2010,1,Maryland,Nutrition,Farmers Markets,Community,Producer Sampling License,LEG,016FAM
2010,1,Arizona,Physical Activity,Physical Education Requirements,School/After School,Schools and Mandatory Daily Recess,LEG,036PER
2011,1,Oklahoma,Nutrition,Media Campaigns,Community,School Property,LEG,031MDC
2010,1,Michigan,Physical Activity,Incentives,Community,Transit Facilities,LEG,029INC
2011,1,Illinois,Physical Activity,Bicycling,Community,Traffic Signal Malfunction,LEG,005BIK
2011,1,Illinois,Nutrition,Vending,Community,Appropriations and Reappropriations for Capital Project,LEG,051VEN
2009,1,Massachusetts,Nutrition,Sodium,Community,Environmental Justice,LEG,045SOD
2010,1,Missouri,Nutrition,School Nutrition,School/After School,Local Foods Initiative,LEG,043SNU
2011,1,Mississippi,Nutrition,Agriculture and Farming,School/After School,Sweetened Beverages and Syrups Tax,LEG,017AGF
2005,1,Washington,Physical Activity,Health Impact Assessment,Community,Interagency Council on Health Disparities,LEG,027HIA
2009,1,Virginia,Nutrition,Correctional Facilities Farms Programs,Community,Budget Bill,LEG,018CFP
2010,1,Illinois,Obesity,Food Restrictions,School/After School,Farm Fresh Schools Program Act,LEG,020FOR
2010,1,West Virginia,Physical Activity,Pedestrians/Walking,Community,Bicycle and Pedestrian Ways,LEG,052PED
2017,2,Montana,Nutrition,Access to Healthy Foods,Community,Creation and Administration of the Senior Farmers' Market Nutrition Program (SFMNP),REG,001AHF
2011,1,New York,Nutrition,Agriculture and Farming,Community,Establishment of a Community Gardens  Task Force,LEG,017AGF
2010,1,Illinois,Obesity,Health Insurance Coverage,Work Place,Wellness Programs,LEG,028HIC
2010,1,Massachusetts,Nutrition,Appropriations,Restaurant/Retail,Clear and Conspicuous Price Disclosure,LEG,002APP
2011,1,New York,Obesity,Health Insurance Coverage,School/After School,Use of School Facilities,LEG,028HIC
2011,1,Minnesota,Physical Activity,Public Transportation,Community,Capital Improvements,LEG,040TRS
2003,1,Massachusetts,Nutrition,Liability and Indemnity,Community,Transportation Modernization,LEG,030LAI
2010,1,Hawaii,Obesity,Food Restrictions,Community,Food Safe Certification and Pilot Program,LEG,020FOR
2011,1,New Hampshire,Obesity,Food Restrictions,Community,Property Tax Credit,LEG,020FOR
2014,3,Missouri,Nutrition,Task Forces/Councils,School/After School,Missouri Farm-to-School Act,LEG,047TFC
2011,1,Michigan,Nutrition,Agriculture and Farming,Community,Omnibus Budget,LEG,017AGF
2013,1,Texas,Nutrition,Disparities/Equity,Community,An Act Relating to the Establishment of a Community Development Grocery Store and Healthy Corner Store Revolving Loan Fund Program,LEG,013DEQ
2009,1,Washington,Obesity,Appropriations,Community,Student Transportation Funding,LEG,002APP
2011,1,Massachusetts,Obesity,Body Mass Index (BMI),Community,Transportation Infrastructure Revolving Fund,LEG,006BMI
2009,1,Michigan,Nutrition,Appropriations,Work Place,Public Employee Benefits,LEG,002APP
2009,1,Massachusetts,Nutrition,Task Forces/Councils,School/After School,Student Nutrition and Wellness,LEG,047TFC
2013,1,North Carolina,Nutrition,Incentives,Restaurant/Retail,An Act Concerning Tax Incentives,LEG,029INC
2011,1,Virginia,Nutrition,Farmers Markets,Restaurant/Retail,Agricultural Sales and Litter Tax,LEG,016FAM
2004,1,Washington,Nutrition,Liability and Indemnity,Restaurant/Retail,Provides Immunity from Liability for Obesity,LEG,030LAI
2009,1,New York,Nutrition,Farm Direct Foods,Community,Appropriations for Support of Government,LEG,015FDF
