Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2009,1,Connecticut,Nutrition,Farmers Markets,Community,Agriculture Law,LEG,016FAM
2011,1,Arkansas,Obesity,Appropriations,Community,Sustainable Agriculture,LEG,002APP
2011,1,Hawaii,Obesity,Appropriations,Work Place,Tax Credits,LEG,002APP
2011,1,Minnesota,Physical Activity,Public Transportation,Community,Transportation,LEG,040TRS
2010,1,Pennsylvania,Physical Activity,Appropriations,Community,Fiscal Year 2010 2011 Capital Budget,LEG,002APP
2009,1,West Virginia,Nutrition,Medical Care,School/After School,Governor's Office of Health Enhancement,LEG,026MEC
2011,1,Missouri,Nutrition,Incentives,Community,Agriculture,LEG,029INC
2009,1,New York,Nutrition,Fruits and Vegetables,Community,Fruit Or Vegetable Storage Facilities,LEG,025FAV
2011,1,Delaware,Physical Activity,Built Environment and Street-Scale Design,Community,Department of Transportation Study,LEG,049BED
2010,1,Texas,Obesity,Appropriations,Early Care and Education,Basic Care Requirements For School-age Children,REG,002APP
2011,1,Rhode Island,Nutrition,Incentives,Community,Taxation,LEG,029INC
2010,1,Vermont,Nutrition,Healthier Food Retail and Food Deserts,Community,Health Care Coverage,LEG,021HFR
2011,1,Tennessee,Obesity,Disparities/Equity,School/After School,Education,LEG,013DEQ
2009,1,Pennsylvania,Obesity,Menu Labeling,Restaurant/Retail,Restaurant Menu Labeling,LEG,032MNL
2011,1,Utah,Nutrition,Appropriations,Restaurant/Retail,Lodging Sales and Use Tax Exemption Claims,LEG,002APP
2013,4,New York,Nutrition,Access to Healthy Foods,Community,An Act to Amend the Agriculture and Markets Law,LEG,001AHF
2010,1,Illinois,Obesity,Food Restrictions,Community,Fresh Produce in Schools,LEG,020FOR
2012,2,Massachusetts,Nutrition,Appropriations,School/After School,An Act Making Appropriations,LEG,002APP
2009,1,Connecticut,Obesity,Appropriations,Community,Smart Growth,LEG,002APP
2009,1,Michigan,Obesity,Health Insurance Coverage,Community,Recreational Authorities Act,LEG,028HIC
2009,1,Texas,Nutrition,Farm Direct Foods,School/After School,Texas Public School Nutrition Policy (TPSNP),REG,015FDF
2007,1,California,Nutrition,Disparities/Equity,School/After School,Education,LEG,013DEQ
2011,1,California,Physical Activity,Appropriations,Early Care and Education,Budget Act of 2011,LEG,002APP
2011,1,Texas,Physical Activity,Access to Recreational Opportunities,Community,Sweetened Beverages Tax,LEG,004ARO
2013,1,New York,Obesity,Body Mass Index (BMI),School/After School,An Act to Amend the Education Law,LEG,006BMI
2011,1,Kentucky,Nutrition,School Nutrition,School/After School,Obesity in School Children,LEG,043SNU
2011,1,Idaho,Nutrition,Disparities/Equity,Community,Services for the Aging,LEG,013DEQ
2009,1,Tennessee,Nutrition,Nutrition Standards,School/After School,Education,LEG,010NUS
2011,1,Maine,Nutrition,Farm Direct Foods,Restaurant/Retail,Food Licensing Requirements,LEG,015FDF
2009,1,Vermont,Physical Activity,Physical Activity Requirements,School/After School,Special Education Rules,REG,035PAR
2011,1,Texas,Physical Activity,Public Safety,Community,Windsor Hills Municipal Management District,LEG,039SAF
2009,1,Hawaii,Obesity,Body Mass Index (BMI),Community,Public Transit Repeal County Surcharge,LEG,006BMI
2011,1,Texas,Physical Activity,Physical Education Requirements,School/After School,Student Fitness,LEG,036PER
2010,1,Hawaii,Nutrition,Fruits and Vegetables,Restaurant/Retail,School Meals,LEG,025FAV
2010,1,Florida,Nutrition,Appropriations,Restaurant/Retail,Appropriations,LEG,002APP
2010,1,Wisconsin,Nutrition,Medical Care,Medical and/or Hospital,Revisions,REG,026MEC
2012,1,New York,Nutrition,Fruits and Vegetables,Restaurant/Retail,In Relation to Setting Nutrition Standards for Restaurants<br>,LEG,025FAV
2009,1,Massachusetts,Nutrition,Farmers Markets,Community,Electronic Benefit Transfer Farmers Market Project,LEG,016FAM
2011,1,New York,Obesity,Appropriations,School/After School,Commissioner of Education,LEG,002APP
2010,1,Washington,Physical Activity,Public Transportation,Community,Cost of Ferry System,LEG,040TRS
2011,1,Virginia,Obesity,Body Mass Index (BMI),Community,Fort Belvoir Improved Public Transportation Study,LEG,006BMI
2009,1,Massachusetts,Nutrition,Fruits and Vegetables,School/After School,Healthy Alternatives in Public School Food Program,LEG,025FAV
2010,1,Virginia,Nutrition,Appropriations,Community,State Grown Food Products,LEG,002APP
2009,1,Colorado,Nutrition,Appropriations,Community,Incentives Wellness and Prevention Program,LEG,002APP
2009,1,Massachusetts,Physical Activity,Public Safety,Community,Community Development Partnership Program,LEG,039SAF
2012,1,Illinois,Nutrition,Initiatives and Programs,Early Care and Education,Resolution to designate Septembr 2012 as Childhood Obesity Awareness Month,LEG,053INP
2011,1,Texas,Physical Activity,Appropriations,Community,Rowlett Pecan Grove Management District Creation,LEG,002APP
2010,1,Mississippi,Nutrition,Task Forces/Councils,Restaurant/Retail,Sales Tax,LEG,047TFC
2004,1,Pennsylvania,Nutrition,Agriculture and Farming,Community,An Act Making Appropriations,LEG,017AGF
2010,1,Mississippi,Nutrition,Appropriations,Work Place,Breast Feeding,LEG,002APP
2009,1,Illinois,Nutrition,Food Assistance Programs,Community,Health Facility Planning,LEG,003FAP
2011,1,Nevada,Obesity,Appropriations,Community,Military Installations,LEG,002APP
2015,1,New York,Physical Activity,Physical Education Requirements,Community,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,036PER
2011,1,Minnesota,Physical Activity,Public Safety,Community,Capital Improvements,LEG,039SAF
2002,1,New Jersey,Obesity,Appropriations,Community,Redevelopment Plan Land Usage,LEG,002APP
2010,1,Hawaii,Obesity,Appropriations,School/After School,School Facilities Impact Fees,LEG,002APP
2012,1,California,Nutrition,School Nutrition,School/After School,An Act to Make Appropriations<br>,LEG,043SNU
2009,1,Florida,Obesity,Appropriations,Community,Statewide Legacy Communities Initiative,LEG,002APP
2011,1,Hawaii,Obesity,Appropriations,School/After School,Aspartame,LEG,002APP
2005,1,Nevada,Nutrition,Task Forces/Councils,School/After School,Council For Fitness And Wellness,LEG,047TFC
2015,1,New York,Nutrition,Media Campaigns,Work Place,Trans fat reduction; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,074MAM
2002,1,Virginia,Obesity,Appropriations,Community,Statewide Pedestrian Plan,LEG,002APP
2012,1,Iowa,Nutrition,Food Assistance Programs,Community,An Act Providing for Charitable Food Donations<br>,LEG,003FAP
2005,1,Pennsylvania,Obesity,Appropriations,Community,General Appropriation Act,LEG,002APP
2010,1,Minnesota,Nutrition,Liability and Indemnity,Community,Capital Investment,LEG,030LAI
2011,1,Alabama,Physical Activity,"Parks, Recreation and Trails",Community,State Appropriations,LEG,034PRT
2009,1,Colorado,Obesity,Disparities/Equity,School/After School,Facility Guidelines,REG,013DEQ
2009,1,Hawaii,Obesity,Task Forces/Councils,Community,Heart Healthy Working Group,LEG,047TFC
2011,1,District of Columbia,Obesity,Appropriations,Community,Rhode Island Avenue,LEG,002APP
2005,1,North Dakota,Obesity,Liability and Indemnity,Restaurant/Retail,Food Producer Limited Liability,LEG,030LAI
2005,1,Tennessee,Nutrition,School Nutrition,Community,Child Nutrition and Wellness,LEG,043SNU
2011,1,Hawaii,Nutrition,Fruits and Vegetables,Community,"Kalo, Taro Farms, School Meals",LEG,025FAV
2009,1,Massachusetts,Nutrition,Nutrition Standards,Restaurant/Retail,Nutrition Standards for State Agencies,REG,010NUS
2006,1,Virginia,Physical Activity,Physical Education Requirements,School/After School,Standards of Quality,LEG,036PER
2011,1,Florida,Obesity,Appropriations,Community,Growth Management,LEG,002APP
2011,1,South Carolina,Nutrition,School Nutrition,School/After School,Student Snack Food Consumption,LEG,043SNU
2011,1,Washington,Physical Activity,Bicycling,Community,Rural Conservation Development Demonstration Projects,LEG,005BIK
2009,1,Washington,Physical Activity,Safe Routes to Schools,Community,Transportation Funding,LEG,041SRS
2012,1,Iowa,Nutrition,Access to Healthy Foods,Community,An Act Providing for Charitable Food Donations,LEG,001AHF
2009,1,Iowa,Physical Activity,Bicycling,Community,Operation of Bicycles,LEG,005BIK
2011,1,Rhode Island,Obesity,Appropriations,Community,Comprehensive Planning and Land Use Act,LEG,002APP
2011,1,Rhode Island,Nutrition,Access to Healthy Foods,Community,Expand and Support Agriculture Initiatives,LEG,001AHF
2010,1,Hawaii,Nutrition,Food Policy Councils,School/After School,Farm to School Models,LEG,022FPC
2011,1,Oklahoma,Obesity,Appropriations,Community,License Discounts For Healthy Restaurants,LEG,002APP
2009,1,Ohio,Physical Activity,Built Environment and Street-Scale Design,Community,Safe Passing Distance Between Motor Vehicle and Bicycle,LEG,049BED
2007,1,Colorado,Nutrition,Medical Care,Community,Special License Plates,LEG,026MEC
2009,1,Maryland,Obesity,Body Mass Index (BMI),Community,Smart Growth,LEG,006BMI
2011,1,Oregon,Obesity,Appropriations,Community,Prohibition of Single Serving of High Calorie Beverage,LEG,002APP
2011,1,Mississippi,Nutrition,Healthier Food Retail and Food Deserts,Community,Sweetened Beverages and Syrups Tax,LEG,021HFR
2007,1,California,Physical Activity,Initiatives and Programs,Community,Senate Concurrent Resolution,LEG,053INP
2010,1,Ohio,Nutrition,Farm Direct Foods,Community,"Women, Infants and Children (WIC) Program",REG,015FDF
2010,1,Connecticut,Nutrition,Vending,Restaurant/Retail,Vending Machine Sales,LEG,051VEN
2011,1,Oklahoma,Nutrition,Fruits and Vegetables,Community,Healthy Corner Store,REG,025FAV
2010,1,Virginia,Nutrition,Nutrition Standards,Community,Food Standards for Agency Meals,LEG,010NUS
2005,1,Illinois,Nutrition,Food Assistance Programs,Community,Family Case Management Act,LEG,003FAP
2009,1,Massachusetts,Nutrition,School Nutrition,Restaurant/Retail,Wellness Trust,LEG,043SNU
2011,1,New York,Obesity,Disparities/Equity,Community,Use of School Facilities,LEG,013DEQ
2011,1,Texas,Obesity,Disparities/Equity,Community,Interagency Obesity Council,LEG,013DEQ
2009,1,Pennsylvania,Physical Activity,"Parks, Recreation and Trails",Community,Parks,LEG,034PRT
2014,1,Vermont,Physical Activity,Physical Activity Requirements,School/After School,Education Quality Standards,REG,035PAR
2009,1,New York,Nutrition,Vending,School/After School,Foods and Beverages on School Property,LEG,051VEN
2011,1,Massachusetts,Obesity,Health Insurance Coverage,Community,Public Access to State Funded School Buildings,LEG,028HIC
2009,1,Alabama,Obesity,Appropriations,Community,Government Funding,LEG,002APP
2011,1,Mississippi,Obesity,Appropriations,Work Place,Wellness Council Activities,LEG,002APP
2011,1,Hawaii,Obesity,Body Mass Index (BMI),Medical and/or Hospital,Health,LEG,006BMI
2005,1,Missouri,Nutrition,School Nutrition,Community,Protection of Children,LEG,043SNU
2011,1,California,Nutrition,Appropriations,School/After School,Budget Act of 2011,LEG,002APP
2011,1,Mississippi,Physical Activity,Incentives,Work Place,Wellness Council Activities,LEG,029INC
2010,1,Tennessee,Nutrition,Agriculture and Farming,Community,Public Funds and Financing,LEG,017AGF
2011,1,Florida,Physical Activity,Physical Education Requirements,School/After School,Chronic Diseases<br>,LEG,036PER
2001,1,Mississippi,Nutrition,Incentives,Community,Obesity Prevention and Management,LEG,029INC
2011,1,Maine,Physical Activity,Bicycling,Community,Plantations and Tax Increment Financing,LEG,005BIK
2009,1,Louisiana,Nutrition,Healthier Food Retail and Food Deserts,Early Care and Education,Residential Licensing,REG,021HFR
2011,1,Wyoming,Physical Activity,Bicycling,Community,Motor Vehicles,LEG,005BIK
2010,1,Hawaii,Nutrition,Fruits and Vegetables,Restaurant/Retail,State Diet Programs,LEG,025FAV
2009,1,Texas,Nutrition,Incentives,School/After School,Food Product Sales Tax,LEG,029INC
2009,1,Florida,Physical Activity,Built Environment and Street-Scale Design,Community,Transportation,LEG,049BED
2011,1,Idaho,Obesity,Appropriations,Community,Services for the Aging,LEG,002APP
2014,1,West Virginia,Physical Activity,Access to Recreational Opportunities,School/After School,Healthy Children and Healthy Communities Act,LEG,004ARO
2011,1,Kentucky,Nutrition,Access to Healthy Foods,Community,Budget Bill Amendments,LEG,001AHF
2014,4,New Jersey,Nutrition,Vending,Community,Childrenâs Health Promotion Fund,LEG,051VEN
2007,1,Washington,Nutrition,Appropriations,School/After School,Local Farms and Healthy Kids and Communities,LEG,002APP
2009,1,Tennessee,Nutrition,Farmers Markets,Community,Food and Food Products,LEG,016FAM
2012,1,Florida,Nutrition,Access to Healthy Foods,Community,An Act Relating to the Healthy Foods Retail Act<br>,LEG,001AHF
2011,1,New York,Nutrition,Nutrition Standards,School/After School,New York State Healthy Kids Act,LEG,010NUS
2013,4,Michigan,Nutrition,Access to Healthy Foods,Community,A resolution to declare October 2013 as Harvest Gathering Month in the state of Michigan.,LEG,001AHF
2009,1,Massachusetts,Obesity,Front of Package Labeling,Community,State Funded School Buildings,LEG,024FOP
2010,1,New York,Nutrition,Medical Care,Community,Three Foot Buffer Zone for Bicyclists,LEG,026MEC
2010,1,Florida,Nutrition,Trans Fats,School/After School,School Wellness and Physical Education Policies,LEG,050FAT
2011,1,Hawaii,Physical Activity,Appropriations,School/After School,Improvements for the Benefit of the 4th District,LEG,002APP
2009,1,California,Nutrition,Access to Healthy Foods,Community,Agriculture: Victory Garden Growers,LEG,001AHF
2011,1,Massachusetts,Obesity,Appropriations,School/After School,Mandatory Physical Education,LEG,002APP
2011,1,New Jersey,Physical Activity,Public Safety,School/After School,Playground Safety Subcode,REG,039SAF
2009,1,Minnesota,Physical Activity,Bicycling,Community,Financing of State and Local Government,LEG,005BIK
2005,1,Pennsylvania,Physical Activity,Appropriations,Community,Capital Budget,LEG,002APP
2009,1,Iowa,Obesity,Menu Labeling,Community,Iowa Jobs Program,REG,032MNL
2009,1,Illinois,Nutrition,Medical Care,Community,Fiscal Year 2010 Appropriations,LEG,026MEC
2010,1,Hawaii,Physical Activity,Built Environment and Street-Scale Design,Community,Department of Transportation,LEG,049BED
2010,1,California,Obesity,Appropriations,Community,Local Government: Community Facilities Districts,LEG,002APP
2008,1,New York,Nutrition,Farm Direct Foods,Community,An ActÂ Making Appropriation<br>,LEG,015FDF
2010,1,Pennsylvania,Physical Activity,Pedestrians/Walking,Community,Private Land and Public Recreation,LEG,052PED
2011,1,Minnesota,Physical Activity,Built Environment and Street-Scale Design,Community,Stadiums,LEG,049BED
2009,1,Arkansas,Nutrition,Appropriations,Community,Social Services Block Grant Pre-Expenditure Report,REG,002APP
2012,1,New York,Nutrition,Fruits and Vegetables,Work Place,Relates to Obesity Prevention<br>,LEG,025FAV
2010,1,New York,Obesity,Menu Labeling,Restaurant/Retail,Chain Restaurants Or Food Service Establishments,LEG,032MNL
2011,1,Massachusetts,Obesity,Food Restrictions,Community,Foods Containing Artificial Trans Fat,LEG,020FOR
2004,1,New York,Nutrition,Appropriations,Community,An Act Making  Appropriations for the Support of  Government<br>,LEG,002APP
2010,1,Iowa,Obesity,Menu Labeling,Community,Ten Smart Planning Principles,LEG,032MNL
2008,1,Maryland,Nutrition,Incentives,School/After School,Physical Education Requirements in Public Schools,LEG,029INC
2011,1,California,Nutrition,Appropriations,Community,Taxation: Sweetened Beverage Tax: Children's Health,LEG,002APP
2011,1,Nevada,Physical Activity,Pedestrians/Walking,Community,Provisions Relating to Redevelopment,LEG,052PED
2011,1,Idaho,Physical Activity,Public Transportation,School/After School,Local Land Use Planning and Production,LEG,040TRS
2012,1,New Jersey,Nutrition,Agriculture and Farming,Community,An Act Concerning Water Supply Protection and Open Space and Farmland Preservation<br>,LEG,017AGF
2009,1,New York,Nutrition,Food Assistance Programs,Medical and/or Hospital,Health and Mental Hygiene Budget,LEG,003FAP
2011,1,California,Obesity,Appropriations,School/After School,Community Development: Promise Neighborhoods Initiative,LEG,002APP
2011,1,New York,Nutrition,Access to Healthy Foods,Community,School Districts Purchase of Food Products,LEG,001AHF
2011,1,New York,Obesity,Initiatives and Programs,School/After School,Public Health Information Campaign,LEG,053INP
2011,1,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Right of Way Violations,LEG,052PED
2014,4,New Jersey,Nutrition,Initiatives and Programs,School/After School,New Jersey School Breakfast Kiosk Pilot Program Fund,LEG,053INP
2011,1,Maryland,Nutrition,Farm Direct Foods,Community,Raw Agricultural Products Sales,LEG,015FDF
2009,1,West Virginia,Physical Activity,Pedestrians/Walking,Community,Patient Centered Medical Homes Pilot Projects,LEG,052PED
2011,1,California,Obesity,Liability and Indemnity,Restaurant/Retail,Local Taxation: Counties: School Districts,LEG,030LAI
2011,1,Vermont,Nutrition,School Nutrition,School/After School,Economic Development,LEG,043SNU
2011,1,Mississippi,Nutrition,Farmers Markets,Community,Farmers Markets,LEG,016FAM
2010,1,Michigan,Nutrition,Agriculture and Farming,Community,Community Health,LEG,017AGF
2009,1,Arkansas,Obesity,Appropriations,Community,Department of Human Services Appropriation,LEG,002APP
2009,1,North Carolina,Physical Activity,Appropriations,Early Care and Education,Healthy Eating and Physical Activity Child Care,LEG,002APP
2011,1,California,Obesity,Initiatives and Programs,Community,An Act Related to Food Banks<br>,LEG,053INP
2011,1,Hawaii,Nutrition,Farm Direct Foods,School/After School,School Gardens,LEG,015FDF
2011,1,Maryland,Obesity,Appropriations,School/After School,School Bus Monitoring Cameras,LEG,002APP
2009,1,New York,Obesity,Appropriations,Community,Community Preservation Funds,LEG,002APP
2011,1,Florida,Nutrition,Access to Healthy Foods,Restaurant/Retail,Public Food Service Establishments,LEG,001AHF
2010,1,New Jersey,Nutrition,Medical Care,Community,Transit Villages Act,LEG,026MEC
2011,1,Missouri,Nutrition,Farm Direct Foods,Community,An Act Relating to Farming,LEG,015FDF
2009,1,Massachusetts,Nutrition,Food Security,Community,School Nutrition,LEG,023FOS
2011,1,Ohio,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Underserved Community Grocery Store Tax Credits,LEG,021HFR
2011,1,New York,Obesity,Food Restrictions,School/After School,Sale of Certain Foods in Vending Machines,LEG,020FOR
2011,1,Vermont,Nutrition,Agriculture and Farming,Community,Government Product Purchases,LEG,017AGF
2009,1,Illinois,Nutrition,Trans Fats,Community,Illinois Income Tax Act,LEG,050FAT
2009,1,West Virginia,Physical Activity,Bicycling,School/After School,Patient Centered Medical Homes Pilot Projects,LEG,005BIK
2009,1,New York,Nutrition,Agriculture and Farming,Community,Orchards and Vineyards,LEG,017AGF
2010,1,Mississippi,Nutrition,Liability and Indemnity,Restaurant/Retail,Town of Como,LEG,030LAI
2012,1,Iowa,Nutrition,Fruits and Vegetables,School/After School,An Act Relating to the Iowa Hot Lunch Challenge<br>,LEG,025FAV
2011,1,Iowa,Nutrition,Appropriations,School/After School,Local Foods,LEG,002APP
2010,1,Florida,Obesity,Appropriations,School/After School,Spring Lake Improvement District,LEG,002APP
2011,1,Oregon,Obesity,Food Restrictions,Community,The Oregon Food Policy Council,LEG,020FOR
2003,1,Maine,Obesity,Health Insurance Coverage,Work Place,An Act to Study Obesity and Methods to Reduce the Cost of Health Care and Increase the Public Health<br>,LEG,028HIC
2009,1,Mississippi,Physical Activity,Physical Education Requirements,School/After School,Physical Education,LEG,036PER
2010,1,Arkansas,Obesity,Appropriations,School/After School,Ten-Year Facilities Master Plan Program,REG,002APP
2009,1,New York,Obesity,Body Mass Index (BMI),Community,Smart Growth for the New Century Act,LEG,006BMI
2009,1,Vermont,Nutrition,Farm Direct Foods,School/After School,Farmers Markets,LEG,015FDF
2011,1,Mississippi,Nutrition,Farmers Markets,Community,Healthy Food Retail,LEG,016FAM
2011,1,Minnesota,Nutrition,Appropriations,Community,Agriculture,LEG,002APP
2009,1,Massachusetts,Physical Activity,"Parks, Recreation and Trails",Community,Athol Conservation Land,LEG,034PRT
2009,1,New York,Physical Activity,Public Safety,Community,Empire State Housing Investment Fund Act,LEG,039SAF
2014,3,New York,Nutrition,Vending,School/After School,Establishing Nutrition Standards for Competitive Foods and Beverages,LEG,051VEN
2011,1,Mississippi,Obesity,Appropriations,Community,Sweetened Beverages and Syrups Tax,LEG,002APP
2009,1,Tennessee,Obesity,Appropriations,Community,Department Of Safety,LEG,002APP
2011,1,Delaware,Nutrition,School Nutrition,School/After School,Trans Fats In Schools,LEG,043SNU
2006,1,Indiana,Obesity,Task Forces/Councils,School/After School,Student Nutrition and Physical Activity,LEG,047TFC
2011,1,Rhode Island,Nutrition,Farm Direct Foods,School/After School,Sales and Use Taxes for Vending Machines,LEG,015FDF
2010,1,New Mexico,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Taxation and Soft Drinks,LEG,021HFR
2010,1,Minnesota,Nutrition,Nutrition Standards,School/After School,School District Wellness and Nursing Home Rates,LEG,010NUS
2009,1,Kentucky,Obesity,Liability and Indemnity,Community,Healthy Lifestyles,LEG,030LAI
2009,1,Massachusetts,Physical Activity,Bicycling,School/After School,Transportation System Modernization,LEG,005BIK
2011,1,Maryland,Obesity,Appropriations,School/After School,Maryland Combating Childhood Obesity Grant Program,LEG,002APP
2010,1,District of Columbia,Nutrition,Medical Care,Restaurant/Retail,Bellevue Small Area Action Plan,LEG,026MEC
2010,1,Kentucky,Nutrition,Agriculture and Farming,Community,Agriculture,LEG,017AGF
2010,1,Illinois,Nutrition,Farm Direct Foods,Community,Farmers Market Technology Improvement Program,LEG,015FDF
2010,1,New Jersey,Physical Activity,Pedestrians/Walking,Community,Pedestrian Safety,LEG,052PED
2009,1,Missouri,Nutrition,Incentives,Early Care and Education,Workplace Recognition Program,LEG,029INC
2013,1,Texas,Nutrition,Disparities/Equity,Community,An Act Relating to a Nutrition and Wellness Education Program,LEG,013DEQ
2013,1,Maine,Nutrition,School Nutrition,School/After School,An Act To Support School Nutrition and Expand the Local Foods Economy,LEG,043SNU
2010,1,Virginia,Nutrition,Appropriations,Restaurant/Retail,State Grown Food Products,LEG,002APP
2011,1,Colorado,Physical Activity,Bicycling,Restaurant/Retail,Surface Transportation Funding,LEG,005BIK
2011,1,Massachusetts,Nutrition,Appropriations,School/After School,Public School Commercialism,LEG,002APP
2009,1,Missouri,Nutrition,Food Assistance Programs,Community,Meals on Wheels,LEG,003FAP
2011,1,Hawaii,Nutrition,Appropriations,School/After School,School Meals,LEG,002APP
2010,1,Alaska,Obesity,Health Insurance Coverage,Medical and/or Hospital,Insurance,LEG,028HIC
2011,1,District of Columbia,Obesity,Appropriations,Restaurant/Retail,Workplace Wellness,LEG,002APP
2010,1,Virginia,Physical Activity,Bicycling,Community,Following Too Closely,LEG,005BIK
2010,1,Tennessee,Nutrition,Breastfeeding,Community,Health Care,LEG,007BFD
2010,1,Missouri,Nutrition,Liability and Indemnity,School/After School,Department of Revenue Appropriation,LEG,030LAI
2011,1,Maryland,Obesity,Disparities/Equity,Community,Subtraction Modification,LEG,013DEQ
2009,1,Utah,Physical Activity,Built Environment and Street-Scale Design,Community,At-Grade Railroad Crossings,REG,049BED
2008,1,Florida,Nutrition,Liability and Indemnity,Community,Professional Sports Development Trust Fund,LEG,030LAI
2011,1,Tennessee,Obesity,Appropriations,School/After School,Education,LEG,002APP
2010,1,Florida,Nutrition,Appropriations,Community,Prevention of Obesity,LEG,002APP
2011,1,Montana,Nutrition,Food Assistance Programs,Work Place,Incentive Programs to Reward Healthy Choices,LEG,003FAP
2013,1,New York,Nutrition,Trans Fats,School/After School,Trans Fat Elimination Program,LEG,050FAT
2011,1,Hawaii,Obesity,Appropriations,Restaurant/Retail,Consumer Information,LEG,002APP
2010,1,South Carolina,Nutrition,Farm Direct Foods,Community,Richland County,LEG,015FDF
2013,1,New York,Obesity,Food Restrictions,School/After School,Trans Fat Elimination Program,LEG,020FOR
2011,1,Hawaii,Physical Activity,Incentives,School/After School,Taxation,LEG,029INC
2011,1,Texas,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Sweetened Beverages Tax,LEG,021HFR
2011,1,New York,Obesity,Sugar Sweetened Beverages,School/After School,Prohibiting the Sale of Certain Foods and Beverages<br>,LEG,046SSB
2007,1,Washington,Obesity,Health Insurance Coverage,Community,Operating Appropriations,LEG,028HIC
2005,1,Illinois,Physical Activity,Pedestrians/Walking,Community,Park Zone Speed Limits,LEG,052PED
2004,1,Colorado,Physical Activity,"Parks, Recreation and Trails",Community,Safe Routes to School,LEG,034PRT
2011,1,New Mexico,Obesity,Appropriations,Community,Bicycle Regulations,LEG,002APP
2011,1,Oklahoma,Nutrition,Incentives,Restaurant/Retail,Revenue And Taxation,LEG,029INC
2011,1,California,Nutrition,Access to Healthy Foods,Community,Taxation: Sweetened Beverage Tax: Children's Health,LEG,001AHF
2011,1,Missouri,Nutrition,Access to Healthy Foods,Community,"Expenses, Grants, Refunds, and Distributions",LEG,001AHF
2011,1,Florida,Nutrition,Food Assistance Programs,Work Place,State Employee Health Insurance Benefits,LEG,003FAP
2014,4,New Jersey,Nutrition,Vending,Restaurant/Retail,Childrenâs Health Promotion Fund,LEG,051VEN
2005,1,Arizona,Nutrition,School Nutrition,School/After School,School Nutritional Standards,LEG,043SNU
2009,1,Hawaii,Obesity,Health Insurance Coverage,Medical and/or Hospital,Health Insurance and Children,LEG,028HIC
2011,1,New York,Obesity,Health Insurance Coverage,Medical and/or Hospital,Cooperative Agreements for Personnel Services,LEG,028HIC
2010,1,Oklahoma,Nutrition,Medical Care,Community,Healthy Communities,LEG,026MEC
2014,3,New York,Obesity,Front of Package Labeling,Community,Sugar-Sweetened Beverages Safety Warning Act,LEG,024FOP
2011,1,Michigan,Obesity,Body Mass Index (BMI),Community,Public Private Partnerships,LEG,006BMI
2015,1,New York,Nutrition,Task Forces/Councils,Community,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,047TFC
2010,1,Massachusetts,Nutrition,Farm Direct Foods,Medical and/or Hospital,Fiscal Year 2011 Budget,LEG,015FDF
2010,1,Massachusetts,Nutrition,Appropriations,School/After School,School Nutrition,LEG,002APP
2010,1,New Jersey,Nutrition,Trans Fats,Community,Health and Fitness Club Fees,LEG,050FAT
2011,1,South Dakota,Nutrition,Access to Healthy Foods,Restaurant/Retail,Sales Tax Rates,LEG,001AHF
2002,1,Florida,Physical Activity,Initiatives and Programs,School/After School,An Act Relating to Safe Transportation for Children<br>,LEG,053INP
2009,1,Maine,Obesity,Appropriations,School/After School,Schools and Local Food,LEG,002APP
2009,1,New Mexico,Nutrition,Media Campaigns,School/After School,Public School Facilities,LEG,031MDC
2014,1,Hawaii,Physical Activity,Pedestrians/Walking,Community,Transit-Oriented Development Advisory Committee,LEG,052PED
2011,1,New York,Nutrition,Trans Fats,Community,Sales and Compensating Use Tax Exemption,LEG,050FAT
2011,1,Hawaii,Nutrition,Appropriations,School/After School,Department of Education,LEG,002APP
2011,1,Hawaii,Nutrition,Appropriations,Restaurant/Retail,"Kalo, Taro Farms, School Meals",LEG,002APP
2009,1,Pennsylvania,Nutrition,Farmers Markets,Community,Supplemental Appropriation,LEG,016FAM
2002,1,Florida,Physical Activity,Safe Routes to Schools,Community,An Act Relating to Safe Transportation for Children<br>,LEG,041SRS
2002,1,Virginia,Physical Activity,"Parks, Recreation and Trails",Community,Paradise Creek,LEG,034PRT
2009,1,Massachusetts,Nutrition,Incentives,School/After School,Student Nutrition and Wellness,LEG,029INC
2011,1,California,Nutrition,Appropriations,School/After School,Taxation: Sweetened Beverage Tax: Children's Health,LEG,002APP
2011,1,Massachusetts,Physical Activity,Bicycling,Community,Moving Vehicle Law Bicycle Inclusion,LEG,005BIK
2011,1,Nevada,Physical Activity,Bicycling,Community,Military Installations,LEG,005BIK
2010,1,Alabama,Obesity,Food Restrictions,Community,Farmers Market,LEG,020FOR
2009,1,New York,Physical Activity,Built Environment and Street-Scale Design,Community,Pedestrian Safety Enhancement Act,LEG,049BED
