Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2011,1,Utah,Physical Activity,"Parks, Recreation and Trails",Community,Outdoor Activities for Children,LEG,034PRT
2016,4,Texas,Physical Activity,Pedestrians/Walking,Community,Transportation Alternatives Set-Aside Program,REG,052PED
2009,1,West Virginia,Nutrition,Nutrition Standards,Early Care and Education,Out of School Time,REG,010NUS
2011,1,New Jersey,Physical Activity,Pedestrians/Walking,Community,Failure to Yield To Pedestrian Penalty,LEG,052PED
2005,1,Pennsylvania,Nutrition,Appropriations,School/After School,Healthy Farms and Healthy Schools Program,LEG,002APP
2011,1,Texas,Physical Activity,Appropriations,School/After School,Conference Committee Jurisdiction,LEG,002APP
2013,2,Nevada,Nutrition,Incentives,Community,An Act Relating to Public Health,LEG,029INC
2011,1,New York,Nutrition,Food Security,Community,An Act in Relation to the Creation of a New York State Council on Food Policy,LEG,023FOS
2012,1,California,Physical Activity,Appropriations,School/After School,An Act Making Appropriations<br>,LEG,002APP
2010,1,Pennsylvania,Physical Activity,Appropriations,Community,Public Private Transportation Partnership,LEG,002APP
2013,2,New Hampshire,Obesity,Appropriations,Community,An Act Making Appropriations for State Expenses,LEG,002APP
2008,1,New Jersey,Nutrition,Farmers Markets,School/After School,State Budget FY 2009 and 2010,LEG,016FAM
2003,1,Massachusetts,Physical Activity,Appropriations,Community,Transportation Modernization,LEG,002APP
2011,1,Tennessee,Obesity,Incentives,Restaurant/Retail,Privilege Tax,LEG,029INC
2016,4,Illinois,Physical Activity,Disabilities,School/After School,"Public Schools Evaluation, Recognition and Supervision - Additional Criteria for Physical Education",REG,011DIS
2009,1,West Virginia,Physical Activity,Bicycling,Community,Planning and Development of State Roads,LEG,005BIK
2011,1,Hawaii,Obesity,Incentives,Restaurant/Retail,Health,LEG,029INC
2013,2,New York,Nutrition,Food Assistance Programs,Community,An Act to Amend the Agriculture and Markets Law,LEG,003FAP
2013,1,New York,Obesity,Menu Labeling,Early Care and Education,Omnibus Obesity and Respiratory Illness Reduction Act,LEG,032MNL
2010,1,Ohio,Nutrition,Nutrition Standards,School/After School,School Nutrition and Health,LEG,010NUS
2013,1,New York,Nutrition,Sodium,Community,Omnibus Obesity and Respiratory Illness Reduction Act,LEG,045SOD
2010,1,Florida,Obesity,Body Mass Index (BMI),Community,Metropolitan Planning Organizations,LEG,006BMI
2009,1,Minnesota,Nutrition,Appropriations,Community,Agriculture,LEG,002APP
2012,1,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Finance Improvements to the Commonwealth's Transportation System<br>,LEG,052PED
2011,1,Oregon,Nutrition,Disparities/Equity,Community,Supplemental Assistance,LEG,013DEQ
2011,1,District of Columbia,Obesity,Disparities/Equity,Work Place,Workplace Wellness,LEG,013DEQ
2013,1,New York,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Food Retail Establishment Subsidization for Healthy Communities (FRESH Communities) Act,LEG,021HFR
2015,1,Texas,Obesity,Access to Drinking Water,School/After School,Creating a program to recognize Before and After-School Programs that promote healthy eating and physical activity,LEG,014ADW
2014,1,Washington,Nutrition,Disparities/Equity,School/After School,The Apple a Day Act,LEG,013DEQ
2010,1,District of Columbia,Physical Activity,"Parks, Recreation and Trails",Restaurant/Retail,Southeast Federal Center and Yards,LEG,034PRT
2010,1,Mississippi,Nutrition,Appropriations,Restaurant/Retail,Healthy Food Retail Act,LEG,002APP
2005,1,Rhode Island,Obesity,Food Restrictions,School/After School,Healthy Food Choices in Schools,LEG,020FOR
2011,1,Illinois,Physical Activity,Appropriations,Community,An Act Making Appropriations,LEG,002APP
2012,1,Hawaii,Nutrition,Farmers Markets,Community,An Act Related to Hawaii-grown Produce,LEG,016FAM
2011,1,Georgia,Obesity,Food Restrictions,School/After School,Vending Machines Stocked with Healthy Options,LEG,020FOR
2011,1,Texas,Physical Activity,Public Safety,Community,Mustang Ranch Municipal Management District No. 1,LEG,039SAF
2010,1,Hawaii,Nutrition,Agriculture and Farming,Community,Vertical Farms,LEG,017AGF
2011,1,Illinois,Obesity,Appropriations,School/After School,Appropriations to Agencies,LEG,002APP
2015,1,New York,Nutrition,Task Forces/Councils,Community,Trans fat reduction; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,047TFC
2011,1,North Carolina,Nutrition,Food Security,School/After School,Healthy Schools Act,LEG,023FOS
2011,1,Illinois,Obesity,Disparities/Equity,Community,Appropriations to Agencies,LEG,013DEQ
2002,1,Florida,Nutrition,Farmers Markets,Community,An Act Making Appropriations<br>,LEG,016FAM
2013,1,New York,Nutrition,Access to Healthy Foods,Community,An Act to Amend the Elder Law,LEG,001AHF
2011,1,Virginia,Nutrition,Appropriations,Community,Virginia Grown Food Purchase,LEG,002APP
2011,1,Illinois,Nutrition,School Nutrition,Community,Tax Increment Allocation Redevelopment Act,LEG,043SNU
2010,1,Virginia,Nutrition,Appropriations,School/After School,Competitive Foods in Public Schools,LEG,002APP
2010,1,California,Nutrition,Correctional Facilities Farms Programs,Medical and/or Hospital,Health and Human Services: Federal Grant Opportunities,LEG,018CFP
2009,1,Michigan,Nutrition,Appropriations,Community,Community Health Appropriations,LEG,002APP
2011,1,Texas,Physical Activity,Public Safety,Community,Creation of the Bridgeland Management District,LEG,039SAF
2009,1,Massachusetts,Nutrition,Medical Care,Community,Bicycle and Motor Vehicle Collisions At Intersections,LEG,026MEC
2009,1,Maryland,Physical Activity,Built Environment and Street-Scale Design,Community,Quiet Vehicles Task Force,LEG,049BED
2011,1,Texas,Nutrition,Appropriations,School/After School,Programs to Improve Health of Public School Students,LEG,002APP
2010,1,Maryland,Nutrition,Fruits and Vegetables,Restaurant/Retail,Program Open Space,LEG,025FAV
2011,1,Missouri,Nutrition,Trans Fats,Community,Streamlined Sales and Use Tax Agreement,LEG,050FAT
2013,4,Michigan,Nutrition,Initiatives and Programs,Community,A resolution to declare October 2013 as Harvest Gathering Month in the state of Michigan.,LEG,053INP
2009,1,Pennsylvania,Obesity,Health Insurance Coverage,Work Place,Healthy Living Committee Discount,LEG,028HIC
2009,1,New York,Obesity,Appropriations,School/After School,High School Athletic Competition Eligibility Exception,LEG,002APP
2010,1,Texas,Physical Activity,Disabilities,Early Care and Education,Developmental Activities And Activity Plan,REG,011DIS
2010,1,New Jersey,Physical Activity,"Parks, Recreation and Trails",Community,Local Redevelopment,LEG,034PRT
2011,1,North Carolina,Obesity,Initiatives and Programs,Early Care and Education,Childhood Obesity Legislative Task Force,LEG,053INP
2011,1,Rhode Island,Physical Activity,Public Safety,Community,State Affairs and Government,LEG,039SAF
2010,1,Hawaii,Obesity,Food Restrictions,Community,Food Safe Certification and Pilot Program,LEG,020FOR
2011,1,Hawaii,Physical Activity,Appropriations,Community,Housing,LEG,002APP
2010,1,District of Columbia,Physical Activity,Pedestrians/Walking,Community,Budget Support Congressional Review,LEG,052PED
2007,1,New Jersey,Nutrition,Access to Healthy Foods,Community,An act making appropriations for the support of the state government<br>,LEG,001AHF
2011,1,Hawaii,Nutrition,Incentives,Medical and/or Hospital,Wellness,LEG,029INC
2010,1,District of Columbia,Obesity,Food Restrictions,Restaurant/Retail,Bellevue Small Area Action Plan,LEG,020FOR
2011,1,Pennsylvania,Obesity,Incentives,Work Place,Healthy Living Committee Discount,LEG,029INC
2011,1,Oklahoma,Obesity,Front of Package Labeling,Community,Healthier Neighborhood Living Task Force,LEG,024FOP
2003,1,Pennsylvania,Nutrition,Disparities/Equity,Community,House Resolution<br>,LEG,013DEQ
2011,1,Maryland,Physical Activity,Public Transportation,Community,Local Jurisdictions,LEG,040TRS
2009,1,Indiana,Physical Activity,Public Transportation,Community,Budget Bill,LEG,040TRS
2011,1,Hawaii,Nutrition,Fruits and Vegetables,Community,Home Organic Produce Cooperatives,LEG,025FAV
2011,1,Hawaii,Obesity,Menu Labeling,Community,Affordable Housing,LEG,032MNL
2012,1,Hawaii,Nutrition,Incentives,Community,An Act Related to Hawaii-grown Produce<br>,LEG,029INC
2015,1,Georgia,Nutrition,Farm Direct Foods,Community,Eat a Georgia Grown Fresh Fruit and Vegetable Day,LEG,015FDF
2003,1,Texas,Nutrition,Agriculture and Farming,Community,An Act Making Appropriations<br>,LEG,017AGF
2011,1,Louisiana,Nutrition,Disparities/Equity,Community,An Act Relating to Appropriations<br>,LEG,013DEQ
2015,1,Texas,Nutrition,Initiatives and Programs,Community,Interagency Obesity Council guidelines,LEG,053INP
2011,1,Massachusetts,Nutrition,Task Forces/Councils,Medical and/or Hospital,Certified Group Purchasing Cooperatives,REG,047TFC
2011,1,New York,Nutrition,Access to Healthy Foods,School/After School,Sale of Certain Foods in Vending Machines,LEG,001AHF
2001,1,Texas,Nutrition,Appropriations,Community,Special Supplemental Nutrition Program,LEG,002APP
2004,1,Virginia,Obesity,Appropriations,Community,Overtaking and Passing Vehicles,LEG,002APP
2010,1,Florida,Obesity,Appropriations,School/After School,School Food Service Programs,LEG,002APP
2010,1,Texas,Obesity,Disparities/Equity,Early Care and Education,Basic Care Requirements For Toddlers,REG,013DEQ
2010,1,Massachusetts,Physical Activity,School Siting,School/After School,Design Construction Standards,REG,042SIT
2011,1,Texas,Obesity,Health Insurance Coverage,School/After School,Sweetened Beverages Tax,LEG,028HIC
2009,1,Tennessee,Obesity,Appropriations,School/After School,Education,LEG,002APP
2010,1,Maryland,Nutrition,Food Assistance Programs,Community,Local Agency,REG,003FAP
2011,1,Georgia,Nutrition,Agriculture and Farming,Community,Food Freedom Act,LEG,017AGF
2009,1,Hawaii,Obesity,Appropriations,School/After School,School Impact Fees,LEG,002APP
2010,1,Vermont,Nutrition,Agriculture and Farming,Community,Motor Vehicles,LEG,017AGF
2017,2,Montana,Nutrition,Access to Healthy Foods,Community,Creation and Administration of the Senior Farmers' Market Nutrition Program (SFMNP),REG,001AHF
2009,1,New York,Nutrition,Incentives,Community,Office Of Nutrition And Fitness,LEG,029INC
2010,1,Hawaii,Nutrition,Vending,School/After School,Artificial Trans Fat,LEG,051VEN
2011,1,Nevada,Obesity,Appropriations,School/After School,School Wellness Policies,LEG,002APP
2005,1,Arkansas,Nutrition,Liability and Indemnity,Community,Big Flat Walking Trail,LEG,030LAI
2011,1,Alabama,Nutrition,Vending,Restaurant/Retail,Nutrition Labeling of Food,LEG,051VEN
2010,1,Vermont,Nutrition,Disparities/Equity,School/After School,Nutrition Assistance Program,LEG,013DEQ
2010,1,Virginia,Nutrition,Liability and Indemnity,Community,Enterprise Zone Grant Program,REG,030LAI
2009,1,Florida,Nutrition,Media Campaigns,School/After School,Healthy and Fit Florida Act,LEG,031MDC
2009,1,Massachusetts,Nutrition,Task Forces/Councils,School/After School,Healthy Alternatives in Public School Food Program,LEG,047TFC
2013,1,Maryland,Physical Activity,Public Transportation,Community,An Act Concerning Maryland Smart Growth Investment Fund Workgroup,LEG,040TRS
2009,1,Minnesota,Physical Activity,Bicycling,Community,Natural Resources,LEG,005BIK
2011,1,Hawaii,Nutrition,School Nutrition,Community,"Kalo, Taro Farms, School Meals",LEG,043SNU
2011,1,Virginia,Obesity,Food Restrictions,Restaurant/Retail,Agricultural Sales and Litter Tax,LEG,020FOR
2011,1,Idaho,Obesity,Menu Labeling,Community,Local Land Use Planning and Production,LEG,032MNL
2010,1,New York,Nutrition,Liability and Indemnity,Community,Downstate Revitalization Fund Program,REG,030LAI
2010,1,Mississippi,Nutrition,Disparities/Equity,Restaurant/Retail,Healthy Food Retail Act,LEG,013DEQ
2010,1,New Mexico,Nutrition,Appropriations,School/After School,New Mexico Grown Food for School Lunches,LEG,002APP
2009,1,Oregon,Obesity,Health Insurance Coverage,Medical and/or Hospital,Insurer Healthy Behavior Awards,LEG,028HIC
2011,1,Kentucky,Nutrition,Appropriations,School/After School,Obesity in School Children,LEG,002APP
2009,1,Vermont,Nutrition,Access to Healthy Foods,Community,Farm Viability Enhancement Advisory Board,LEG,001AHF
2009,1,District of Columbia,Obesity,Menu Labeling,Community,Fort Totten Project,LEG,032MNL
2013,1,Texas,Nutrition,Point of Purchase Promotion,Community,An Act Relating to the Operation and Administration of the Supplemental Nutrition Assistance Program,LEG,037POP
2011,1,Florida,Obesity,Appropriations,Restaurant/Retail,Public Lodging Establishments,LEG,002APP
2009,1,New York,Obesity,Appropriations,School/After School,Task Force On Food Nutrition and Physical Education,LEG,002APP
2015,1,New York,Obesity,Task Forces/Councils,Early Care and Education,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,047TFC
2008,1,New Jersey,Nutrition,Food Assistance Programs,School/After School,Budget Bill Fiscal Year 2009-2010,LEG,003FAP
2010,1,Florida,Nutrition,Appropriations,Community,Appropriations,LEG,002APP
2004,1,New Mexico,Physical Activity,Physical Activity Requirements,School/After School,Childhood Obesity,LEG,035PAR
2009,1,Minnesota,Nutrition,Medical Care,Community,Financing of State and Local Government,LEG,026MEC
2010,1,California,Nutrition,Appropriations,Community,Public Health: Food Justice,LEG,002APP
2011,1,North Carolina,Physical Activity,Physical Education Requirements,School/After School,Healthy Schools Act,LEG,036PER
2009,1,Tennessee,Obesity,Menu Labeling,Restaurant/Retail,Food and Food Products,LEG,032MNL
2009,1,Washington,Physical Activity,Public Safety,Community,Capital Budget,LEG,039SAF
2011,1,Ohio,Nutrition,Appropriations,School/After School,Schools Implementation of Body Mass Index Screenings,LEG,002APP
2001,1,Hawaii,Nutrition,Fruits and Vegetables,School/After School,House Concurrent Resolution<br>,LEG,025FAV
2011,1,Nevada,Obesity,Appropriations,Community,Military Installations,LEG,002APP
2007,1,Texas,Obesity,Disparities/Equity,School/After School,Student Physical Activity Requirements,LEG,013DEQ
2011,1,Massachusetts,Obesity,Body Mass Index (BMI),Community,Land Use Regulations and Zoning,LEG,006BMI
2011,1,New York,Nutrition,Medical Care,Community,Highway Law,LEG,026MEC
2009,1,Michigan,Nutrition,School Nutrition,School/After School,School Nutrition,LEG,043SNU
2007,1,Texas,Obesity,Appropriations,School/After School,Diabetes Risk Assessment Program,LEG,002APP
2011,1,Hawaii,Nutrition,Incentives,Restaurant/Retail,Aspartame,LEG,029INC
2009,1,Michigan,Obesity,Body Mass Index (BMI),Medical and/or Hospital,Blue Cross Health Coverage,LEG,006BMI
2006,1,New Jersey,Physical Activity,"Parks, Recreation and Trails",Community,Open Space Acquisition,LEG,034PRT
2010,1,Georgia,Obesity,Food Restrictions,Community,State Fiscal Year Appropriations,LEG,020FOR
2011,1,Oregon,Nutrition,Disparities/Equity,Community,Food Assistance,LEG,013DEQ
2011,1,Maryland,Nutrition,Food Security,Community,Food Service Facility,LEG,023FOS
2006,1,California,Obesity,Menu Labeling,Community,Housing Element Annual Progress Report Rules,REG,032MNL
2011,1,Washington,Physical Activity,Bicycling,Community,Categorical Exemptions,LEG,005BIK
2009,1,Nevada,Physical Activity,Built Environment and Street-Scale Design,Community,State Government,LEG,049BED
2011,1,New York,Obesity,Food Restrictions,Community,State of New York Quality Trademark for Milk,LEG,020FOR
2009,1,Illinois,Nutrition,Appropriations,Community,Tax Acts,LEG,002APP
2011,1,Hawaii,Nutrition,Appropriations,Community,Aspartame,LEG,002APP
2009,1,Illinois,Nutrition,Appropriations,Restaurant/Retail,Retailers' Occupation Tax,REG,002APP
2012,1,New York,Nutrition,Task Forces/Councils,Work Place,Relates to Obesity Prevention<br>,LEG,047TFC
2011,1,Hawaii,Physical Activity,Incentives,Restaurant/Retail,Taxation,LEG,029INC
2011,1,Pennsylvania,Nutrition,Incentives,Medical and/or Hospital,Reduced Insurance Premiums,LEG,029INC
2015,1,Washington,Physical Activity,Public Transportation,Community,Workforce Housing Near Public Transit,LEG,040TRS
2011,1,West Virginia,Nutrition,Food Security,Restaurant/Retail,Healthy Lifestyles Restaurant Calorie Posting Program,LEG,023FOS
2009,1,California,Physical Activity,Bicycling,School/After School,2009-10 Budget,LEG,005BIK
2011,1,Hawaii,Nutrition,Appropriations,Community,Appropriation for the Women and Infant Children Farmers,LEG,002APP
2010,1,Oklahoma,Obesity,Appropriations,Community,"My Life, My Choice Waiver",REG,002APP
2008,1,New Jersey,Physical Activity,Built Environment and Street-Scale Design,School/After School,State Budget FY 2009 and 2010,LEG,049BED
2010,1,District of Columbia,Nutrition,Appropriations,Restaurant/Retail,Fiscal Year 2010 Budget Support Act,LEG,002APP
2010,1,District of Columbia,Nutrition,Appropriations,Medical and/or Hospital,Hospital and Medical Services Corporation,LEG,002APP
2012,1,Rhode Island,Nutrition,Agriculture and Farming,Community,The  Rhode Island Local Agriculture and Seafood Act<br>,LEG,017AGF
2010,1,Illinois,Nutrition,Medical Care,School/After School,Childhood Obesity,LEG,026MEC
2011,1,Missouri,Nutrition,Vending,Community,Farm to Table Advisory Board,LEG,051VEN
2011,1,Colorado,Nutrition,Agriculture and Farming,School/After School,Funding for Department of Education,LEG,017AGF
2011,1,Hawaii,Obesity,Appropriations,Community,Aspartame,LEG,002APP
2012,1,Iowa,Obesity,Body Mass Index (BMI),Medical and/or Hospital,Iowa Care for Yourself Program<br>,REG,006BMI
2010,1,Rhode Island,Nutrition,Appropriations,Medical and/or Hospital,State Affairs and Government,LEG,002APP
2014,1,California,Nutrition,Disparities/Equity,Community,Healthy Options for Everyone Act of 2014,LEG,013DEQ
2005,1,Hawaii,Physical Activity,Appropriations,Community,Transportation,LEG,002APP
2011,1,Hawaii,Obesity,Appropriations,Work Place,Tax Credits,LEG,002APP
2007,1,New York,Nutrition,Food Security,Community,"Education, Labor, and Family Assistance Budget",LEG,023FOS
2009,1,Missouri,Nutrition,Medical Care,Community,State Highway System Incident Management,LEG,026MEC
2009,1,New Jersey,Obesity,Body Mass Index (BMI),Community,Smart Housing Incentives Act,LEG,006BMI
2012,1,New York,Nutrition,Appropriations,School/After School,An Act Making  Appropriations    <br>,LEG,002APP
2011,1,Missouri,Nutrition,Farmers Markets,Restaurant/Retail,Missouri Sustainable Local Food Policy Council,LEG,016FAM
2011,1,Montana,Nutrition,Breastfeeding,Early Care and Education,Early Childhood Health Promotion,LEG,007BFD
2011,1,Tennessee,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Taxes,LEG,021HFR
2011,1,Missouri,Obesity,Appropriations,Restaurant/Retail,Farm to Table Advisory Board,LEG,002APP
2007,1,Michigan,Physical Activity,Bicycling,Community,Senate Resolution<br>,LEG,005BIK
2013,1,Florida,Nutrition,Access to Healthy Foods,School/After School,Food Service Staff and Responsibilities,REG,001AHF
2011,1,New Jersey,Nutrition,Farm Direct Foods,Restaurant/Retail,Sale and Lease of Unneeded Public Property,LEG,015FDF
2012,1,Louisiana,Nutrition,Nutrition Standards,Early Care and Education,Health and Safety Rules and Regulations for Approved Non-Public School Three-Year-Old Programs<br>,REG,010NUS
2011,1,Michigan,Obesity,Marketing Restrictions,Community,Downtown Development Authorities,LEG,019MAR
2012,1,New York,Nutrition,School Nutrition,School/After School,An Act to Combat the Incidence of Adult and Childhood Obesity<br>,LEG,043SNU
2014,3,District of Columbia,Physical Activity,Initiatives and Programs,Work Place,Workplace Wellness Act and Healthy Tots Act of 2014,LEG,053INP
2003,1,Montana,Obesity,Disparities/Equity,School/After School,School Nutrition,LEG,013DEQ
2009,1,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Land Use,LEG,052PED
2011,1,Montana,Nutrition,Initiatives and Programs,Early Care and Education,Day Care Licensing Requirements,LEG,053INP
2010,1,Michigan,Obesity,Food Restrictions,Restaurant/Retail,Community Health,LEG,020FOR
2011,1,Montana,Nutrition,Appropriations,Community,Monitoring of Childhood Body Mass Index Trends,LEG,002APP
2009,1,Massachusetts,Obesity,Liability and Indemnity,Restaurant/Retail,Wellness Trust,LEG,030LAI
2003,1,New York,Nutrition,Appropriations,Community,An Act Making Appropriations<br>,LEG,002APP
2010,1,Colorado,Obesity,Appropriations,Restaurant/Retail,Food Systems Advisory Council,LEG,002APP
2010,1,District of Columbia,Nutrition,Disparities/Equity,Community,Hospital and Medical Services Corporation,LEG,013DEQ
2011,1,Arizona,Physical Activity,Public Transportation,Restaurant/Retail,Tax on Sweetened Beverages,LEG,040TRS
2010,1,Missouri,Nutrition,Trans Fats,Community,Sales Tax Exemption,LEG,050FAT
2009,1,Vermont,Nutrition,Access to Healthy Foods,Community,Farmers Markets,LEG,001AHF
2007,1,Oklahoma,Nutrition,Appropriations,Community,State Food Security Act,LEG,002APP
2011,1,Oregon,Nutrition,Point of Purchase Promotion,Community,Healthy Lifestyles for Children,LEG,037POP
2010,1,South Carolina,Obesity,Incentives,Community,Sweetened Beverage Tax Act,LEG,029INC
2011,1,Nevada,Obesity,Appropriations,School/After School,Redevelopment Agencies,LEG,002APP
2005,1,Maine,Nutrition,Food Security,School/After School,School Nutrition Education,LEG,023FOS
2009,1,Michigan,Nutrition,Appropriations,Community,Flea Markets,LEG,002APP
2011,1,New York,Nutrition,Task Forces/Councils,Community,Office Of Nutrition And Fitness,LEG,047TFC
2001,1,Pennsylvania,Nutrition,Appropriations,Community,"To Provide from the General Fund for the Expenses of the Executive, Legislative and Judicial Departments of the Commonwealth<br>",LEG,002APP
2012,1,Hawaii,Nutrition,Food Security,Community,An Act Relating to Sustainability<br>,LEG,023FOS
2013,1,North Carolina,Nutrition,Farm Direct Foods,School/After School,An Act to Enact the Healthy and High Performance School Act of 2013,LEG,015FDF
2011,1,North Carolina,Obesity,Appropriations,Medical and/or Hospital,Adult Day Care Programs,LEG,002APP
2011,1,California,Physical Activity,Safe Routes to Schools,School/After School,An Act Relating to Transportation<br>,LEG,041SRS
2011,1,Nevada,Nutrition,Nutrition Standards,School/After School,Elimination of Trans Fats in Public Schools,LEG,010NUS
2011,1,Ohio,Physical Activity,Appropriations,Community,Bicycle Helmet Law,LEG,002APP
2009,1,Colorado,Nutrition,Appropriations,School/After School,Beverage Policy,REG,002APP
2011,1,Kentucky,Physical Activity,Appropriations,Community,Executive Branch Budget Bill Amendment,LEG,002APP
2009,1,Indiana,Obesity,Appropriations,Community,Budget Bill,LEG,002APP
2009,1,Washington,Obesity,Menu Labeling,Community,Local Transportation Facilities,LEG,032MNL
2009,1,New York,Obesity,Access to Drinking Water,Community,Senior Benefits Card Program,LEG,014ADW
2003,1,California,Obesity,Appropriations,Community,Child and Parental Nutrition,LEG,002APP
2011,1,Oregon,Nutrition,Appropriations,Community,Uses on Lands Zoned for Exclusive Farm Use,LEG,002APP
2010,1,Arizona,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Transaction Privilege Tax and Soft Drinks,LEG,021HFR
2011,1,New Mexico,Physical Activity,Incentives,Medical and/or Hospital,Public Employees and Wellness Incentives,LEG,029INC
2009,1,Oregon,Obesity,Menu Labeling,Restaurant/Retail,Menu Labeling,REG,032MNL
2011,1,Iowa,Nutrition,Agriculture and Farming,Community,Production Processing,LEG,017AGF
2010,1,Illinois,Obesity,Appropriations,School/After School,Childhood Obesity,LEG,002APP
2011,1,Connecticut,Obesity,Appropriations,Restaurant/Retail,Agricultural Development,LEG,002APP
2010,1,Rhode Island,Obesity,Incentives,Community,Taxation,LEG,029INC
2003,1,Washington,Nutrition,Appropriations,School/After School,Foods And Beverages Sold At Public Schools,LEG,002APP
2009,1,New York,Obesity,Disparities/Equity,School/After School,Full Service Community Schools Act,LEG,013DEQ
2011,1,Tennessee,Nutrition,Farm Direct Foods,Community,Taxes,LEG,015FDF
2010,1,Oregon,Obesity,Food Restrictions,Community,Senior Farm Direct Nutrition Program,REG,020FOR
2011,1,New York,Obesity,Appropriations,Community,Home Delivered Meal Assistance Program,LEG,002APP
2010,1,Vermont,Nutrition,Farm Direct Foods,Community,Economic Development,LEG,015FDF
2005,1,California,Obesity,Initiatives and Programs,School/After School,Senate Concurrent  Resolution,LEG,053INP
2017,2,Nevada,Nutrition,Access to Healthy Foods,School/After School,APPROPRIATIONSâSCHOOL BUILDINGS AND GROUNDSâGARDENS,LEG,001AHF
2009,1,Washington,Physical Activity,Bicycling,Community,Capital Budget,LEG,005BIK
2016,3,Massachusetts,Nutrition,School Nutrition,School/After School,An Act establishing Massachusetts Farm to School Month and commending farm to school,LEG,043SNU
2011,1,California,Physical Activity,School Siting,Early Care and Education,Education Finance: Budget Act of 2011,LEG,042SIT
2010,1,New York,Obesity,Menu Labeling,Community,Blighted Properties and Areas,LEG,032MNL
2012,4,Pennsylvania,Nutrition,Food Security,Community,Hunger Action Month,LEG,023FOS
2009,1,Maine,Obesity,Body Mass Index (BMI),Community,Energy Use Study,LEG,006BMI
2011,1,Hawaii,Nutrition,Access to Healthy Foods,Work Place,On-Call Physician Tax Credit,LEG,001AHF
2009,1,Oklahoma,Nutrition,Appropriations,Community,Revenue And Taxation,LEG,002APP
2011,1,Illinois,Nutrition,Appropriations,Community,Appropriations to Agencies,LEG,002APP
2010,1,Minnesota,Physical Activity,Bicycling,Community,Capital Investment,LEG,005BIK
2011,1,Texas,Physical Activity,Built Environment and Street-Scale Design,Community,Montecillo Municipal Management District,LEG,049BED
2005,1,California,Obesity,Appropriations,School/After School,After School Education and Safety Program,LEG,002APP
2009,1,New York,Nutrition,Liability and Indemnity,Community,Governor's Council on Physical Fitness,LEG,030LAI
2011,1,Massachusetts,Physical Activity,Physical Activity Requirements,Restaurant/Retail,Environmental and Health Impact Reports,LEG,035PAR
2011,1,California,Nutrition,Appropriations,Community,Electronic Benefits Transfer Cards: Use Restrictions,LEG,002APP
2010,1,District of Columbia,Nutrition,Appropriations,Community,Supermarket Tax Abatement,LEG,002APP
2011,1,California,Physical Activity,School Siting,Community,Community Development: Promise Neighborhoods Initiative,LEG,042SIT
2009,1,Florida,Nutrition,Task Forces/Councils,School/After School,School Wellness and Physical Education Policies,LEG,047TFC
2009,1,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Slope Resources Areas,REG,052PED
2009,1,Iowa,Obesity,Health Insurance Coverage,Work Place,Tax Credit,LEG,028HIC
2011,1,Washington,Nutrition,Sodium,Work Place,An Act Relating to the Establishment of Food Purchasing Policies<br>,LEG,045SOD
2005,1,Kansas,Obesity,Appropriations,School/After School,Food and Beverages Available to Students,LEG,002APP
2009,1,New York,Nutrition,Appropriations,Medical and/or Hospital,Prenatal Programs and Services,LEG,002APP
2011,1,California,Obesity,Appropriations,Community,Redevelopment,LEG,002APP
2007,1,California,Physical Activity,Safe Routes to Schools,Community,Highways: Federal Funds: Safe Routes to School,LEG,041SRS
2011,1,California,Nutrition,Nutrition Standards,Restaurant/Retail,Retail Food Facilities: Toys and Incentives,LEG,010NUS
2011,1,Massachusetts,Nutrition,Farm Direct Foods,Restaurant/Retail,Foods Containing Artificial Trans Fats,LEG,015FDF
2011,1,Minnesota,Obesity,Menu Labeling,Community,Capital Improvements,LEG,032MNL
2009,1,Illinois,Nutrition,Sodium,Community,Menu Education and Labeling Act,LEG,045SOD
2011,1,Ohio,Nutrition,School Nutrition,Community,Ohio Sustainable Food Advisory Council,LEG,043SNU
2010,1,Massachusetts,Nutrition,Farm Direct Foods,School/After School,School Nutrition,LEG,015FDF
2011,1,Arizona,Obesity,Incentives,Community,Tax on Sweetened Beverages,LEG,029INC
2010,1,Maryland,Obesity,Food Restrictions,Community,Program Open Space,LEG,020FOR
2010,1,New Hampshire,Nutrition,Agriculture and Farming,Community,Soft Drinks Tax,LEG,017AGF
2011,1,Arkansas,Nutrition,Agriculture and Farming,School/After School,Appropriation to the Department of Human Services,LEG,017AGF
2011,1,Maryland,Physical Activity,Built Environment and Street-Scale Design,Community,School Bus Monitoring Cameras,LEG,049BED
2011,1,Hawaii,Nutrition,Farm Direct Foods,Restaurant/Retail,Concession Contracts,LEG,015FDF
2011,1,Colorado,Nutrition,Farmers Markets,Community,Local Foods to Local Markets,LEG,016FAM
