UID,Client,Status,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
3246,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,,,,,,,,,,,,Saunders & Taylor ,SME,3505548,M50 2GN,Stockport- Services to Place
3246,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,,,,,,,,,,,,Seddon Construction Ltd,Large,3578140,B37 7YE,Stockport- Services to Place
3246,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,,,,,,,,,,,,Truline Construction & Interior Services,SME,2131606,WN5 0LD,Stockport- Services to Place
3246,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,,,,,,,,,,,,WH Good Ltd ,SME,4528366,BB4 5JT,Stockport- Services to Place
3247,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,,,,,,,,,,,,Seddon Construction Ltd,Large,3578140,BL4 0NN,Stockport- Services to Place
3247,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,,,,,,,,,,,,Herbert T Forerest Ltd,Large,1060906,BL5 3NU ,Stockport- Services to Place
3247,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,,,,,,,,,,,,Actavo Building Solutions,SME,7003876,WF4 3BA ,Stockport- Services to Place
3247,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,,,,,,,,,,,,Keepmoat Regeneration Ltd,Large,1738371,NE12 8EX ,Stockport- Services to Place
3247,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,,,,,,,,,,,,Extraspace Solutions ,SME,0050211NI ,BT4 2AW ,Stockport- Services to Place
3247,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,,,,,,,,,,,,Intergra Buildings Ltd,SME,3386037I,HU12 9SH ,Stockport- Services to Place
3247,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,,,,,,,,,,,,Harry Fairclough Construction ,SME,1305987,WA1 2DN ,Stockport- Services to Place
3247,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,,,,,,,,,,,,Catoplan,SME,1626185,WN4 8BX ,Stockport- Services to Place
3300,Stockport Council,Live (Ongoing),120000Â  Cemetery & Crematorium,Framework for Inspections and Repairs to Headstones,OJEU Tender,Framework Agreement,02/12/2019,36.0,36.0,01/12/2022,No,01/12/2023,01/08/2022,,,Memsafe Limited,SME,4832101,np12 4ad,Stockport- Services to Place
3316,Stockport Council,Live (Ongoing),261600-Human Resources : Travel & Subsistence : ,Travel Rail Scheme ,Exemption,Contract,10/08/2016,48.0,48.0,09/08/2020,,09/08/2020,01/04/2019,"Â£158,000.00","Â£632,000.00",Northern Rail,Large,4619954,YO1 6HZ,Stockport- Corporate & Support Services
3317,Stockport Council,Live (Ongoing),261600-Human Resources : Travel & Subsistence : ,Travel Bus Scheme ,Exemption,Contract,10/08/2016,48.0,48.0,09/08/2020,,09/08/2020,01/04/2019,"Â£316,800.00","Â£1,267,200.00",Stagecoach,Large,3092390,SK3 0DU,Stockport- Corporate & Support Services
3345,Stockport Council,Live (Ongoing),201300-Financial Services : Cash Collection : ,Cash Collection and Banking (Parking) ,OJEU Tender,Contract,01/11/2017,36.0,72.0,31/10/2020,No,31/10/2023,01/08/2019,"Â£161,000.00","Â£483,000.00",NSL Ltd,Medium,6033060,SL1 2BE,Stockport- Corporate & Support Services
3389,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Adoption Support FPS,OJEU Tender,DPS (Dynamic Purchasing System),25/10/2017,48.0,48.0,24/10/2021,No,24/10/2021,24/10/2020,"Â£11,250,000.00","Â£45,000,000.00",Approved supplier list maintained by the Council. Contact STAR Procurement for further details,,,,Stockport- Services to People
3397,Stockport Council,Live (One Off),191100-Facilities & Management Services : Design & Photography : ,12 x bespoke images for use on banners and in promotional campaigns related to Stopfordia exhibition,Exemption,Contract,15/09/2016,120.0,120.0,14/09/2026,No,14/09/2026,01/04/2021,"Â£10,000.00","Â£10,000.00",Redacted,Sole Trader,Redacted,Redacted,Stockport- Corporate & Support Services
3416,Stockport Council,Live (Ongoing),171111-Education : Audio Visual : ,GM Libraries eBooks and eAudiobooks ,Call Off (External),Contract,01/06/2017,46.0,70.0,31/03/2021,No,31/03/2023,25/04/2019,"Â£21,500.00","Â£129,000.00",Bolinda UK Ltd,Large,5086231,RG14 2PZ,Stockport- Services to People
3429,Stockport Council,Live (Ongoing),201200-Financial Services : Banking : ,Stockport Bill Payment Service,Call Off (External),Contract,01/07/2017,24.0,48.0,30/06/2020,No,30/06/2021,02/01/2020,"Â£100,000.00","Â£400,000.00",allPay,Large,2933191,HR1 3SE,Stockport- Corporate & Support Services
3439,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Supported Living Services (103.11 - Phase 9),Tender,Contract,10/04/2017,36.0,48.0,09/04/2020,No,09/04/2021,01/09/2019,"Â£1,262,143.00","Â£5,048,572.00",Creative Support,SME,27440R,SK1 3TS,Stockport- Services to People
3444,Stockport Council,Live (Ongoing),151514-Healthcare : Public Health : Specialist Services,Stockport Provision of Community Based Adult Drug and Alcohol Services,OJEU Tender,Contract,01/10/2015,60.0,84.0,30/09/2020,No,30/09/2022,01/10/2020,"Â£1,605,000.00","Â£11,235,000.00",Various - See Below,Various - See Below,Various - See Below,Various - See Below,Stockport- Services to People
3444,Stockport Council,Live (Ongoing),151514-Healthcare : Public Health : Specialist Services,Stockport Provision of Community Based Adult Drug and Alcohol Services,,,,,,,,,,,,"CGL (CHANGE, GROW, LIVE)",SME,3861209,BN1 1YR,Stockport- Services to People
3444,Stockport Council,Live (Ongoing),151514-Healthcare : Public Health : Specialist Services,Stockport Provision of Community Based Adult Drug and Alcohol Services,,,,,,,,,,,,Pennine Care NHS Foundation Trust,NHS,8436885,OL6 7SR,Stockport- Services to People
3516,Stockport Council,Live (Ongoing),151514-Healthcare : Public Health : Specialist Services,Toxicology Services Framework,OJEU Tender (Light Touch),Framework Agreement,21/01/2019,48.0,48.0,22/01/2023,No,22/01/2023,10/01/2022,"Â£604,000.00","Â£604,000.00",Sheffield Teaching Hospitals NHS Foundation Trust,NHS,232608476,S5 7AU,Stockport- Services to People
3522,Stockport Council,Live (Ongoing),201300-Financial Services : Cash Collection : ,Cash Collection  ,Call Off (External),Framework Agreement,01/08/2017,29.0,41.0,31/12/2019,Yes,31/12/2020,01/07/2020,"Â£27,200.00","Â£92,933.00",Security Plus ,Medium,1325489,ST14 7TQ,Stockport- Corporate & Support Services
3645,Stockport Council,Live (Ongoing),201800-Financial Services : Insurance : ,"Insurance: Lot 1: Property Related, Lot 2: Property Owners, Lot 7: Motor - SMBS/SSK, Lot 8: Motor - SHL), Lot 9: Personal Accident, Lot 10: Engineering Combined, & Lot 11: Crime (FG)",OJEU Tender,Contract,01/12/2017,36.0,60.0,30/11/2020,No,29/11/2022,11/01/2019,"Â£589,442.21","Â£2,947,211.05",Zurich Insurance plc (UK Branch) t/a Zurich Municipal,Large,BR07985,PO15 7JZ,Stockport- Corporate & Support Services
3694,Stockport Council,Live (Ongoing),271699-Information Communication Technology : Telecommunications : ,Mobile and Voice Data Aggregation (NFC60),Mini Competition (External),Contract,04/01/2017,36.0,60.0,04/01/2021,Yes,04/01/2022,01/12/2020,"Â£96,229.79","Â£566,000.00",Everything Everywhere (EE),Large,2382161,AL10 9BW,Stockport- Corporate & Support Services
3704,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,LD Supported Living Service (103.12 - phase 10),Call Off (Internal),Contract,03/07/2017,36.0,48.0,02/07/2020,No,02/07/2021,01/01/2020,"Â£610,017.00","Â£1,807,300.00",Creative Support,SME,27440R,SK1 3TS,Stockport- Services to People
3726,Stockport Council,Live (Ongoing),201200-Financial Services : Banking : ,Pre Payment Cards ,Call Off (External),Contract,01/08/2017,36.0,48.0,31/07/2020,No,31/07/2021,31/07/2019,"Â£12,990.00","Â£45,000.00",Pre Paid Financial  Services,Large,6337638,W1B 3AT,Stockport- Corporate & Support Services
3822,Stockport Council,Live (Ongoing),261400-Human Resources : Temporary & Agency Staff : ,Agency and Interim Arrangements,Mini Competition (External),Contract,20/12/2016,37.0,49.0,28/01/2020,Yes,28/01/2021,28/01/2018,"Â£1,400,000.00","Â£5,600,000.00",Reed Specialist Recruitment Limited,Large,6903140,WC2A 1DT,Stockport- Services to People
3915,Stockport Council,Live (One Off),271501-Information Communication Technology : Services : ,Revenues & Benefits Outbound Mail Services,Call Off (External),Contract,01/10/2017,24.0,48.0,30/09/2021,Yes,30/09/2021,01/11/2018,"Â£104,012.00","Â£208,024.00",DSI Billing,Medium,3823171,RM9 6BF,Stockport- Corporate & Support Services
3924,Stockport Council,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,OJEU Tender,Framework Agreement,18/10/2018,24.0,48.0,12/09/2020,No,12/09/2022,18/10/2019,"Â£4,280,000.00","Â£17,120,000,00",See Supplier Tab,See Supplier Tab,See Supplier Tab,See Supplier Tab,Stockport- Services to Place
3924,Stockport Council,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,,,,,,,,,,,,AECOM,Large ,1846493,SW19 4DR,Stockport- Services to Place
3924,Stockport Council,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,,,,,,,,,,,,Wilde Consultants Ltd,SME,2603960,SK1 3HS,Stockport- Services to Place
3924,Stockport Council,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,,,,,,,,,,,,Mott MacDonald Ltd,Large ,1243967,CR0 2EE,Stockport- Services to Place
3924,Stockport Council,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,,,,,,,,,,,,Pell Frischmann Consultants Ltd,Large ,1777946,W1U 3PD,Stockport- Services to Place
3924,Stockport Council,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,,,,,,,,,,,,Clancy Consulting Ltd,SME,3693529,WA14 4NX,Stockport- Services to Place
3924,Stockport Council,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,,,,,,,,,,,,SANDERSON WATTS ASSOCIATES,SME,4107494,WN3 4HG,Stockport- Services to Place
3924,Stockport Council,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,,,,,,,,,,,,Local Transport Projects Ltd,SME,5295328,HU17 0NW,Stockport- Services to Place
3924,Stockport Council,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,AGMA: Civil and Structural Engineering Framework,,,,,,,,,,,,Atkins Limited,Large ,688424,KT18 5BW,Stockport- Services to Place
4016,Stockport Council,Live (Ongoing),151900-Consultancy : Management : ,Stockport Strategic Property Partnership Alliance Agreement,OJEU Tender,Contract,29/01/2014,120.0,180.0,28/01/2024,No,28/01/2029,28/01/2023,"Â£46,000,000.00","Â£695,000,000.00",Various,Large,20258,ML4 3FB,Stockport- Services to Place
4016,Stockport Council,Live (Ongoing),151900-Consultancy : Management : ,Stockport Strategic Property Partnership Alliance Agreement,,,,,,,,,,,,Carillion PLC,Large,3782379,WV3 0SR,Stockport- Services to Place
4016,Stockport Council,Live (Ongoing),151900-Consultancy : Management : ,Stockport Strategic Property Partnership Alliance Agreement,,,,,,,,,,,,CBRE Limited,Large,3536032,EC4M 7HP,Stockport- Services to Place
4016,Stockport Council,Live (Ongoing),151900-Consultancy : Management : ,Stockport Strategic Property Partnership Alliance Agreement,,,,,,,,,,,,"Carillion(AMBS) Ltd, ",Large,SC020258,G72OFT,Stockport- Services to Place
4017,Stockport Council,Live (Ongoing),271400-Information Communication Technology : Office & Reprographics Equipment : ,Multi-functional devices (MFDÂs) ,Mini Competition (External),Contract,18/11/2017,60.0,84.0,17/11/2022,No,17/11/2024,01/04/2022,"Â£215,000.00","Â£1,505,000.00",Xerox (UK) Ltd,Large,330754,UB8 1HS,Stockport- Corporate & Support Services
4030,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Better at Home,,,,,,,,,,,,CRG,Large,,,Stockport- Services to People
4030,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Better at Home,,,,,,,,,,,,New Hope Specialist Care,SME,5710864,,Stockport- Services to People
4030,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Better at Home,,,,,,,,,,,,Smartway Health and Social Care Limited,SME,9781594,OL6 6LB,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,1ARK Project Ltd,Small,9353185,HD1 4DX,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Access to Care Limited,Small,5867774,BL6 4GF,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Aftercare the Next Step Ltd,Small,6906555,L15 1HW,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Altum Residential Care Ltd,Small,8232494,M26 2GB,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,AMJ Support Services ,Small,8587306,L19 0NQ,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Aspirations T/A The Leaving Care Company,Small,7155317,GL3 1JZ,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Bedspace Resource Ltd,Medium,4457083,PR2 2YS,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Calico Enterprise Limited,Medium,6329047,BB11 2ED,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Changes Support Limited,Micro,9955736,M24 1JT,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Child Action North West,Medium,820660,BB1 9LL,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Continuum Support - Care Services Ltd,Small,8517549,WA8 9DX,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Depaul uk,Medium,2440093,SE1 4QQ,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Fresh Start Independence Project Ltd,Small,8078975,M32 8DP,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Fusion  Care Ltd ,Small,6925209,BL9 7BD,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Hexagon Care,Small,8885676,PR2 2YQ,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Horizon Semi Independent Support,Micro,9972851,OL9 8NS,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Independent Living Services (North West ) Ltd. T/A as Homescope,Medium,5575883,WA10 3HX,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Inspire Community Services ,Small,8861712, WA10 1AJ,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Intact Projects  ,Micro,7113611,SK4 2LL,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Just ONE Recruitment and Training Limited,Small,5106263,L19 0NQ,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Lyn Moir T/A Davlin,Micro,Sole Trader,BB1 1QF,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Manchester Settlement,Small,241676,M11 1JG,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,MoCoCo House - (Middlwich Community Church),Small,1051786 (charity),CW10 0JG,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Moving Up Care Limited ,Small,7052529,WA1 2NL,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Next Stage Â A Way Forward Ltd,Medium,7914701,BL5 3QJ,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Next Step Care Management Ltd,Small,3309968,SE8 4AG,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Nexus Assist  ,Micro,9480022,WF13 4LZ,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Northern Community Pathways Limited,Small,9318197,FY5 1RP,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Omega Care Group Ltd,Micro,9596061,L35 2XN,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Pathway  to Prospects,Small,8831416,WA15 9TB,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Possabilities CIC,Medium,8837981,OL10 4SY,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Professional Learning Systems Ltd T/AS PLS Care,Micro,9607876,M3 4EN,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Right Step Ltd,Micro,7000398,M23 9RQ,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,The Together Trust,Large,301722,SK8 1JE,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Transition 360,Micro,9678494,HX1 2HX,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Transitional Plus Care CIC Ltd,Small,7145290,M50 3XP,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Triangle Care Ltd,Small,8897382,M4 4DE,Stockport- Services to People
4067,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Early Years Training Framework ,,,,,,,,,,,,Youthlinx Ltd,Micro,10154587,N1 7GU,Stockport- Services to People
4087,Stockport Council,Live (Ongoing),231400-Highway Equipment & Materials : Street Lighting : ,Street Lighting Framework,Mini Competition (External),Contract,01/04/2018,48.0,60.0,31/03/2022,No,31/03/2023,01/10/2021,"Â£687,652.96","Â£3,438,264.80",See Supplier Tab,See Supplier Tab,See Supplier Tab,See Supplier Tab,Stockport- Services to Place
4087,Stockport Council,Live (Ongoing),231400-Highway Equipment & Materials : Street Lighting : ,Street Lighting Framework,,,,,,,,,,,,Marwood Ltd,Large,6303777,WS9 8PT ,Stockport- Services to Place
4087,Stockport Council,Live (Ongoing),231400-Highway Equipment & Materials : Street Lighting : ,Street Lighting Framework,,,,,,,,,,,,Lucy Zodion,Large,7448407,OX2 6EE ,Stockport- Services to Place
4091,Stockport Council,Live (Ongoing),401603-Social Community Care Supplies & Services - Children : Youth Services : Transition Between Children & Adults,Appropriate Adult Service,Tender,Contract,01/06/2018,34.0,58.0,31/03/2021,No,31/03/2023,01/12/2020,,,Child Action North West,SME,820660,BB1 9LL,Stockport- Services to People
4096,Stockport Council,Live (Ongoing),111200-Catering : Food & Beverages : ,Provision of Catering Services to Stockport Metropolitan Council,OJEU Tender,Contract,01/10/2019,36.0,48.0,30/09/2022,No,30/09/2023,01/10/2021,"Â£122,202.00","Â£488,808.00",Mosaic Event Catering Ltd,Small,10709043,SK7 3NX,Stockport- Corporate & Support Services
4147,Stockport Council,Live (One Off),271501-Information Communication Technology : Services : ,OPENChannel Suite plus OPENPortal (API's),Exemption,Contract,02/03/2018,60.0,60.0,01/03/2023,No,30/09/2018,01/01/2023,"Â£12,750.00","Â£63,750.00",Civica UK Ltd,Large,1628868,SW15 6AR,Stockport- Services to Place
4150,Stockport Council,Live (Ongoing),129999-Cemetery & Crematorium : Not Elsewhere Classified : ,Mortuary and Post Mortem Services,Exemption,Contract,29/09/2017,36.0,132.0,28/06/2028,Yes,28/09/2028,28/06/2020,"Â£1,074,014.00","Â£11,814,154.00",Tameside General Hospital (Tameside & Glossop NHS Foundation Trust),NHS,Trust - Not Required,OL6 9RW ,Stockport- Corporate & Support Services
4159,Stockport Council,Live (Ongoing),271440-Information Communication Technology : Software : ,Taxi Driver Online Knowledge Test,Quote,Contract,01/10/2017,12.0,48.0,30/09/2021,Yes,30/09/2021,01/06/2021,"Â£12,000.00","Â£48,000.00",Personnel Checks Limited,medium,8101751,BB1 1FB,Stockport- Services to People
4170,Stockport Council,Live (Ongoing),121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (West and City Coronial Districts),OJEU Tender,Framework Agreement,01/04/2018,48.0,48.0,31/03/2022,,31/03/2022,31/03/2021,"Â£305,970.00","Â£1,223,880.00",Various - See Below,Various - See Below,Various - See Below,Various - See Below,Stockport- Corporate & Support Services
4170,Stockport Council,Live (Ongoing),121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (West and City Coronial Districts),,,,,,,,,,,,Kane funeral service,SME,10703888,WA10 2JJ,Stockport- Corporate & Support Services
4170,Stockport Council,Live (Ongoing),121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (West and City Coronial Districts),,,,,,,,,,,,Bate & Holland ,SME,7550105,M191FE,Stockport- Corporate & Support Services
4181,Stockport Council,Live (Ongoing),151000-Consultancy : Business : ,Management of Stockport Market,Tender,Contract,01/09/2018,60.0,84.0,31/08/2023,No,31/08/2025,20/02/2023,"Â£175,214.00","Â£1,226,500.00",Market Place Management ,Micro,6253601,Ol7 0JG,Stockport- Services to Place
4258,Stockport Council,Live (Ongoing),271440-Information Communication Technology : Software : ,PMS System,Exemption,Contract,01/02/2017,46.0,46.0,30/11/2020,,30/11/2020,29/07/2020,"Â£13,345.00","Â£13,345.00",GuestLine Limited,Large,2661520,SY2 6LG,Stockport- Corporate & Support Services
4269,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Support at Home FPS (Homecare),OJEU Tender (Light Touch),Contract,01/09/2018,120.0,120.0,31/08/2028,No,31/08/2028,01/09/2027,"Â£35,000,000.00","Â£350,000,000.00",various,various,various,various,Stockport- Services to Place
4287,Stockport Council,Live (Ongoing),419999-Social Community Care Supplies & Services : Not Elsewhere Classified : ,Support for Young Carers,Tender,Contract,01/04/2018,36.0,60.0,31/03/2021,No,31/03/2023,01/09/2020,"Â£108,761.00","Â£543,805.00",Signpost Stockport for Carers,Small,4176004,SK4 3LD,Stockport- Services to People
4306,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Aiming High Exemption ,,,,,,,,,,,,Autistic Society of Greater Manchester,SME,4326334,M32 0HL,Stockport- Services to People
4306,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Aiming High Exemption ,,,,,,,,,,,,Leisure for Autism,SME,1076305,WA3 2QL,Stockport- Services to People
4306,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Aiming High Exemption ,,,,,,,,,,,,Lisburne School,SME,N/a,SK2 5LB,Stockport- Services to People
4306,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Aiming High Exemption ,,,,,,,,,,,,More Play More Often Community Interest Company,VCSE,9083995,SK3 9RQ,Stockport- Services to People
4306,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Aiming High Exemption ,,,,,,,,,,,,Pure Innovations Limited ,Medium,5241249,SK3 0RF,Stockport- Services to People
4306,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Aiming High Exemption ,,,,,,,,,,,,Seashell Trust,VCSE,"company: 04216714
charity: 1092655",SK8 6RQ,Stockport- Services to People
4306,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Aiming High Exemption ,,,,,,,,,,,,Stockport CP Together Trust ,VCSE,209782,SK8 1JE,Stockport- Services to People
